시점,월별,가해자법규위반,사고건수,사망자수,부상자수
2012,2월,안전거리미확보,971,0,1724
2012,2월,안전거리미확보,842,3,1514
2012,2월,일시정지위반,18,1,37
2012,2월,일시정지위반,7,0,10
2012,2월,부당한회전,55,1,76
2012,2월,부당한회전,56,1,73
2012,2월,기타,175,4,198
2012,2월,기타,108,2,122
2012,2월,정비불량,1,0,1
2012,3월,과로,1,0,1
2012,3월,우선권양보불이행,1,0,1
2012,3월,진로양보불이행,2,0,2
2012,3월,진로양보불이행,1,0,1
2012,3월,안전운전불이행,4696,124,6572
2012,3월,안전운전불이행,5394,161,8010
2012,3월,교차로운행방법위반,724,4,1149
2012,3월,교차로운행방법위반,540,2,887
2012,3월,보행자보호의무위반,296,7,307
2012,3월,보행자보호의무위반,328,9,344
2012,3월,차로위반진로변경,134,1,196
2012,3월,차로위반진로변경,108,2,170
2012,3월,직진우회전진행방해,286,5,486
2012,3월,직진우회전진행방해,179,2,325
2012,3월,과속,17,5,22
2012,3월,과속,24,10,42
2012,3월,앞지르기방법위반,11,0,14
2012,3월,앞지르기금지위반,21,1,41
2012,3월,앞지르기금지위반,8,0,13
2012,3월,중앙선침범,542,14,952
2012,3월,중앙선침범,517,22,951
2012,3월,신호위반,1010,11,1703
2012,3월,신호위반,1109,13,1959
2012,3월,안전거리미확보,963,1,1698
2012,3월,안전거리미확보,826,0,1423
2012,3월,일시정지위반,17,0,23
2012,3월,일시정지위반,12,0,16
2012,3월,부당한회전,55,5,69
2012,3월,부당한회전,63,0,99
2012,3월,기타,228,1,257
2012,3월,기타,142,3,166
2012,4월,진로양보불이행,1,0,1
2012,4월,진로양보불이행,1,0,2
2012,4월,안전운전불이행,5403,150,7829
2012,4월,안전운전불이행,5556,185,8092
2012,4월,교차로운행방법위반,742,7,1175
2012,4월,교차로운행방법위반,528,4,886
2012,4월,보행자보호의무위반,350,10,363
2012,4월,보행자보호의무위반,292,11,305
2012,4월,차로위반진로변경,141,2,246
2012,4월,차로위반진로변경,118,1,188
2012,4월,직진우회전진행방해,297,3,492
2012,4월,직진우회전진행방해,179,0,305
2012,4월,철길건널목통과방법,1,2,1
2012,4월,과속,12,4,28
2012,4월,과속,23,9,25
2012,4월,앞지르기방법위반,4,0,10
2012,4월,앞지르기방법위반,1,0,4
2012,4월,앞지르기금지위반,22,0,35
2012,4월,앞지르기금지위반,4,0,7
2012,4월,중앙선침범,550,23,990
2012,4월,중앙선침범,534,20,964
2012,4월,신호위반,1038,17,1745
2012,4월,신호위반,1116,15,1911
2012,4월,안전거리미확보,1069,11,1930
2012,4월,안전거리미확보,848,3,1409
2012,4월,일시정지위반,22,0,43
2012,4월,일시정지위반,15,0,21
2012,4월,부당한회전,54,1,72
2012,4월,부당한회전,68,0,105
2012,4월,기타,235,5,273
2012,4월,기타,148,0,171
2012,5월,과로,1,0,2
2012,5월,우선권양보불이행,2,0,4
2012,5월,우선권양보불이행,2,0,2
2012,5월,진로양보불이행,3,0,3
2012,5월,안전운전불이행,5845,137,8404
2012,5월,안전운전불이행,5194,176,7569
2012,5월,교차로운행방법위반,859,6,1399
2012,5월,교차로운행방법위반,507,2,809
2012,5월,보행자보호의무위반,349,3,370
2012,5월,보행자보호의무위반,240,7,245
2012,5월,차로위반진로변경,162,2,270
2012,5월,차로위반진로변경,114,0,203
2012,5월,직진우회전진행방해,298,1,498
2012,5월,직진우회전진행방해,192,0,349
2012,5월,과속,17,4,59
2012,5월,과속,14,4,19
2012,5월,앞지르기방법위반,1,0,1
2012,5월,앞지르기방법위반,3,0,3
2012,5월,앞지르기금지위반,25,1,32
2012,5월,앞지르기금지위반,10,0,15
2012,5월,중앙선침범,584,29,1025
2012,5월,중앙선침범,510,17,928
2012,5월,신호위반,1144,25,1830
2012,5월,신호위반,1065,10,1839
2012,5월,안전거리미확보,1120,6,2042
2012,5월,안전거리미확보,803,5,1497
2012,5월,일시정지위반,33,0,55
2012,5월,일시정지위반,11,0,14
2012,5월,부당한회전,72,0,108
2012,5월,부당한회전,40,0,44
2012,5월,기타,254,3,285
2012,5월,기타,195,5,232
2012,5월,3,1,8
2012,6월,우선권양보불이행,1,0,1
2012,6월,진로양보불이행,2,0,2
2012,6월,안전운전불이행,5435,154,7689
2012,6월,안전운전불이행,5154,175,7474
2012,6월,교차로운행방법위반,773,12,1168
2012,6월,교차로운행방법위반,525,2,875
2012,6월,보행자보호의무위반,313,8,315
2012,6월,보행자보호의무위반,274,6,292
2012,6월,차로위반진로변경,155,2,243
2012,6월,차로위반진로변경,113,0,181
2012,6월,직진우회전진행방해,304,3,522
2012,6월,직진우회전진행방해,169,1,287
2012,6월,과속,19,3,29
2012,6월,과속,25,8,48
2012,6월,앞지르기방법위반,7,0,8
2012,6월,앞지르기방법위반,3,0,5
2012,6월,앞지르기금지위반,29,3,55
2012,6월,앞지르기금지위반,12,1,23
2012,6월,중앙선침범,578,22,1055
2012,6월,중앙선침범,480,22,827
2012,6월,신호위반,1067,16,1679
2012,6월,신호위반,1025,16,1630
2012,6월,안전거리미확보,1046,8,1856
2012,6월,안전거리미확보,775,5,1340
2012,6월,일시정지위반,36,2,64
2012,6월,일시정지위반,16,0,18
2012,6월,부당한회전,58,0,82
2012,6월,부당한회전,59,1,81
2012,6월,기타,228,5,258
2012,6월,기타,172,1,204
2012,6월,정비불량,1,0,3
2012,7월,우선권양보불이행,3,0,3
2012,7월,우선권양보불이행,1,0,1
2012,7월,진로양보불이행,3,0,3
2012,7월,진로양보불이행,1,0,1
2012,7월,안전운전불이행,5484,136,8014
2012,7월,안전운전불이행,5266,165,7709
2012,7월,교차로운행방법위반,771,7,1219
2012,7월,교차로운행방법위반,557,3,890
2012,7월,보행자보호의무위반,323,4,334
2012,7월,보행자보호의무위반,232,6,238
2012,7월,차로위반진로변경,138,1,230
2012,7월,차로위반진로변경,117,1,194
2012,7월,직진우회전진행방해,342,4,649
2012,7월,직진우회전진행방해,178,2,304
2012,7월,철길건널목통과방법,2,0,4
2012,7월,과속,13,1,41
2012,7월,과속,13,3,17
2012,7월,앞지르기방법위반,6,0,10
2012,7월,앞지르기방법위반,2,0,3
2012,7월,앞지르기금지위반,21,0,30
2012,7월,앞지르기금지위반,14,1,21
2012,7월,중앙선침범,567,21,1063
2012,7월,중앙선침범,514,14,868
2012,7월,신호위반,1045,12,1672
2012,7월,신호위반,1114,20,1864
2012,7월,안전거리미확보,1120,2,1989
2012,7월,안전거리미확보,871,2,1498
2012,7월,일시정지위반,35,0,53
2012,7월,일시정지위반,13,0,24
2012,7월,부당한회전,79,1,111
2012,7월,부당한회전,63,1,94
2012,7월,기타,268,9,304
2012,7월,기타,156,0,186
2012,7월,정비불량,1,0,1
2012,8월,우선권양보불이행,1,0,4
2012,8월,진로양보불이행,5,0,7
2012,8월,진로양보불이행,2,0,2
2012,8월,안전운전불이행,5064,118,7664
2012,8월,안전운전불이행,5200,158,7806
2012,8월,교차로운행방법위반,768,7,1215
2012,8월,교차로운행방법위반,494,4,835
2012,8월,보행자보호의무위반,296,3,306
2012,8월,보행자보호의무위반,252,6,274
2012,8월,차로위반진로변경,131,5,226
2012,8월,차로위반진로변경,85,1,139
2012,8월,직진우회전진행방해,328,6,594
2012,8월,직진우회전진행방해,171,2,334
2012,8월,과속,13,3,23
2012,8월,과속,22,8,26
2012,8월,앞지르기방법위반,9,0,15
2012,8월,앞지르기방법위반,3,0,3
2012,8월,앞지르기금지위반,20,1,23
2012,8월,앞지르기금지위반,6,0,15
2012,8월,중앙선침범,546,25,1058
2012,8월,중앙선침범,512,16,896
2012,8월,신호위반,1017,18,1650
2012,8월,신호위반,1030,18,1792
2012,8월,안전거리미확보,1056,2,1926
2012,8월,안전거리미확보,823,1,1504
2012,8월,일시정지위반,29,1,51
2012,8월,일시정지위반,16,0,35
2012,8월,부당한회전,58,1,95
2012,8월,부당한회전,66,2,87
2012,8월,기타,242,3,264
2012,8월,기타,139,0,173
2012,8월,정비불량,2,0,7
2012,8월,정비불량,1,0,2
2012,9월,과로,1,0,1
2012,9월,우선권양보불이행,1,0,1
2012,9월,진로양보불이행,4,0,6
2012,9월,진로양보불이행,2,0,2
2012,9월,안전운전불이행,5558,160,7973
2012,9월,안전운전불이행,5332,189,7864
2012,9월,교차로운행방법위반,776,7,1233
2012,9월,교차로운행방법위반,473,3,742
2012,9월,보행자보호의무위반,331,9,349
2012,9월,보행자보호의무위반,286,13,305
2012,9월,차로위반진로변경,133,2,195
2012,9월,차로위반진로변경,104,2,159
2012,9월,직진우회전진행방해,313,2,548
2012,9월,직진우회전진행방해,168,2,320
2012,9월,과속,12,2,34
2012,9월,과속,14,5,30
2012,9월,앞지르기방법위반,5,0,6
2012,9월,앞지르기방법위반,3,0,3
2012,9월,앞지르기금지위반,15,1,25
2012,9월,앞지르기금지위반,8,0,8
2012,9월,중앙선침범,568,17,978
2012,9월,중앙선침범,506,16,884
2012,9월,신호위반,1090,21,1849
2012,9월,신호위반,1085,19,1880
2012,9월,안전거리미확보,1079,4,1984
2012,9월,안전거리미확보,786,2,1372
2012,9월,일시정지위반,23,1,33
2012,9월,일시정지위반,13,0,21
2012,9월,부당한회전,85,2,123
2012,9월,부당한회전,62,2,83
2012,9월,기타,240,5,280
2012,9월,기타,157,0,170
2012,9월,정비불량,1,0,1
2012,10월,과로,1,0,4
2012,10월,우선권양보불이행,2,0,2
2012,10월,진로양보불이행,3,0,3
2012,10월,진로양보불이행,2,0,4
2012,10월,안전운전불이행,5680,169,8211
2012,10월,안전운전불이행,5213,210,7723
2012,10월,교차로운행방법위반,829,10,1307
2012,10월,교차로운행방법위반,443,5,733
2012,10월,보행자보호의무위반,359,11,369
2012,10월,보행자보호의무위반,275,9,290
2012,10월,차로위반진로변경,141,1,230
2012,10월,차로위반진로변경,128,0,217
2012,10월,직진우회전진행방해,352,5,592
2012,10월,직진우회전진행방해,193,4,328
2012,10월,과속,21,3,29
2012,10월,과속,21,5,40
2012,10월,앞지르기방법위반,6,0,8
2012,10월,앞지르기방법위반,6,0,11
2012,10월,앞지르기금지위반,22,1,29
2012,10월,앞지르기금지위반,9,0,15
2012,10월,중앙선침범,592,24,1062
2012,10월,중앙선침범,532,12,882
2012,10월,신호위반,1152,23,1763
2012,10월,신호위반,1102,21,1831
2012,10월,안전거리미확보,1064,7,1912
2012,10월,안전거리미확보,796,4,1403
2012,10월,일시정지위반,26,1,36
2012,10월,일시정지위반,19,0,35
2012,10월,부당한회전,71,1,102
2012,10월,부당한회전,67,1,89
2012,10월,기타,278,5,315
2012,10월,기타,149,1,174
2012,10월,정비불량,3,0,10
2012,11월,우선권양보불이행,1,0,2
2012,11월,진로양보불이행,3,0,3
2012,11월,진로양보불이행,1,0,1
2012,11월,안전운전불이행,5405,170,7691
2012,11월,안전운전불이행,5643,210,8316
2012,11월,교차로운행방법위반,757,3,1216
2012,11월,교차로운행방법위반,527,1,840
2012,11월,보행자보호의무위반,359,5,370
2012,11월,보행자보호의무위반,363,7,397
2012,11월,차로위반진로변경,145,0,234
2012,11월,차로위반진로변경,102,0,153
2012,11월,직진우회전진행방해,328,5,547
2012,11월,직진우회전진행방해,187,0,309
2012,11월,과속,9,2,13
2012,11월,과속,18,7,42
2012,11월,앞지르기방법위반,5,0,8
2012,11월,앞지르기방법위반,1,0,2
2012,11월,앞지르기금지위반,25,0,31
2012,11월,앞지르기금지위반,5,0,8
2012,11월,중앙선침범,550,19,946
2012,11월,중앙선침범,527,16,917
2012,11월,신호위반,1095,18,1815
2012,11월,신호위반,1129,16,1925
2012,11월,안전거리미확보,1089,12,1926
2012,11월,안전거리미확보,930,9,1664
2012,11월,일시정지위반,24,0,52
2012,11월,일시정지위반,17,0,34
2012,11월,부당한회전,68,2,84
2012,11월,부당한회전,52,0,72
2012,11월,기타,238,2,273
2012,11월,기타,146,4,160
2012,11월,정비불량,1,0,3
2012,12월,과로,1,0,1
2012,12월,우선권양보불이행,1,1,0
2012,12월,진로양보불이행,4,0,6
2012,12월,진로양보불이행,2,0,5
2012,12월,안전운전불이행,5198,143,8102
2012,12월,안전운전불이행,5210,175,7938
2012,12월,교차로운행방법위반,543,4,866
2012,12월,교차로운행방법위반,388,2,640
2012,12월,보행자보호의무위반,307,7,321
2012,12월,보행자보호의무위반,246,9,269
2012,12월,차로위반진로변경,121,0,179
2012,12월,차로위반진로변경,106,1,188
2012,12월,직진우회전진행방해,212,0,369
2012,12월,직진우회전진행방해,122,0,213
2012,12월,철길건널목통과방법,1,0,1
2012,12월,철길건널목통과방법,1,0,1
2012,12월,과속,6,3,6
2012,12월,과속,17,6,36
2012,12월,앞지르기방법위반,3,0,8
2012,12월,앞지르기금지위반,7,0,11
2012,12월,앞지르기금지위반,4,0,6
2012,12월,중앙선침범,639,18,1282
2012,12월,중앙선침범,511,18,978
2012,12월,신호위반,994,16,1583
2012,12월,신호위반,946,8,1616
2012,12월,안전거리미확보,935,1,1714
2012,12월,안전거리미확보,792,5,1455
2012,12월,일시정지위반,22,0,32
2012,12월,일시정지위반,8,0,13
2012,12월,부당한회전,47,0,65
2012,12월,부당한회전,50,1,74
2012,12월,기타,186,3,207
2012,12월,기타,118,2,129
2013,전체,과로,2,0,2
2013,전체,우선권양보불이행,11,0,13
2013,전체,우선권양보불이행,3,0,5
2013,전체,진로양보불이행,33,0,44
2013,전체,진로양보불이행,14,0,23
2013,전체,안전운전불이행,62385,1619,89923
2013,전체,안전운전불이행,59017,2054,85810
2013,전체,교차로운행방법위반,8838,69,13938
2013,전체,교차로운행방법위반,5569,28,9033
2013,전체,보행자보호의무위반,3783,83,3908
2013,전체,보행자보호의무위반,3033,86,3267
2013,전체,차로위반진로변경,1597,16,2573
2013,전체,차로위반진로변경,1331,7,2247
2013,전체,직진우회전진행방해,3604,35,6348
2013,전체,직진우회전진행방해,1933,7,3297
2013,전체,철길건널목통과방법,1,0,1
2013,전체,철길건널목통과방법,1,1,0
2013,전체,긴급차피양의무위반,1,0,2
2013,전체,긴급차피양의무위반,1,0,4
2013,전체,과속,174,55,343
2013,전체,과속,253,89,428
2013,전체,앞지르기방법위반,38,0,48
2013,전체,앞지르기방법위반,31,1,42
2013,전체,앞지르기금지위반,250,4,395
2013,전체,앞지르기금지위반,85,1,139
2013,전체,중앙선침범,6603,236,11921
2013,전체,중앙선침범,5721,187,9860
2013,전체,신호위반,12241,184,19974
2013,전체,신호위반,12184,170,20896
2013,전체,안전거리미확보,11541,46,20902
2013,전체,안전거리미확보,8565,35,15143
2013,전체,일시정지위반,277,2,452
2013,전체,일시정지위반,149,0,258
2013,전체,부당한회전,829,14,1180
2013,전체,부당한회전,606,10,883
2013,전체,기타,2852,27,3304
2013,전체,기타,1784,26,2068
2013,전체,정비불량,9,0,11
2013,전체,정비불량,5,0,26
2013,1월,우선권양보불이행,1,0,1
2013,1월,진로양보불이행,3,0,4
2013,1월,진로양보불이행,1,0,1
2013,1월,안전운전불이행,4308,146,6420
2013,1월,안전운전불이행,4736,155,7070
2013,1월,교차로운행방법위반,582,0,952
2013,1월,교차로운행방법위반,376,1,602
2013,1월,보행자보호의무위반,270,6,273
2013,1월,보행자보호의무위반,247,7,265
2013,1월,차로위반진로변경,90,1,144
2013,1월,차로위반진로변경,104,0,190
2013,1월,직진우회전진행방해,199,1,349
2013,1월,직진우회전진행방해,116,0,207
2013,1월,긴급차피양의무위반,1,0,2
2013,1월,과속,7,1,8
2013,1월,과속,18,8,34
2013,1월,앞지르기방법위반,5,0,6
2013,1월,앞지르기방법위반,3,0,4
2013,1월,앞지르기금지위반,18,1,21
2013,1월,앞지르기금지위반,6,0,11
2013,1월,중앙선침범,524,15,987
2013,1월,중앙선침범,507,11,886
2013,1월,신호위반,959,13,1649
2013,1월,신호위반,946,11,1639
2013,1월,안전거리미확보,852,4,1507
2013,1월,안전거리미확보,760,2,1393
2013,1월,일시정지위반,16,0,22
2013,1월,일시정지위반,16,0,24
2013,1월,부당한회전,46,1,71
2013,1월,부당한회전,40,0,60
2013,1월,기타,153,1,172
2013,1월,기타,105,4,119
2013,1월,정비불량,1,0,1
2013,2월,우선권양보불이행,1,0,1
2013,2월,진로양보불이행,3,0,3
2013,2월,진로양보불이행,1,0,1
2013,2월,안전운전불이행,3877,103,5695
2013,2월,안전운전불이행,4216,157,6231
2013,2월,교차로운행방법위반,557,1,914
2013,2월,교차로운행방법위반,357,0,567
2013,2월,보행자보호의무위반,217,3,227
2013,2월,보행자보호의무위반,200,4,215
2013,2월,차로위반진로변경,98,0,153
2013,2월,차로위반진로변경,84,0,173
2013,2월,직진우회전진행방해,213,3,404
2013,2월,직진우회전진행방해,95,0,166
2013,2월,과속,10,4,11
2013,2월,과속,14,2,25
2013,2월,앞지르기방법위반,1,0,1
2013,2월,앞지르기방법위반,2,0,3
2013,2월,앞지르기금지위반,15,0,23
2013,2월,앞지르기금지위반,5,1,10
2013,2월,중앙선침범,456,10,876
2013,2월,중앙선침범,402,20,696
2013,2월,신호위반,816,7,1397
2013,2월,신호위반,815,11,1422
2013,2월,안전거리미확보,741,1,1423
2013,2월,안전거리미확보,594,2,1074
2013,2월,일시정지위반,14,0,17
2013,2월,일시정지위반,12,0,23
2013,2월,부당한회전,57,1,111
2013,2월,부당한회전,41,1,70
2013,2월,기타,166,3,185
2013,2월,기타,106,1,120
2013,2월,정비불량,1,0,18
2013,3월,우선권양보불이행,1,0,1
2013,3월,진로양보불이행,3,0,5
2013,3월,안전운전불이행,4816,145,6820
2013,3월,안전운전불이행,4916,165,7277
2013,3월,교차로운행방법위반,697,1,1127
2013,3월,교차로운행방법위반,474,2,754
2013,3월,보행자보호의무위반,323,9,334
2013,3월,보행자보호의무위반,252,2,282
2013,3월,차로위반진로변경,117,0,190
2013,3월,차로위반진로변경,98,0,144
2013,3월,직진우회전진행방해,276,6,497
2013,3월,직진우회전진행방해,154,0,245
2013,3월,과속,18,5,28
2013,3월,과속,16,5,25
2013,3월,앞지르기방법위반,1,0,1
2013,3월,앞지르기방법위반,4,0,7
2013,3월,앞지르기금지위반,20,0,32
2013,3월,앞지르기금지위반,8,0,13
2013,3월,중앙선침범,494,11,884
2013,3월,중앙선침범,518,18,908
2013,3월,신호위반,1008,16,1615
2013,3월,신호위반,1079,16,1779
2013,3월,안전거리미확보,920,2,1640
2013,3월,안전거리미확보,712,2,1169
2013,3월,일시정지위반,23,0,43
2013,3월,일시정지위반,13,0,20
2013,3월,부당한회전,75,3,106
2013,3월,부당한회전,43,0,67
2013,3월,기타,244,0,276
2013,3월,기타,142,1,172
2013,4월,우선권양보불이행,1,0,1
2013,4월,우선권양보불이행,1,0,1
2013,4월,진로양보불이행,2,0,2
2013,4월,진로양보불이행,1,0,1
2013,4월,안전운전불이행,5249,104,7526
2013,4월,안전운전불이행,4942,165,7261
2013,4월,교차로운행방법위반,727,2,1137
2013,4월,교차로운행방법위반,470,3,759
2013,4월,보행자보호의무위반,282,4,289
2013,4월,보행자보호의무위반,264,7,285
2013,4월,차로위반진로변경,131,3,209
2013,4월,차로위반진로변경,119,0,194
2013,4월,직진우회전진행방해,311,3,587
2013,4월,직진우회전진행방해,172,1,286
2013,4월,과속,16,10,55
2013,4월,과속,27,9,46
2013,4월,앞지르기방법위반,4,1,4
2013,4월,앞지르기금지위반,27,1,46
2013,4월,앞지르기금지위반,7,0,19
2013,4월,중앙선침범,522,14,917
2013,4월,중앙선침범,472,15,823
2013,4월,신호위반,1060,17,1674
2013,4월,신호위반,1036,11,1881
2013,4월,안전거리미확보,935,3,1834
2013,4월,안전거리미확보,693,3,1250
2013,4월,일시정지위반,14,0,30
2013,4월,일시정지위반,12,0,20
2013,4월,부당한회전,64,0,94
2013,4월,부당한회전,45,0,76
2013,4월,기타,279,3,321
2013,4월,기타,146,1,167
2013,5월,과로,1,0,1
2013,5월,우선권양보불이행,1,0,2
2013,5월,진로양보불이행,5,0,5
2013,5월,진로양보불이행,3,0,7
2013,5월,안전운전불이행,5886,146,8213
2013,5월,안전운전불이행,5324,144,7726
2013,5월,교차로운행방법위반,759,6,1190
2013,5월,교차로운행방법위반,513,3,846
2013,5월,보행자보호의무위반,333,6,350
2013,5월,보행자보호의무위반,266,3,291
2013,5월,차로위반진로변경,163,2,260
2013,5월,차로위반진로변경,126,0,204
2013,5월,직진우회전진행방해,304,2,520
2013,5월,직진우회전진행방해,187,1,326
2013,5월,과속,21,3,53
2013,5월,과속,27,7,27
2013,5월,앞지르기방법위반,10,0,10
2013,5월,앞지르기방법위반,2,0,2
2013,5월,앞지르기금지위반,22,0,37
2013,5월,앞지르기금지위반,8,0,10
2013,5월,중앙선침범,556,21,1011
2013,5월,중앙선침범,538,22,912
2013,5월,신호위반,1058,19,1753
2013,5월,신호위반,1130,19,1926
2013,5월,안전거리미확보,1067,3,1929
2013,5월,안전거리미확보,710,3,1223
2013,5월,일시정지위반,38,0,61
2013,5월,일시정지위반,14,0,23
2013,5월,부당한회전,101,1,149
2013,5월,부당한회전,66,1,99
2013,5월,기타,267,6,298
2013,5월,기타,179,2,211
2013,5월,정비불량,1,0,1
2013,6월,진로양보불이행,1,0,2
2013,6월,안전운전불이행,5370,129,7801
2013,6월,안전운전불이행,4835,175,6880
2013,6월,교차로운행방법위반,797,7,1225
2013,6월,교차로운행방법위반,522,2,820
2013,6월,보행자보호의무위반,297,6,309
2013,6월,보행자보호의무위반,217,8,224
2013,6월,차로위반진로변경,137,1,200
2013,6월,차로위반진로변경,118,2,222
2013,6월,직진우회전진행방해,327,2,595
2013,6월,직진우회전진행방해,168,2,273
2013,6월,철길건널목통과방법,1,1,0
2013,6월,긴급차피양의무위반,1,0,4
2013,6월,과속,12,5,12
2013,6월,과속,13,7,14
2013,6월,앞지르기방법위반,3,0,3
2013,6월,앞지르기방법위반,6,0,11
2013,6월,앞지르기금지위반,26,0,43
2013,6월,앞지르기금지위반,5,0,6
2013,6월,중앙선침범,592,21,1033
2013,6월,중앙선침범,516,20,842
2013,6월,신호위반,1051,14,1708
2013,6월,신호위반,1056,14,1759
2013,6월,안전거리미확보,976,7,1740
2013,6월,안전거리미확보,672,3,1190
2013,6월,일시정지위반,25,0,36
2013,6월,일시정지위반,12,0,18
2013,6월,부당한회전,72,0,120
2013,6월,부당한회전,49,1,61
2013,6월,기타,272,3,331
2013,6월,기타,177,6,185
2013,6월,정비불량,2,0,3
2013,6월,정비불량,1,0,3
2013,7월,진로양보불이행,3,0,7
2013,7월,진로양보불이행,1,0,4
2013,7월,안전운전불이행,5386,136,7900
2013,7월,안전운전불이행,5052,154,7224
2013,7월,교차로운행방법위반,827,12,1385
2013,7월,교차로운행방법위반,465,4,779
2013,7월,보행자보호의무위반,298,6,309
2013,7월,보행자보호의무위반,212,10,222
2013,7월,차로위반진로변경,161,3,239
2013,7월,차로위반진로변경,95,0,171
2013,7월,직진우회전진행방해,312,4,561
2013,7월,직진우회전진행방해,188,0,327
2013,7월,철길건널목통과방법,1,0,1
2013,7월,과속,20,11,46
2013,7월,과속,24,13,42
2013,7월,앞지르기방법위반,4,0,6
2013,7월,앞지르기방법위반,1,0,1
2013,7월,앞지르기금지위반,22,1,44
2013,7월,앞지르기금지위반,8,0,8
2013,7월,중앙선침범,555,23,997
2013,7월,중앙선침범,449,14,773
2013,7월,신호위반,1026,13,1698
2013,7월,신호위반,995,17,1739
2013,7월,안전거리미확보,1035,8,1892
2013,7월,안전거리미확보,725,6,1297
2013,7월,일시정지위반,32,1,47
2013,7월,일시정지위반,11,0,12
2013,7월,부당한회전,75,2,104
2013,7월,부당한회전,57,2,75
2013,7월,기타,253,1,295
2013,7월,기타,147,3,181
2013,7월,정비불량,1,0,1
2013,8월,과로,1,0,1
2013,8월,우선권양보불이행,1,0,1
2013,8월,진로양보불이행,2,0,2
2013,8월,진로양보불이행,2,0,4
2013,8월,안전운전불이행,5790,124,8697
2013,8월,안전운전불이행,4782,176,6874
2013,8월,교차로운행방법위반,859,8,1389
2013,8월,교차로운행방법위반,493,2,830
2013,8월,보행자보호의무위반,300,3,310
2013,8월,보행자보호의무위반,214,8,231
2013,8월,차로위반진로변경,154,2,271
2013,8월,차로위반진로변경,116,0,200
2013,8월,직진우회전진행방해,344,5,576
2013,8월,직진우회전진행방해,186,0,349
2013,8월,과속,8,0,13
2013,8월,과속,14,1,33
2013,8월,앞지르기방법위반,4,0,7
2013,8월,앞지르기방법위반,2,0,3
2013,8월,앞지르기금지위반,25,1,37
2013,8월,앞지르기금지위반,7,0,10
2013,8월,중앙선침범,604,25,1161
2013,8월,중앙선침범,427,13,750
2013,8월,신호위반,1048,15,1712
2013,8월,신호위반,980,14,1712
2013,8월,안전거리미확보,1061,6,2043
2013,8월,안전거리미확보,683,1,1241
2013,8월,일시정지위반,19,0,33
2013,8월,일시정지위반,11,0,14
2013,8월,부당한회전,76,1,100
2013,8월,부당한회전,57,1,69
2013,8월,기타,251,2,320
2013,8월,기타,167,4,192
2013,8월,정비불량,1,0,1
2013,8월,정비불량,2,0,4
2013,9월,우선권양보불이행,2,0,3
2013,9월,우선권양보불이행,1,0,3
2013,9월,진로양보불이행,4,0,4
2013,9월,안전운전불이행,5356,145,7646
2013,9월,안전운전불이행,4774,171,6974
2013,9월,교차로운행방법위반,696,8,1082
2013,9월,교차로운행방법위반,434,2,664
2013,9월,보행자보호의무위반,318,8,329
2013,9월,보행자보호의무위반,246,6,260
2013,9월,차로위반진로변경,139,0,241
2013,9월,차로위반진로변경,105,1,175
2013,9월,직진우회전진행방해,367,5,644
2013,9월,직진우회전진행방해,148,1,261
2013,9월,과속,14,6,18
2013,9월,과속,24,6,36
2013,9월,앞지르기방법위반,3,0,5
2013,9월,앞지르기방법위반,2,0,2
2013,9월,앞지르기금지위반,17,0,24
2013,9월,앞지르기금지위반,15,0,24
2013,9월,중앙선침범,580,22,1021
2013,9월,중앙선침범,418,15,690
2013,9월,신호위반,1008,12,1607
2013,9월,신호위반,948,14,1602
2013,9월,안전거리미확보,969,3,1738
2013,9월,안전거리미확보,662,0,1215
2013,9월,일시정지위반,26,0,48
2013,9월,일시정지위반,7,0,16
2013,9월,부당한회전,63,2,76
2013,9월,부당한회전,60,2,91
2013,9월,기타,229,0,253
2013,9월,기타,169,1,184
2013,9월,정비불량,2,0,2
2013,10월,우선권양보불이행,1,0,1
2013,10월,진로양보불이행,4,0,6
2013,10월,진로양보불이행,1,0,1
2013,10월,안전운전불이행,5841,148,8281
2013,10월,안전운전불이행,5247,201,7521
2013,10월,교차로운행방법위반,865,13,1321
2013,10월,교차로운행방법위반,514,1,871
2013,10월,보행자보호의무위반,384,11,391
2013,10월,보행자보호의무위반,278,11,298
2013,10월,차로위반진로변경,151,2,248
2013,10월,차로위반진로변경,135,2,223
2013,10월,직진우회전진행방해,322,1,547
2013,10월,직진우회전진행방해,173,1,299
2013,10월,과속,22,4,56
2013,10월,과속,30,12,55
2013,10월,앞지르기방법위반,4,0,5
2013,10월,앞지르기방법위반,4,0,4
2013,10월,앞지르기금지위반,26,0,36
2013,10월,앞지르기금지위반,7,0,15
2013,10월,중앙선침범,623,26,1086
2013,10월,중앙선침범,513,10,845
2013,10월,신호위반,1123,20,1801
2013,10월,신호위반,1044,19,1692
2013,10월,안전거리미확보,1026,5,1739
2013,10월,안전거리미확보,816,3,1385
2013,10월,일시정지위반,26,0,39
2013,10월,일시정지위반,8,0,15
2013,10월,부당한회전,68,0,91
2013,10월,부당한회전,56,1,77
2013,10월,기타,298,6,342
2013,10월,기타,186,2,215
2013,10월,정비불량,1,0,1
2013,11월,우선권양보불이행,1,0,1
2013,11월,진로양보불이행,1,0,2
2013,11월,진로양보불이행,3,0,3
2013,11월,안전운전불이행,5687,146,7985
2013,11월,안전운전불이행,5188,204,7428
2013,11월,교차로운행방법위반,811,5,1202
2013,11월,교차로운행방법위반,492,4,793
