시점,월별,가해자법규위반,사고건수,사망자수,부상자수
2007,10월,신호위반,1250,24,2127
2007,10월,안전거리미확보,1036,7,1855
2007,10월,안전거리미확보,942,6,1793
2007,10월,일시정지위반,24,0,45
2007,10월,일시정지위반,9,0,16
2007,10월,부당한회전,75,1,95
2007,10월,부당한회전,80,1,106
2007,10월,기타,230,8,285
2007,10월,기타,133,2,157
2007,11월,과로,1,0,1
2007,11월,우선권양보불이행,6,0,7
2007,11월,우선권양보불이행,1,0,2
2007,11월,진로양보불이행,15,0,21
2007,11월,진로양보불이행,12,0,19
2007,11월,안전운전불이행,4763,155,6970
2007,11월,안전운전불이행,4806,250,7306
2007,11월,교차로운행방법위반,857,7,1349
2007,11월,교차로운행방법위반,562,7,919
2007,11월,보행자보호의무위반,294,8,307
2007,11월,보행자보호의무위반,213,4,234
2007,11월,차로위반진로변경,75,0,111
2007,11월,차로위반진로변경,101,1,146
2007,11월,직진우회전진행방해,191,3,307
2007,11월,직진우회전진행방해,107,0,169
2007,11월,철길건널목통과방법,2,0,37
2007,11월,철길건널목통과방법,1,1,0
2007,11월,과속,18,4,23
2007,11월,과속,24,12,25
2007,11월,앞지르기방법위반,5,1,7
2007,11월,앞지르기방법위반,4,0,4
2007,11월,앞지르기금지위반,26,0,42
2007,11월,앞지르기금지위반,9,0,20
2007,11월,중앙선침범,623,33,1096
2007,11월,중앙선침범,547,29,932
2007,11월,신호위반,1073,18,1730
2007,11월,신호위반,1110,15,1901
2007,11월,안전거리미확보,964,7,1773
2007,11월,안전거리미확보,881,6,1561
2007,11월,일시정지위반,22,0,32
2007,11월,일시정지위반,9,0,11
2007,11월,부당한회전,74,0,99
2007,11월,부당한회전,82,0,117
2007,11월,기타,197,3,225
2007,11월,기타,140,1,171
2007,12월,우선권양보불이행,7,0,10
2007,12월,우선권양보불이행,3,0,4
2007,12월,진로양보불이행,14,1,18
2007,12월,진로양보불이행,10,0,14
2007,12월,안전운전불이행,4197,169,5963
2007,12월,안전운전불이행,5044,252,7677
2007,12월,교차로운행방법위반,707,6,1125
2007,12월,교차로운행방법위반,501,2,800
2007,12월,보행자보호의무위반,245,4,263
2007,12월,보행자보호의무위반,217,7,243
2007,12월,차로위반진로변경,90,0,134
2007,12월,차로위반진로변경,98,1,149
2007,12월,직진우회전진행방해,155,2,260
2007,12월,직진우회전진행방해,97,1,168
2007,12월,과속,15,6,13
2007,12월,과속,13,4,16
2007,12월,앞지르기방법위반,5,0,5
2007,12월,앞지르기방법위반,1,0,1
2007,12월,앞지르기금지위반,17,1,33
2007,12월,앞지르기금지위반,8,1,13
2007,12월,중앙선침범,629,32,1183
2007,12월,중앙선침범,573,24,1103
2007,12월,신호위반,975,27,1484
2007,12월,신호위반,1144,16,2048
2007,12월,안전거리미확보,819,3,1388
2007,12월,안전거리미확보,871,2,1552
2007,12월,일시정지위반,13,0,23
2007,12월,일시정지위반,8,0,12
2007,12월,부당한회전,53,2,71
2007,12월,부당한회전,65,0,91
2007,12월,기타,153,4,173
2007,12월,기타,144,1,171
2008,전체,과로,2,0,3
2008,전체,과로,1,0,1
2008,전체,우선권양보불이행,53,0,80
2008,전체,우선권양보불이행,24,0,29
2008,전체,진로양보불이행,137,1,189
2008,전체,진로양보불이행,90,0,151
2008,전체,안전운전불이행,58721,1656,87583
2008,전체,안전운전불이행,60070,2422,89501
2008,전체,교차로운행방법위반,9596,92,15772
2008,전체,교차로운행방법위반,6021,44,9979
2008,전체,보행자보호의무위반,3115,76,3236
2008,전체,보행자보호의무위반,2526,87,2682
2008,전체,차로위반진로변경,1260,10,2040
2008,전체,차로위반진로변경,1178,12,1991
2008,전체,직진우회전진행방해,2368,28,4140
2008,전체,직진우회전진행방해,1441,5,2540
2008,전체,철길건널목통과방법,6,3,6
2008,전체,철길건널목통과방법,5,1,7
2008,전체,과속,162,37,353
2008,전체,과속,249,97,336
2008,전체,앞지르기방법위반,53,4,71
2008,전체,앞지르기방법위반,25,0,40
2008,전체,앞지르기금지위반,240,12,359
2008,전체,앞지르기금지위반,84,4,149
2008,전체,중앙선침범,6969,363,13425
2008,전체,중앙선침범,6684,291,11813
2008,전체,신호위반,12662,216,20542
2008,전체,신호위반,13774,228,24136
2008,전체,안전거리미확보,11665,45,21159
2008,전체,안전거리미확보,10319,47,18794
2008,전체,일시정지위반,265,4,424
2008,전체,일시정지위반,121,0,200
2008,전체,부당한회전,946,17,1243
2008,전체,부당한회전,860,10,1206
2008,전체,기타,2376,26,2728
2008,전체,기타,1745,29,2036
2008,전체,정비불량,8,3,17
2008,전체,정비불량,1,0,1
2008,1월,우선권양보불이행,3,0,5
2008,1월,우선권양보불이행,4,0,5
2008,1월,진로양보불이행,10,0,13
2008,1월,진로양보불이행,10,0,24
2008,1월,안전운전불이행,3804,129,5805
2008,1월,안전운전불이행,4175,182,6330
2008,1월,교차로운행방법위반,653,4,1040
2008,1월,교차로운행방법위반,456,0,765
2008,1월,보행자보호의무위반,173,5,179
2008,1월,보행자보호의무위반,178,10,187
2008,1월,차로위반진로변경,68,0,117
2008,1월,차로위반진로변경,82,2,150
2008,1월,직진우회전진행방해,117,3,207
2008,1월,직진우회전진행방해,101,0,156
2008,1월,철길건널목통과방법,1,0,1
2008,1월,과속,13,1,63
2008,1월,과속,16,9,12
2008,1월,앞지르기방법위반,4,0,5
2008,1월,앞지르기방법위반,2,0,3
2008,1월,앞지르기금지위반,15,0,32
2008,1월,앞지르기금지위반,6,0,10
2008,1월,중앙선침범,578,27,1079
2008,1월,중앙선침범,507,30,958
2008,1월,신호위반,887,13,1379
2008,1월,신호위반,1039,16,1838
2008,1월,안전거리미확보,731,2,1327
2008,1월,안전거리미확보,731,4,1359
2008,1월,일시정지위반,16,0,27
2008,1월,일시정지위반,8,0,12
2008,1월,부당한회전,49,2,65
2008,1월,부당한회전,70,0,98
2008,1월,기타,137,2,154
2008,1월,기타,96,2,116
2008,1월,정비불량,1,1,1
2008,2월,우선권양보불이행,2,0,4
2008,2월,우선권양보불이행,3,0,4
2008,2월,진로양보불이행,8,0,10
2008,2월,진로양보불이행,5,0,6
2008,2월,안전운전불이행,3565,112,5560
2008,2월,안전운전불이행,3919,192,6061
2008,2월,교차로운행방법위반,677,5,1234
2008,2월,교차로운행방법위반,430,5,723
2008,2월,보행자보호의무위반,190,13,199
2008,2월,보행자보호의무위반,149,6,153
2008,2월,차로위반진로변경,64,0,110
2008,2월,차로위반진로변경,65,1,128
2008,2월,직진우회전진행방해,159,3,285
2008,2월,직진우회전진행방해,118,0,216
2008,2월,철길건널목통과방법,1,0,1
2008,2월,과속,9,1,24
2008,2월,과속,20,11,28
2008,2월,앞지르기방법위반,3,0,7
2008,2월,앞지르기금지위반,15,1,19
2008,2월,앞지르기금지위반,8,0,14
2008,2월,중앙선침범,492,29,998
2008,2월,중앙선침범,550,15,1018
2008,2월,신호위반,863,17,1428
2008,2월,신호위반,1019,7,1840
2008,2월,안전거리미확보,770,1,1429
2008,2월,안전거리미확보,694,7,1288
2008,2월,일시정지위반,14,1,23
2008,2월,일시정지위반,6,0,16
2008,2월,부당한회전,65,0,90
2008,2월,부당한회전,57,0,93
2008,2월,기타,136,0,167
2008,2월,기타,99,1,104
2008,2월,정비불량,1,0,2
2008,3월,과로,1,0,2
2008,3월,우선권양보불이행,5,0,5
2008,3월,우선권양보불이행,1,0,2
2008,3월,진로양보불이행,9,0,11
2008,3월,진로양보불이행,8,0,13
2008,3월,안전운전불이행,4310,138,6248
2008,3월,안전운전불이행,4892,221,7449
2008,3월,교차로운행방법위반,730,11,1226
2008,3월,교차로운행방법위반,478,3,795
2008,3월,보행자보호의무위반,242,7,243
2008,3월,보행자보호의무위반,193,8,203
2008,3월,차로위반진로변경,92,0,146
2008,3월,차로위반진로변경,89,1,159
2008,3월,직진우회전진행방해,162,0,262
2008,3월,직진우회전진행방해,125,1,241
2008,3월,과속,13,5,19
2008,3월,과속,22,8,33
2008,3월,앞지르기방법위반,3,1,2
2008,3월,앞지르기방법위반,2,0,3
2008,3월,앞지르기금지위반,9,0,13
2008,3월,앞지르기금지위반,9,0,16
2008,3월,중앙선침범,505,21,959
2008,3월,중앙선침범,569,30,1036
2008,3월,신호위반,1022,17,1605
2008,3월,신호위반,1113,16,2048
2008,3월,안전거리미확보,881,2,1547
2008,3월,안전거리미확보,779,4,1379
2008,3월,일시정지위반,14,0,22
2008,3월,일시정지위반,7,0,12
2008,3월,부당한회전,80,3,97
2008,3월,부당한회전,82,0,124
2008,3월,기타,180,3,209
2008,3월,기타,123,2,151
2008,3월,정비불량,2,0,4
2008,4월,우선권양보불이행,7,0,10
2008,4월,우선권양보불이행,3,0,3
2008,4월,진로양보불이행,11,0,16
2008,4월,진로양보불이행,10,0,18
2008,4월,안전운전불이행,4815,139,7210
2008,4월,안전운전불이행,4843,170,7179
2008,4월,교차로운행방법위반,776,5,1285
2008,4월,교차로운행방법위반,509,11,823
2008,4월,보행자보호의무위반,282,6,290
2008,4월,보행자보호의무위반,184,7,198
2008,4월,차로위반진로변경,114,0,182
2008,4월,차로위반진로변경,101,0,167
2008,4월,직진우회전진행방해,175,1,302
2008,4월,직진우회전진행방해,125,0,245
2008,4월,과속,14,2,19
2008,4월,과속,23,8,26
2008,4월,앞지르기방법위반,6,1,8
2008,4월,앞지르기방법위반,3,0,3
2008,4월,앞지르기금지위반,26,1,40
2008,4월,앞지르기금지위반,5,0,9
2008,4월,중앙선침범,544,30,1015
2008,4월,중앙선침범,545,42,938
2008,4월,신호위반,1003,22,1618
2008,4월,신호위반,1117,13,1950
2008,4월,안전거리미확보,932,7,1721
2008,4월,안전거리미확보,830,1,1479
2008,4월,일시정지위반,22,0,36
2008,4월,일시정지위반,12,0,21
2008,4월,부당한회전,61,3,73
2008,4월,부당한회전,65,2,88
2008,4월,기타,187,2,210
2008,4월,기타,147,3,179
2008,4월,정비불량,1,0,3
2008,5월,우선권양보불이행,3,0,3
2008,5월,진로양보불이행,13,0,18
2008,5월,진로양보불이행,9,0,15
2008,5월,안전운전불이행,5585,149,8448
2008,5월,안전운전불이행,5157,182,7603
2008,5월,교차로운행방법위반,883,8,1503
2008,5월,교차로운행방법위반,542,4,980
2008,5월,보행자보호의무위반,285,5,301
2008,5월,보행자보호의무위반,209,2,236
2008,5월,차로위반진로변경,121,2,214
2008,5월,차로위반진로변경,92,4,146
2008,5월,직진우회전진행방해,210,4,360
2008,5월,직진우회전진행방해,135,3,229
2008,5월,과속,15,4,26
2008,5월,과속,30,17,34
2008,5월,앞지르기방법위반,6,0,9
2008,5월,앞지르기금지위반,29,1,41
2008,5월,앞지르기금지위반,5,0,13
2008,5월,중앙선침범,592,25,1145
2008,5월,중앙선침범,564,23,967
2008,5월,신호위반,1088,13,1809
2008,5월,신호위반,1256,31,2268
2008,5월,안전거리미확보,1152,3,2161
2008,5월,안전거리미확보,879,2,1617
2008,5월,일시정지위반,30,0,41
2008,5월,일시정지위반,14,0,24
2008,5월,부당한회전,88,1,121
2008,5월,부당한회전,103,3,131
2008,5월,기타,247,2,268
2008,5월,기타,173,5,204
2008,6월,우선권양보불이행,2,0,8
2008,6월,우선권양보불이행,1,0,2
2008,6월,진로양보불이행,16,0,20
2008,6월,진로양보불이행,7,0,7
2008,6월,안전운전불이행,5217,118,7598
2008,6월,안전운전불이행,5316,177,7756
2008,6월,교차로운행방법위반,798,7,1263
2008,6월,교차로운행방법위반,542,3,867
2008,6월,보행자보호의무위반,277,6,287
2008,6월,보행자보호의무위반,233,6,252
2008,6월,차로위반진로변경,110,1,190
2008,6월,차로위반진로변경,100,1,162
2008,6월,직진우회전진행방해,224,5,398
2008,6월,직진우회전진행방해,127,0,223
2008,6월,철길건널목통과방법,1,1,1
2008,6월,과속,20,2,72
2008,6월,과속,21,3,36
2008,6월,앞지르기방법위반,6,0,6
2008,6월,앞지르기방법위반,4,0,7
2008,6월,앞지르기금지위반,30,1,42
2008,6월,앞지르기금지위반,7,0,18
2008,6월,중앙선침범,568,30,1087
2008,6월,중앙선침범,553,14,975
2008,6월,신호위반,1075,17,1745
2008,6월,신호위반,1129,14,1961
2008,6월,안전거리미확보,977,2,1679
2008,6월,안전거리미확보,863,2,1494
2008,6월,일시정지위반,20,0,28
2008,6월,일시정지위반,8,0,14
2008,6월,부당한회전,97,3,122
2008,6월,부당한회전,75,3,104
2008,6월,기타,226,3,250
2008,6월,기타,173,3,198
2008,6월,정비불량,1,1,0
2008,7월,우선권양보불이행,5,0,8
2008,7월,우선권양보불이행,2,0,2
2008,7월,진로양보불이행,14,0,22
2008,7월,진로양보불이행,7,0,13
2008,7월,안전운전불이행,5473,137,8177
2008,7월,안전운전불이행,5342,181,7795
2008,7월,교차로운행방법위반,891,5,1438
2008,7월,교차로운행방법위반,584,4,934
2008,7월,보행자보호의무위반,292,8,297
2008,7월,보행자보호의무위반,199,7,204
2008,7월,차로위반진로변경,111,0,161
2008,7월,차로위반진로변경,103,1,188
2008,7월,직진우회전진행방해,216,2,400
2008,7월,직진우회전진행방해,139,0,233
2008,7월,과속,13,2,16
2008,7월,과속,20,8,23
2008,7월,앞지르기방법위반,3,1,4
2008,7월,앞지르기방법위반,2,0,3
2008,7월,앞지르기금지위반,27,5,33
2008,7월,앞지르기금지위반,8,0,14
2008,7월,중앙선침범,591,25,1156
2008,7월,중앙선침범,575,18,1046
2008,7월,신호위반,1125,17,1886
2008,7월,신호위반,1214,22,2117
2008,7월,안전거리미확보,1093,4,1997
2008,7월,안전거리미확보,913,4,1629
2008,7월,일시정지위반,32,0,46
2008,7월,일시정지위반,12,0,15
2008,7월,부당한회전,100,0,136
2008,7월,부당한회전,75,0,107
2008,7월,기타,215,0,263
2008,7월,기타,166,1,190
2008,8월,우선권양보불이행,7,0,9
2008,8월,우선권양보불이행,1,0,1
2008,8월,진로양보불이행,8,1,9
2008,8월,진로양보불이행,9,0,14
2008,8월,안전운전불이행,5113,135,7918
2008,8월,안전운전불이행,5203,230,7813
2008,8월,교차로운행방법위반,863,17,1422
2008,8월,교차로운행방법위반,487,1,814
2008,8월,보행자보호의무위반,244,5,259
2008,8월,보행자보호의무위반,194,5,206
2008,8월,차로위반진로변경,112,4,172
2008,8월,차로위반진로변경,118,0,196
2008,8월,직진우회전진행방해,223,1,411
2008,8월,직진우회전진행방해,114,1,195
2008,8월,철길건널목통과방법,1,0,2
2008,8월,철길건널목통과방법,3,1,2
2008,8월,과속,10,4,13
2008,8월,과속,22,10,28
2008,8월,앞지르기방법위반,4,0,8
2008,8월,앞지르기방법위반,2,0,2
2008,8월,앞지르기금지위반,12,0,17
2008,8월,앞지르기금지위반,13,1,19
2008,8월,중앙선침범,632,39,1352
2008,8월,중앙선침범,546,26,933
2008,8월,신호위반,1046,14,1740
2008,8월,신호위반,1147,21,2013
2008,8월,안전거리미확보,1016,3,1868
2008,8월,안전거리미확보,873,4,1597
2008,8월,일시정지위반,27,1,46
2008,8월,일시정지위반,11,0,21
2008,8월,부당한회전,80,0,107
2008,8월,부당한회전,59,0,84
2008,8월,기타,186,1,225
2008,8월,기타,159,4,189
2008,9월,우선권양보불이행,2,0,2
2008,9월,우선권양보불이행,1,0,1
2008,9월,진로양보불이행,9,0,15
2008,9월,진로양보불이행,3,0,4
2008,9월,안전운전불이행,4938,147,7190
2008,9월,안전운전불이행,5042,207,7291
2008,9월,교차로운행방법위반,821,8,1395
2008,9월,교차로운행방법위반,454,5,758
2008,9월,보행자보호의무위반,249,6,260
2008,9월,보행자보호의무위반,212,8,216
2008,9월,차로위반진로변경,124,0,205
2008,9월,차로위반진로변경,95,1,149
2008,9월,직진우회전진행방해,208,4,367
2008,9월,직진우회전진행방해,119,0,213
2008,9월,과속,16,5,43
2008,9월,과속,20,9,33
2008,9월,앞지르기방법위반,7,0,8
2008,9월,앞지르기방법위반,2,0,4
2008,9월,앞지르기금지위반,29,1,32
2008,9월,앞지르기금지위반,4,0,6
2008,9월,중앙선침범,543,21,1036
2008,9월,중앙선침범,566,22,940
2008,9월,신호위반,1031,23,1692
2008,9월,신호위반,1116,21,1924
2008,9월,안전거리미확보,1020,3,1925
2008,9월,안전거리미확보,818,5,1480
2008,9월,일시정지위반,24,0,52
2008,9월,일시정지위반,11,0,18
2008,9월,부당한회전,82,0,107
2008,9월,부당한회전,67,1,91
2008,9월,기타,224,5,248
2008,9월,기타,166,0,189
2008,10월,우선권양보불이행,8,0,11
2008,10월,우선권양보불이행,1,0,1
2008,10월,진로양보불이행,12,0,16
2008,10월,진로양보불이행,7,0,11
2008,10월,안전운전불이행,5473,149,8044
2008,10월,안전운전불이행,5549,256,8226
2008,10월,교차로운행방법위반,866,10,1361
2008,10월,교차로운행방법위반,524,3,851
2008,10월,보행자보호의무위반,299,9,314
2008,10월,보행자보호의무위반,262,6,285
2008,10월,차로위반진로변경,117,1,179
2008,10월,차로위반진로변경,100,0,156
2008,10월,직진우회전진행방해,244,2,431
2008,10월,직진우회전진행방해,124,0,228
2008,10월,과속,19,5,31
2008,10월,과속,17,5,25
2008,10월,앞지르기방법위반,4,0,5
2008,10월,앞지르기방법위반,3,0,4
2008,10월,앞지르기금지위반,22,1,46
2008,10월,앞지르기금지위반,1,0,1
2008,10월,중앙선침범,623,30,1116
2008,10월,중앙선침범,575,34,961
2008,10월,신호위반,1162,20,1890
2008,10월,신호위반,1213,22,2021
2008,10월,안전거리미확보,1097,5,2048
2008,10월,안전거리미확보,1003,6,1879
2008,10월,일시정지위반,25,1,43
2008,10월,일시정지위반,14,0,17
2008,10월,부당한회전,79,0,110
2008,10월,부당한회전,72,0,100
2008,10월,기타,250,5,280
2008,10월,기타,159,3,190
2008,10월,정비불량,1,1,0
2008,10월,정비불량,1,0,1
2008,11월,과로,1,0,1
2008,11월,우선권양보불이행,6,0,10
2008,11월,우선권양보불이행,2,0,2
2008,11월,진로양보불이행,17,0,21
2008,11월,진로양보불이행,12,0,23
2008,11월,안전운전불이행,5487,149,8080
2008,11월,안전운전불이행,5282,216,7893
2008,11월,교차로운행방법위반,838,5,1341
2008,11월,교차로운행방법위반,524,3,863
2008,11월,보행자보호의무위반,306,3,318
2008,11월,보행자보호의무위반,240,10,259
2008,11월,차로위반진로변경,124,2,218
2008,11월,차로위반진로변경,112,1,179
2008,11월,직진우회전진행방해,220,3,360
2008,11월,직진우회전진행방해,91,0,143
2008,11월,철길건널목통과방법,1,1,0
2008,11월,철길건널목통과방법,1,0,4
2008,11월,과속,14,4,18
2008,11월,과속,14,2,22
2008,11월,앞지르기방법위반,4,1,4
2008,11월,앞지르기방법위반,2,0,2
2008,11월,앞지르기금지위반,14,1,26
2008,11월,앞지르기금지위반,8,3,14
2008,11월,중앙선침범,676,46,1235
2008,11월,중앙선침범,574,20,1039
2008,11월,신호위반,1238,18,1973
2008,11월,신호위반,1227,22,2108
2008,11월,안전거리미확보,1069,9,1915
2008,11월,안전거리미확보,971,4,1879
2008,11월,일시정지위반,19,0,26
2008,11월,일시정지위반,8,0,12
2008,11월,부당한회전,81,0,107
2008,11월,부당한회전,65,0,89
2008,11월,기타,197,1,221
2008,11월,기타,151,4,173
2008,11월,정비불량,1,0,7
2008,12월,과로,1,0,1
2008,12월,우선권양보불이행,3,0,5
2008,12월,우선권양보불이행,5,0,6
2008,12월,진로양보불이행,10,0,18
2008,12월,진로양보불이행,3,0,3
2008,12월,안전운전불이행,4941,154,7305
2008,12월,안전운전불이행,5350,208,8105
2008,12월,교차로운행방법위반,800,7,1264
2008,12월,교차로운행방법위반,491,2,806
2008,12월,보행자보호의무위반,276,3,289
2008,12월,보행자보호의무위반,273,12,283
2008,12월,차로위반진로변경,103,0,146
2008,12월,차로위반진로변경,121,0,211
2008,12월,직진우회전진행방해,210,0,357
2008,12월,직진우회전진행방해,123,0,218
2008,12월,철길건널목통과방법,2,1,2
2008,12월,과속,6,2,9
2008,12월,과속,24,7,36
2008,12월,앞지르기방법위반,3,0,5
2008,12월,앞지르기방법위반,3,0,9
2008,12월,앞지르기금지위반,12,0,18
2008,12월,앞지르기금지위반,10,0,15
2008,12월,중앙선침범,625,40,1247
2008,12월,중앙선침범,560,17,1002
2008,12월,신호위반,1122,25,1777
2008,12월,신호위반,1184,23,2048
2008,12월,안전거리미확보,927,4,1542
2008,12월,안전거리미확보,965,4,1714
2008,12월,일시정지위반,22,1,34
2008,12월,일시정지위반,10,0,18
2008,12월,부당한회전,84,5,108
2008,12월,부당한회전,70,1,97
2008,12월,기타,191,2,233
2008,12월,기타,133,1,153
2009,전체,과로,2,0,2
2009,전체,우선권양보불이행,61,0,94
2009,전체,우선권양보불이행,40,0,64
2009,전체,진로양보불이행,152,0,226
2009,전체,진로양보불이행,109,0,165
2009,전체,안전운전불이행,63189,1811,92248
2009,전체,안전운전불이행,63151,2287,93536
2009,전체,교차로운행방법위반,10389,95,16890
2009,전체,교차로운행방법위반,6756,29,11237
2009,전체,보행자보호의무위반,3418,79,3532
2009,전체,보행자보호의무위반,2925,87,3137
2009,전체,차로위반진로변경,1423,13,2347
2009,전체,차로위반진로변경,1318,8,2206
2009,전체,직진우회전진행방해,3084,38,5267
2009,전체,직진우회전진행방해,1868,21,3294
2009,전체,철길건널목통과방법,7,3,4
2009,전체,철길건널목통과방법,5,2,5
2009,전체,과속,187,53,318
2009,전체,과속,235,110,310
2009,전체,앞지르기방법위반,59,2,80
2009,전체,앞지르기방법위반,35,0,50
2009,전체,앞지르기금지위반,263,8,426
2009,전체,앞지르기금지위반,95,3,169
2009,전체,중앙선침범,7433,283,14048
2009,전체,중앙선침범,6894,265,12105
2009,전체,신호위반,13373,209,21873
2009,전체,신호위반,14209,218,24408
2009,전체,안전거리미확보,13195,70,24235
2009,전체,안전거리미확보,11359,58,20897
2009,전체,일시정지위반,264,4,496
2009,전체,일시정지위반,155,0,285
2009,전체,부당한회전,912,14,1237
2009,전체,부당한회전,859,7,1249
2009,전체,기타,2595,38,3045
2009,전체,기타,1955,22,2330
2009,전체,정비불량,9,1,50
2009,전체,정비불량,7,0,10
2009,1월,우선권양보불이행,4,0,9
2009,1월,우선권양보불이행,4,0,5
2009,1월,진로양보불이행,7,0,10
2009,1월,진로양보불이행,8,0,13
2009,1월,안전운전불이행,4373,131,6998
2009,1월,안전운전불이행,4571,204,7108
2009,1월,교차로운행방법위반,703,6,1156
2009,1월,교차로운행방법위반,446,0,744
2009,1월,보행자보호의무위반,208,8,212
2009,1월,보행자보호의무위반,208,13,213
2009,1월,차로위반진로변경,77,1,121
2009,1월,차로위반진로변경,102,1,186
2009,1월,직진우회전진행방해,195,3,324
2009,1월,직진우회전진행방해,94,2,174
2009,1월,과속,8,2,9
2009,1월,과속,19,8,25
2009,1월,앞지르기방법위반,5,1,8
2009,1월,앞지르기방법위반,1,0,1
2009,1월,앞지르기금지위반,13,0,23
2009,1월,앞지르기금지위반,1,0,1
2009,1월,중앙선침범,661,31,1504
2009,1월,중앙선침범,532,17,1023
2009,1월,신호위반,998,20,1693
2009,1월,신호위반,1054,14,1894
2009,1월,안전거리미확보,908,4,1674
2009,1월,안전거리미확보,877,5,1633
2009,1월,일시정지위반,21,0,47
2009,1월,일시정지위반,10,0,18
2009,1월,부당한회전,51,2,63
2009,1월,부당한회전,75,1,114
2009,1월,기타,155,1,185
2009,1월,기타,143,0,185
2009,2월,우선권양보불이행,4,0,4
2009,2월,우선권양보불이행,1,0,1
2009,2월,진로양보불이행,10,0,17
2009,2월,진로양보불이행,7,0,15
2009,2월,안전운전불이행,3905,117,5763
2009,2월,안전운전불이행,4416,173,6592
2009,2월,교차로운행방법위반,675,4,1103
2009,2월,교차로운행방법위반,462,0,756
2009,2월,보행자보호의무위반,249,6,260
2009,2월,보행자보호의무위반,192,6,208
2009,2월,차로위반진로변경,97,0,160
2009,2월,차로위반진로변경,95,0,155
2009,2월,직진우회전진행방해,158,3,259
2009,2월,직진우회전진행방해,111,0,199
2009,2월,철길건널목통과방법,1,1,0
2009,2월,과속,13,4,17
2009,2월,과속,14,4,14
2009,2월,앞지르기방법위반,2,0,3
2009,2월,앞지르기방법위반,3,0,4
2009,2월,앞지르기금지위반,19,1,35
2009,2월,앞지르기금지위반,5,0,5
2009,2월,중앙선침범,506,16,936
2009,2월,중앙선침범,564,23,1034
2009,2월,신호위반,892,17,1493
2009,2월,신호위반,1027,15,1822
2009,2월,안전거리미확보,802,6,1391
2009,2월,안전거리미확보,819,4,1592
2009,2월,일시정지위반,24,0,45
2009,2월,일시정지위반,15,0,26
2009,2월,부당한회전,60,2,82
2009,2월,부당한회전,60,0,91
2009,2월,기타,172,2,205
2009,2월,기타,122,1,142
2009,3월,우선권양보불이행,8,0,9
2009,3월,우선권양보불이행,5,0,10
2009,3월,진로양보불이행,7,0,8
2009,3월,진로양보불이행,7,0,7
2009,3월,안전운전불이행,4916,112,6959
2009,3월,안전운전불이행,5059,216,7336
2009,3월,교차로운행방법위반,826,8,1288
2009,3월,교차로운행방법위반,505,5,824
2009,3월,보행자보호의무위반,274,5,285
2009,3월,보행자보호의무위반,263,3,292
2009,3월,차로위반진로변경,106,2,181
2009,3월,차로위반진로변경,105,1,186
2009,3월,직진우회전진행방해,240,0,392
2009,3월,직진우회전진행방해,146,3,242
2009,3월,철길건널목통과방법,1,0,1
2009,3월,과속,10,3,14
2009,3월,과속,15,14,9
2009,3월,앞지르기방법위반,5,0,8
2009,3월,앞지르기방법위반,5,0,6
2009,3월,앞지르기금지위반,17,0,25
2009,3월,앞지르기금지위반,7,0,12
2009,3월,중앙선침범,501,25,881
2009,3월,중앙선침범,586,24,1061
2009,3월,신호위반,1049,11,1805
2009,3월,신호위반,1169,20,2010
2009,3월,안전거리미확보,1013,5,1975
2009,3월,안전거리미확보,822,2,1427
2009,3월,일시정지위반,11,1,17
2009,3월,일시정지위반,12,0,15
2009,3월,부당한회전,68,0,91
2009,3월,부당한회전,76,1,117
2009,3월,기타,225,4,268
2009,3월,기타,163,3,202
2009,3월,정비불량,2,0,4
2009,4월,우선권양보불이행,5,0,6
2009,4월,진로양보불이행,15,0,23
2009,4월,진로양보불이행,15,0,18
2009,4월,안전운전불이행,5382,137,7857
2009,4월,안전운전불이행,5166,184,7530
2009,4월,교차로운행방법위반,842,7,1348
2009,4월,교차로운행방법위반,580,2,961
2009,4월,보행자보호의무위반,297,3,315
2009,4월,보행자보호의무위반,230,8,243
2009,4월,차로위반진로변경,117,0,193
2009,4월,차로위반진로변경,105,1,167
2009,4월,직진우회전진행방해,253,1,438
2009,4월,직진우회전진행방해,154,0,273
2009,4월,과속,22,6,40
2009,4월,과속,19,7,34
2009,4월,앞지르기방법위반,7,1,7
2009,4월,앞지르기방법위반,2,0,3
2009,4월,앞지르기금지위반,23,0,47
2009,4월,앞지르기금지위반,10,0,16
2009,4월,중앙선침범,573,17,1067
2009,4월,중앙선침범,539,15,959
2009,4월,신호위반,1089,18,1744
2009,4월,신호위반,1204,19,2085
2009,4월,안전거리미확보,1051,0,1836
2009,4월,안전거리미확보,907,6,1627
2009,4월,일시정지위반,21,0,31
2009,4월,일시정지위반,12,0,22
2009,4월,부당한회전,78,0,116
2009,4월,부당한회전,72,1,104
2009,4월,기타,205,5,221
2009,4월,기타,158,1,190
2009,5월,우선권양보불이행,7,0,11
2009,5월,우선권양보불이행,1,0,3
2009,5월,진로양보불이행,13,0,16
2009,5월,진로양보불이행,7,0,8
2009,5월,안전운전불이행,5663,169,8191
2009,5월,안전운전불이행,5503,181,8310
2009,5월,교차로운행방법위반,910,12,1478
2009,5월,교차로운행방법위반,557,2,917
2009,5월,보행자보호의무위반,280,3,292
2009,5월,보행자보호의무위반,235,5,254
2009,5월,차로위반진로변경,144,2,234
2009,5월,차로위반진로변경,122,0,217
2009,5월,직진우회전진행방해,226,3,434
2009,5월,직진우회전진행방해,185,5,306
