시점,월별,시도별,사고건수,사망자수,부상자수
2009,1월,울산,396,13,605
2009,1월,경기,3140,103,5346
2009,1월,강원,692,33,1332
2009,1월,충북,602,23,1138
2009,1월,충남,637,44,1269
2009,1월,전북,715,22,1209
2009,1월,전남,823,38,1434
2009,1월,경북,1185,42,1981
2009,1월,경남,1111,44,1807
2009,1월,제주,260,4,404
2009,2월,서울,3073,47,4531
2009,2월,부산,1045,25,1515
2009,2월,대구,1009,20,1461
2009,2월,인천,761,14,1159
2009,2월,광주,582,11,949
2009,2월,대전,397,12,654
2009,2월,울산,398,8,599
2009,2월,경기,2935,66,4868
2009,2월,강원,548,13,960
2009,2월,충북,521,16,883
2009,2월,충남,535,34,879
2009,2월,전북,654,28,1069
2009,2월,전남,725,35,1313
2009,2월,경북,1071,45,1626
2009,2월,경남,1029,28,1610
2009,2월,제주,219,3,353
2009,3월,서울,3578,41,5132
2009,3월,부산,1165,21,1687
2009,3월,대구,1201,16,1718
2009,3월,인천,860,16,1340
2009,3월,광주,709,9,1143
2009,3월,대전,492,7,789
2009,3월,울산,414,6,630
2009,3월,경기,3327,101,5498
2009,3월,강원,658,15,1088
2009,3월,충북,634,21,980
2009,3월,충남,649,36,995
2009,3월,전북,830,35,1374
2009,3월,전남,906,35,1481
2009,3월,경북,1327,52,1961
2009,3월,경남,1202,55,1757
2009,3월,제주,272,2,394
2009,4월,서울,3576,34,5047
2009,4월,부산,1187,23,1663
2009,4월,대구,1262,21,1775
2009,4월,인천,884,17,1321
2009,4월,광주,794,16,1237
2009,4월,대전,485,7,782
2009,4월,울산,454,7,690
2009,4월,경기,3510,67,5715
2009,4월,강원,765,17,1328
2009,4월,충북,710,22,1166
2009,4월,충남,727,38,1251
2009,4월,전북,891,44,1412
2009,4월,전남,892,24,1526
2009,4월,경북,1429,52,2242
2009,4월,경남,1293,42,1881
2009,4월,제주,294,8,485
2009,5월,서울,3814,44,5424
2009,5월,부산,1200,29,1768
2009,5월,대구,1239,17,1771
2009,5월,인천,933,14,1470
2009,5월,광주,854,15,1387
2009,5월,대전,557,9,925
2009,5월,울산,466,14,682
2009,5월,경기,3871,99,6415
2009,5월,강원,779,30,1295
2009,5월,충북,721,19,1180
2009,5월,충남,825,36,1462
2009,5월,전북,934,27,1524
2009,5월,전남,998,43,1708
2009,5월,경북,1465,63,2265
2009,5월,경남,1284,53,1971
2009,5월,제주,297,7,496
2009,6월,서울,3732,38,5214
2009,6월,부산,1149,19,1597
2009,6월,대구,1151,28,1642
2009,6월,인천,910,7,1300
2009,6월,광주,775,13,1196
2009,6월,대전,473,10,718
2009,6월,울산,437,8,654
2009,6월,경기,3644,91,5816
2009,6월,강원,777,17,1314
2009,6월,충북,767,25,1207
2009,6월,충남,752,37,1226
2009,6월,전북,888,29,1345
2009,6월,전남,918,33,1503
2009,6월,경북,1387,45,2108
2009,6월,경남,1203,26,1782
2009,6월,제주,286,7,462
2009,7월,서울,4037,33,5776
2009,7월,부산,1218,18,1751
2009,7월,대구,1173,15,1707
2009,7월,인천,990,10,1512
2009,7월,광주,800,11,1277
2009,7월,대전,533,12,816
2009,7월,울산,445,7,707
2009,7월,경기,3777,80,6126
2009,7월,강원,943,34,1625
2009,7월,충북,754,19,1233
2009,7월,충남,708,32,1220
2009,7월,전북,846,29,1372
2009,7월,전남,952,40,1558
2009,7월,경북,1429,52,2240
2009,7월,경남,1345,55,2066
2009,7월,제주,331,7,559
2009,8월,서울,3669,37,5218
2009,8월,부산,1192,19,1750
2009,8월,대구,1119,12,1600
2009,8월,인천,973,22,1563
2009,8월,광주,745,12,1179
2009,8월,대전,505,11,850
2009,8월,울산,414,9,626
2009,8월,경기,3650,95,6120
2009,8월,강원,1016,40,1998
2009,8월,충북,737,21,1301
2009,8월,충남,798,42,1389
2009,8월,전북,1011,28,1765
2009,8월,전남,1015,42,1838
2009,8월,경북,1492,66,2401
2009,8월,경남,1309,51,2084
2009,8월,제주,348,7,518
2009,9월,서울,4079,47,5654
2009,9월,부산,1223,21,1749
2009,9월,대구,1333,11,1944
2009,9월,인천,1027,20,1548
2009,9월,광주,816,7,1262
2009,9월,대전,533,12,875
2009,9월,울산,408,9,612
2009,9월,경기,3919,95,6208
2009,9월,강원,847,26,1425
2009,9월,충북,792,26,1294
2009,9월,충남,822,38,1316
2009,9월,전북,1027,40,1626
2009,9월,전남,996,47,1544
2009,9월,경북,1514,58,2218
2009,9월,경남,1327,40,1927
2009,9월,제주,341,3,498
2009,10월,서울,4115,53,5744
2009,10월,부산,1237,26,1778
2009,10월,대구,1314,25,1898
2009,10월,인천,988,24,1491
2009,10월,광주,809,12,1287
2009,10월,대전,527,12,822
2009,10월,울산,484,14,723
2009,10월,경기,4028,102,6637
2009,10월,강원,854,19,1460
2009,10월,충북,855,30,1461
2009,10월,충남,838,57,1456
2009,10월,전북,1056,48,1731
2009,10월,전남,1043,49,1729
2009,10월,경북,1600,69,2540
2009,10월,경남,1367,48,2012
2009,10월,제주,325,4,486
2009,11월,서울,3705,39,5271
2009,11월,부산,1222,14,1812
2009,11월,대구,1297,15,1873
2009,11월,인천,959,16,1483
2009,11월,광주,825,5,1344
2009,11월,대전,535,19,892
2009,11월,울산,498,10,726
2009,11월,경기,3693,77,5843
2009,11월,강원,834,25,1365
2009,11월,충북,736,26,1280
2009,11월,충남,750,56,1175
2009,11월,전북,890,40,1373
2009,11월,전남,978,57,1709
2009,11월,경북,1506,63,2352
2009,11월,경남,1384,56,2047
2009,11월,제주,344,4,517
2009,12월,서울,3831,36,5734
2009,12월,부산,1253,20,1780
2009,12월,대구,1291,20,1907
2009,12월,인천,958,16,1637
2009,12월,광주,837,5,1355
2009,12월,대전,563,10,935
2009,12월,울산,440,11,645
2009,12월,경기,3911,102,6419
2009,12월,강원,790,18,1370
2009,12월,충북,753,24,1243
2009,12월,충남,751,53,1165
2009,12월,전북,878,31,1444
2009,12월,전남,1007,42,1760
2009,12월,경북,1379,82,2164
2009,12월,경남,1264,40,1934
2009,12월,제주,313,7,504
2010,전체,서울,41662,429,59718
2010,전체,부산,13847,244,19885
2010,전체,대구,14600,187,21511
2010,전체,인천,10305,212,15830
2010,전체,광주,8894,126,14618
2010,전체,대전,5870,109,9093
2010,전체,울산,5067,102,7498
2010,전체,경기,43963,1002,70818
2010,전체,강원,9026,267,15693
2010,전체,충북,8571,262,14032
2010,전체,충남,9282,501,15299
2010,전체,전북,10453,417,16782
2010,전체,전남,10949,435,18610
2010,전체,경북,16498,624,26077
2010,전체,경남,14274,487,21620
2010,전체,제주,3617,101,5374
2010,1월,서울,3109,28,4722
2010,1월,부산,1116,15,1629
2010,1월,대구,1074,17,1630
2010,1월,인천,851,13,1463
2010,1월,광주,727,17,1243
2010,1월,대전,469,11,736
2010,1월,울산,367,8,551
2010,1월,경기,3409,82,5711
2010,1월,강원,676,21,1260
2010,1월,충북,588,14,961
2010,1월,충남,592,38,996
2010,1월,전북,795,38,1313
2010,1월,전남,731,33,1347
2010,1월,경북,1201,42,1936
2010,1월,경남,1105,48,1679
2010,1월,제주,314,13,478
2010,2월,서울,2948,30,4312
2010,2월,부산,1028,22,1517
2010,2월,대구,1023,11,1553
2010,2월,인천,747,30,1152
2010,2월,광주,652,14,1074
2010,2월,대전,442,6,716
2010,2월,울산,371,7,541
2010,2월,경기,3070,69,4974
2010,2월,강원,584,12,1058
2010,2월,충북,546,16,898
2010,2월,충남,552,27,948
2010,2월,전북,664,31,1136
2010,2월,전남,735,28,1305
2010,2월,경북,1168,52,1926
2010,2월,경남,997,43,1441
2010,2월,제주,276,8,417
2010,3월,서울,3388,32,4789
2010,3월,부산,1099,16,1573
2010,3월,대구,1128,12,1699
2010,3월,인천,807,19,1267
2010,3월,광주,695,9,1123
2010,3월,대전,486,8,756
2010,3월,울산,424,11,627
2010,3월,경기,3426,65,5525
2010,3월,강원,628,22,1018
2010,3월,충북,647,25,1008
2010,3월,충남,744,24,1217
2010,3월,전북,811,24,1272
2010,3월,전남,894,32,1507
2010,3월,경북,1205,59,1817
2010,3월,경남,1127,32,1712
2010,3월,제주,292,6,440
2010,4월,서울,3510,22,4913
2010,4월,부산,1120,20,1631
2010,4월,대구,1145,16,1645
2010,4월,인천,849,9,1259
2010,4월,광주,719,9,1200
2010,4월,대전,469,6,729
2010,4월,울산,437,11,672
2010,4월,경기,3599,65,5754
2010,4월,강원,638,25,1095
2010,4월,충북,686,19,1104
2010,4월,충남,715,34,1196
2010,4월,전북,813,26,1299
2010,4월,전남,936,37,1510
2010,4월,경북,1267,42,1975
2010,4월,경남,1228,43,1826
2010,4월,제주,255,11,383
2010,5월,서울,3721,37,5261
2010,5월,부산,1229,21,1714
2010,5월,대구,1293,12,1867
2010,5월,인천,959,14,1463
2010,5월,광주,790,7,1313
2010,5월,대전,553,9,875
2010,5월,울산,453,9,699
2010,5월,경기,3967,80,6434
2010,5월,강원,746,18,1283
2010,5월,충북,809,21,1281
2010,5월,충남,884,54,1462
2010,5월,전북,933,30,1498
2010,5월,전남,965,41,1636
2010,5월,경북,1487,55,2329
2010,5월,경남,1266,30,1921
2010,5월,제주,317,9,485
2010,6월,서울,3507,42,4874
2010,6월,부산,1172,22,1644
2010,6월,대구,1250,17,1791
2010,6월,인천,853,13,1279
2010,6월,광주,745,11,1166
2010,6월,대전,501,17,734
2010,6월,울산,394,7,542
2010,6월,경기,3722,89,5897
2010,6월,강원,732,20,1218
2010,6월,충북,722,20,1148
2010,6월,충남,782,46,1152
2010,6월,전북,781,38,1181
2010,6월,전남,906,31,1431
2010,6월,경북,1379,51,2090
2010,6월,경남,1180,44,1744
2010,6월,제주,284,6,420
2010,7월,서울,3535,37,5048
2010,7월,부산,1178,25,1674
2010,7월,대구,1288,18,1915
2010,7월,인천,841,26,1328
2010,7월,광주,727,4,1178
2010,7월,대전,451,9,708
2010,7월,울산,441,10,702
2010,7월,경기,3613,85,5858
2010,7월,강원,750,20,1288
2010,7월,충북,730,22,1183
2010,7월,충남,811,42,1270
2010,7월,전북,842,34,1344
2010,7월,전남,884,34,1549
2010,7월,경북,1407,51,2257
2010,7월,경남,1176,33,1854
2010,7월,제주,291,3,421
2010,8월,서울,3558,31,5037
2010,8월,부산,1131,22,1678
2010,8월,대구,1245,9,1850
2010,8월,인천,841,15,1301
2010,8월,광주,721,8,1195
2010,8월,대전,513,8,818
2010,8월,울산,410,8,595
2010,8월,경기,3650,78,6213
2010,8월,강원,952,24,1811
2010,8월,충북,748,27,1275
2010,8월,충남,794,29,1359
2010,8월,전북,844,30,1417
2010,8월,전남,1012,39,1763
2010,8월,경북,1381,37,2233
2010,8월,경남,1239,29,1939
2010,8월,제주,344,16,548
2010,9월,서울,3580,37,5266
2010,9월,부산,1122,7,1616
2010,9월,대구,1280,18,1882
2010,9월,인천,852,16,1265
2010,9월,광주,783,18,1313
2010,9월,대전,461,10,712
2010,9월,울산,394,4,562
2010,9월,경기,3696,84,5880
2010,9월,강원,819,21,1411
2010,9월,충북,747,15,1318
2010,9월,충남,834,41,1496
2010,9월,전북,987,39,1601
2010,9월,전남,996,42,1743
2010,9월,경북,1500,48,2376
2010,9월,경남,1118,29,1641
2010,9월,제주,270,7,388
2010,10월,서울,3930,52,5714
2010,10월,부산,1256,33,1830
2010,10월,대구,1321,23,1945
2010,10월,인천,934,21,1420
2010,10월,광주,846,8,1412
2010,10월,대전,528,9,780
2010,10월,울산,467,9,710
2010,10월,경기,3994,116,6288
2010,10월,강원,878,37,1584
2010,10월,충북,884,34,1405
2010,10월,충남,964,68,1549
2010,10월,전북,1135,46,1776
2010,10월,전남,1059,41,1792
2010,10월,경북,1638,64,2560
2010,10월,경남,1413,54,2051
2010,10월,제주,328,4,466
2010,11월,서울,3555,40,4988
2010,11월,부산,1215,15,1723
2010,11월,대구,1289,21,1902
2010,11월,인천,906,22,1284
2010,11월,광주,755,11,1221
2010,11월,대전,513,9,733
2010,11월,울산,441,9,645
2010,11월,경기,3971,103,6234
2010,11월,강원,883,22,1459
2010,11월,충북,788,34,1324
2010,11월,충남,896,54,1456
2010,11월,전북,965,40,1464
2010,11월,전남,934,33,1549
2010,11월,경북,1527,60,2460
2010,11월,경남,1305,58,1965
2010,11월,제주,328,10,500
2010,12월,서울,3321,41,4794
2010,12월,부산,1181,26,1656
2010,12월,대구,1264,13,1832
2010,12월,인천,865,14,1349
2010,12월,광주,734,10,1180
2010,12월,대전,484,7,796
2010,12월,울산,468,9,652
2010,12월,경기,3846,86,6050
2010,12월,강원,740,25,1208
2010,12월,충북,676,15,1127
2010,12월,충남,714,44,1198
2010,12월,전북,883,41,1481
2010,12월,전남,897,44,1478
2010,12월,경북,1338,63,2118
2010,12월,경남,1120,44,1847
2010,12월,제주,318,8,428
2011,전체,서울,40451,435,57625
2011,전체,부산,13893,227,19816
2011,전체,대구,14679,162,21479
2011,전체,인천,10096,163,15418
2011,전체,광주,8328,113,13467
2011,전체,대전,6062,114,9172
2011,전체,울산,4913,106,7400
2011,전체,경기,43655,990,69141
2011,전체,강원,9206,263,15630
2011,전체,충북,8696,265,14178
2011,전체,충남,8833,444,14612
2011,전체,전북,10194,350,16514
2011,전체,전남,10070,412,16991
2011,전체,경북,15315,598,23773
2011,전체,경남,13861,481,21067
2011,전체,제주,3459,106,5108
2011,1월,서울,3038,36,4429
2011,1월,부산,1003,15,1441
2011,1월,대구,1071,20,1528
2011,1월,인천,872,18,1347
2011,1월,광주,595,9,983
2011,1월,대전,432,8,682
2011,1월,울산,363,7,564
2011,1월,경기,3666,109,5930
2011,1월,강원,614,9,1057
2011,1월,충북,605,14,976
2011,1월,충남,610,34,1003
2011,1월,전북,715,21,1148
2011,1월,전남,696,26,1226
2011,1월,경북,979,32,1503
2011,1월,경남,965,33,1441
2011,1월,제주,230,4,353
2011,2월,서울,2573,32,3734
2011,2월,부산,938,17,1308
2011,2월,대구,954,5,1369
2011,2월,인천,645,16,1085
2011,2월,광주,529,5,895
2011,2월,대전,436,8,693
2011,2월,울산,274,3,418
2011,2월,경기,2806,68,4590
2011,2월,강원,580,18,1012
2011,2월,충북,512,13,844
2011,2월,충남,578,31,1005
2011,2월,전북,650,20,1043
2011,2월,전남,633,22,1105
2011,2월,경북,966,41,1563
2011,2월,경남,902,34,1484
2011,2월,제주,232,6,345
2011,3월,서울,3126,20,4513
2011,3월,부산,1085,21,1477
2011,3월,대구,1154,14,1657
2011,3월,인천,773,12,1135
2011,3월,광주,689,13,1098
2011,3월,대전,475,15,680
2011,3월,울산,367,8,562
2011,3월,경기,3354,50,5225
2011,3월,강원,661,21,1099
2011,3월,충북,608,15,996
2011,3월,충남,664,31,1006
2011,3월,전북,788,26,1240
2011,3월,전남,752,24,1180
2011,3월,경북,1088,37,1690
2011,3월,경남,1022,29,1457
2011,3월,제주,226,2,356
2011,4월,서울,3450,44,4905
2011,4월,부산,1233,18,1802
2011,4월,대구,1269,12,1827
2011,4월,인천,833,11,1297
2011,4월,광주,731,5,1217
2011,4월,대전,542,6,759
2011,4월,울산,418,8,607
2011,4월,경기,3591,94,5607
2011,4월,강원,658,23,1065
2011,4월,충북,696,18,1102
2011,4월,충남,746,29,1249
2011,4월,전북,826,24,1402
2011,4월,전남,827,37,1415
2011,4월,경북,1266,46,2028
2011,4월,경남,1183,41,1826
2011,4월,제주,301,13,426
2011,5월,서울,3603,36,5036
2011,5월,부산,1244,15,1813
2011,5월,대구,1270,9,1848
2011,5월,인천,873,10,1316
2011,5월,광주,739,4,1189
2011,5월,대전,507,10,792
2011,5월,울산,392,5,575
2011,5월,경기,3737,75,6012
2011,5월,강원,792,21,1326
2011,5월,충북,757,28,1246
2011,5월,충남,805,23,1420
2011,5월,전북,933,22,1453
2011,5월,전남,889,34,1530
2011,5월,경북,1305,40,1950
2011,5월,경남,1250,48,1927
2011,5월,제주,318,13,473
2011,6월,서울,3390,37,4831
2011,6월,부산,1162,13,1655
2011,6월,대구,1160,15,1760
2011,6월,인천,822,10,1247
2011,6월,광주,687,9,1076
2011,6월,대전,530,11,779
2011,6월,울산,426,8,628
2011,6월,경기,3647,78,5802
2011,6월,강원,742,18,1317
2011,6월,충북,766,19,1166
2011,6월,충남,736,40,1139
2011,6월,전북,856,30,1396
2011,6월,전남,905,27,1611
2011,6월,경북,1301,59,1951
2011,6월,경남,1101,34,1677
2011,6월,제주,274,7,434
2011,7월,서울,3529,36,5067
2011,7월,부산,1207,23,1675
2011,7월,대구,1271,16,1865
2011,7월,인천,892,12,1375
2011,7월,광주,692,12,1099
2011,7월,대전,539,14,795
2011,7월,울산,401,14,598
2011,7월,경기,3753,73,5936
2011,7월,강원,840,32,1365
2011,7월,충북,716,18,1201
2011,7월,충남,780,38,1321
2011,7월,전북,935,36,1526
2011,7월,전남,868,34,1416
2011,7월,경북,1317,48,2016
2011,7월,경남,1235,50,1922
2011,7월,제주,278,6,399
2011,8월,서울,3360,50,4823
2011,8월,부산,1181,20,1739
2011,8월,대구,1211,16,1822
2011,8월,인천,833,11,1284
2011,8월,광주,659,9,1045
2011,8월,대전,514,6,797
2011,8월,울산,382,5,582
2011,8월,경기,3614,91,5839
2011,8월,강원,950,17,1742
2011,8월,충북,782,31,1355
2011,8월,충남,768,33,1367
2011,8월,전북,834,39,1418
2011,8월,전남,866,37,1503
2011,8월,경북,1401,52,2279
2011,8월,경남,1220,45,1969
2011,8월,제주,321,10,470
2011,9월,서울,3433,37,4893
2011,9월,부산,1153,17,1675
2011,9월,대구,1289,13,1886
2011,9월,인천,820,13,1186
2011,9월,광주,719,10,1124
2011,9월,대전,535,7,826
2011,9월,울산,427,11,630
2011,9월,경기,3569,73,5572
2011,9월,강원,830,34,1336
2011,9월,충북,796,25,1279
2011,9월,충남,766,42,1230
2011,9월,전북,939,26,1597
2011,9월,전남,918,48,1511
2011,9월,경북,1406,65,2181
2011,9월,경남,1165,40,1721
2011,9월,제주,300,13,408
2011,10월,서울,3734,25,5244
2011,10월,부산,1255,20,1771
2011,10월,대구,1399,9,2018
2011,10월,인천,939,13,1420
2011,10월,광주,752,14,1242
2011,10월,대전,558,8,861
2011,10월,울산,502,12,789
2011,10월,경기,4047,96,6339
2011,10월,강원,917,35,1654
2011,10월,충북,917,37,1475
2011,10월,충남,873,49,1430
2011,10월,전북,961,40,1458
2011,10월,전남,975,51,1635
2011,10월,경북,1532,67,2397
2011,10월,경남,1283,34,1952
2011,10월,제주,308,10,448
2011,11월,서울,3701,40,5150
2011,11월,부산,1231,24,1754
2011,11월,대구,1281,20,1917
2011,11월,인천,903,19,1374
2011,11월,광주,816,10,1321
2011,11월,대전,521,14,799
2011,11월,울산,483,16,749
2011,11월,경기,3916,82,6133
2011,11월,강원,815,12,1308
2011,11월,충북,823,25,1366
2011,11월,충남,808,55,1288
2011,11월,전북,934,35,1508
2011,11월,전남,942,41,1557
2011,11월,경북,1457,56,2238
2011,11월,경남,1318,56,1930
2011,11월,제주,334,9,525
2011,12월,서울,3514,42,5000
2011,12월,부산,1201,24,1706
2011,12월,대구,1350,13,1982
2011,12월,인천,891,18,1352
2011,12월,광주,720,13,1178
2011,12월,대전,473,7,709
2011,12월,울산,478,9,698
2011,12월,경기,3955,101,6156
2011,12월,강원,807,23,1349
2011,12월,충북,718,22,1172
2011,12월,충남,699,39,1154
2011,12월,전북,823,31,1325
2011,12월,전남,799,31,1302
2011,12월,경북,1297,55,1977
2011,12월,경남,1217,37,1761
2011,12월,제주,337,13,471
2012,전체,서울,40829,424,58583
2012,전체,부산,14733,229,21202
2012,전체,대구,14422,208,20931
2012,전체,인천,9757,201,14754
2012,전체,광주,8600,114,13886
2012,전체,대전,5631,123,8612
2012,전체,울산,4950,111,7483
2012,전체,세종,218,14,337
2012,전체,경기,44763,1039,71026
2012,전체,강원,8958,279,15553
2012,전체,충북,8636,280,14410
2012,전체,충남,8289,422,13731
2012,전체,전북,9948,353,15876
2012,전체,전남,10190,457,17258
2012,전체,경북,15597,569,24172
2012,전체,경남,14266,477,21025
2012,전체,제주,3869,92,5726
2012,1월,서울,2990,35,4415
2012,1월,부산,1086,15,1569
2012,1월,대구,1138,12,1706
2012,1월,인천,757,22,1127
2012,1월,광주,599,4,980
2012,1월,대전,417,6,631
2012,1월,울산,373,13,521
2012,1월,경기,3450,98,5578
2012,1월,강원,772,13,1358
2012,1월,충북,589,26,1008
2012,1월,충남,615,34,1062
2012,1월,전북,734,27,1223
2012,1월,전남,744,26,1204
2012,1월,경북,1184,39,1855
2012,1월,경남,1065,38,1604
2012,1월,제주,305,10,440
2012,2월,서울,3069,40,4516
2012,2월,부산,1085,21,1593
2012,2월,대구,1032,22,1434
2012,2월,인천,752,12,1217
2012,2월,광주,635,4,1014
2012,2월,대전,424,12,610
2012,2월,울산,402,9,627
2012,2월,경기,3705,91,6062
2012,2월,강원,683,23,1199
2012,2월,충북,576,17,993
2012,2월,충남,559,25,946
2012,2월,전북,676,24,1103
2012,2월,전남,686,22,1126
2012,2월,경북,1100,40,1701
2012,2월,경남,1011,28,1493
2012,2월,제주,261,3,364
2012,3월,서울,3356,34,4739
2012,3월,부산,1343,21,1944
2012,3월,대구,1220,15,1812
2012,3월,인천,780,15,1182
2012,3월,광주,720,7,1191
2012,3월,대전,512,7,763
2012,3월,울산,451,8,669
2012,3월,경기,3593,93,5611
2012,3월,강원,653,21,1109
2012,3월,충북,693,20,1105
2012,3월,충남,675,32,1139
2012,3월,전북,830,21,1306
2012,3월,전남,777,37,1326
2012,3월,경북,1259,33,1941
2012,3월,경남,1130,32,1624
2012,3월,제주,263,7,438
2012,4월,서울,3451,34,4960
2012,4월,부산,1325,19,1885
2012,4월,대구,1290,24,1878
2012,4월,인천,838,17,1286
2012,4월,광주,771,11,1203
2012,4월,대전,481,9,751
2012,4월,울산,411,6,631
2012,4월,경기,3829,87,6028
2012,4월,강원,734,22,1192
2012,4월,충북,738,19,1218
2012,4월,충남,785,42,1343
2012,4월,전북,902,30,1413
2012,4월,전남,924,44,1540
2012,4월,경북,1339,59,2034
2012,4월,경남,1234,49,1795
2012,4월,제주,320,11,471
2012,5월,서울,3605,26,4989
2012,5월,부산,1354,22,1902
2012,5월,대구,1336,22,1894
2012,5월,인천,816,13,1311
2012,5월,광주,770,15,1279
2012,5월,대전,439,10,662
2012,5월,울산,380,9,542
2012,5월,경기,3735,82,5871
2012,5월,강원,804,27,1403
2012,5월,충북,764,24,1289
2012,5월,충남,846,49,1392
2012,5월,전북,890,27,1403
2012,5월,전남,951,29,1637
2012,5월,경북,1373,48,2120
2012,5월,경남,1311,34,2016
2012,5월,제주,298,7,453
2012,6월,서울,3555,42,4984
2012,6월,부산,1264,22,1803
2012,6월,대구,1190,15,1683
2012,6월,인천,874,26,1283
2012,6월,광주,714,12,1117
2012,6월,대전,464,14,705
2012,6월,울산,421,6,649
2012,6월,경기,3662,87,5631
2012,6월,강원,710,19,1191
2012,6월,충북,756,28,1235
2012,6월,충남,728,39,1167
2012,6월,전북,793,33,1164
2012,6월,전남,883,46,1456
2012,6월,경북,1328,47,2011
2012,6월,경남,1211,34,1814
2012,6월,제주,301,6,421
2012,7월,서울,3581,38,5024
2012,7월,부산,1317,11,1890
2012,7월,대구,1276,12,1861
2012,7월,인천,828,12,1227
2012,7월,광주,743,8,1171
2012,7월,대전,456,8,712
2012,7월,울산,441,10,658
2012,7월,세종,41,4,70
2012,7월,경기,3792,72,6019
2012,7월,강원,754,24,1335
2012,7월,충북,722,22,1168
2012,7월,충남,661,35,1056
2012,7월,전북,850,30,1327
2012,7월,전남,932,32,1643
2012,7월,경북,1318,51,2026
2012,7월,경남,1284,43,1939
2012,7월,제주,337,4,516
2012,8월,서울,3405,35,4898
2012,8월,부산,1184,19,1717
2012,8월,대구,1131,14,1662
2012,8월,인천,810,16,1205
2012,8월,광주,668,4,1140
2012,8월,대전,458,10,751
2012,8월,울산,380,13,577
2012,8월,세종,38,4,58
2012,8월,경기,3534,75,5742
2012,8월,강원,831,25,1493
2012,8월,충북,722,22,1227
2012,8월,충남,653,21,1056
2012,8월,전북,861,28,1519
2012,8월,전남,866,36,1554
2012,8월,경북,1381,43,2209
2012,8월,경남,1140,35,1723
2012,8월,제주,345,9,520
2012,9월,서울,3480,46,5027
2012,9월,부산,1257,16,1806
2012,9월,대구,1256,24,1830
2012,9월,인천,855,14,1255
2012,9월,광주,762,12,1254
2012,9월,대전,514,6,803
2012,9월,울산,424,11,650
2012,9월,세종,50,3,78
2012,9월,경기,3768,87,5894
2012,9월,강원,745,23,1265
2012,9월,충북,754,29,1287
2012,9월,충남,720,34,1218
2012,9월,전북,878,31,1376
2012,9월,전남,839,46,1386
2012,9월,경북,1342,53,2055
2012,9월,경남,1246,42,1785
2012,9월,제주,344,9,493
2012,10월,서울,3456,28,4874
2012,10월,부산,1243,25,1829
2012,10월,대구,1262,19,1853
2012,10월,인천,849,26,1185
2012,10월,광주,732,11,1140
2012,10월,대전,485,13,752
2012,10월,울산,407,11,604
2012,10월,세종,35,1,57
2012,10월,경기,3753,104,5841
2012,10월,강원,888,30,1535
2012,10월,충북,783,23,1282
2012,10월,충남,731,36,1158
2012,10월,전북,948,45,1490
2012,10월,전남,938,55,1595
2012,10월,경북,1438,59,2224
2012,10월,경남,1240,40,1799
2012,10월,제주,369,7,541
2012,11월,서울,3621,36,5204
2012,11월,부산,1191,22,1669
2012,11월,대구,1270,12,1806
2012,11월,인천,817,17,1220
2012,11월,광주,770,14,1194
2012,11월,대전,525,17,730
2012,11월,울산,433,9,696
2012,11월,세종,29,1,43
2012,11월,경기,4080,82,6418
2012,11월,강원,757,27,1349
2012,11월,충북,832,30,1371
2012,11월,충남,747,39,1220
2012,11월,전북,853,31,1298
2012,11월,전남,882,46,1492
2012,11월,경북,1335,61,2055
2012,11월,경남,1231,50,1755
2012,11월,제주,377,14,534
2012,12월,서울,3260,30,4953
2012,12월,부산,1084,16,1595
2012,12월,대구,1021,17,1512
2012,12월,인천,781,11,1256
2012,12월,광주,716,12,1203
2012,12월,대전,456,11,742
2012,12월,울산,427,6,659
2012,12월,세종,25,1,31
2012,12월,경기,3862,81,6331
2012,12월,강원,627,25,1124
2012,12월,충북,707,20,1227
2012,12월,충남,569,36,974
2012,12월,전북,733,26,1254
2012,12월,전남,768,38,1299
2012,12월,경북,1200,36,1941
2012,12월,경남,1163,52,1678
2012,12월,제주,349,5,535
2013,전체,서울,39439,378,56761
2013,전체,부산,12606,213,17542
2013,전체,대구,13680,165,19713
2013,전체,인천,8990,157,13594
2013,전체,광주,8036,111,13089
2013,전체,대전,5462,92,8234
2013,전체,울산,5022,128,7305
2013,전체,세종,445,21,747
2013,전체,경기,43900,946,68430
2013,전체,강원,8529,240,14505
2013,전체,충북,8501,286,14222
2013,전체,충남,7899,418,12736
2013,전체,전북,9448,360,15017
2013,전체,전남,10077,460,16808
2013,전체,경북,15269,534,23319
2013,전체,경남,13749,476,20274
2013,전체,제주,4302,107,6415
2013,1월,서울,3005,25,4543
2013,1월,부산,910,15,1263
2013,1월,대구,929,11,1373
2013,1월,인천,689,9,1096
2013,1월,광주,599,6,971
2013,1월,대전,402,14,650
2013,1월,울산,377,12,544
2013,1월,세종,21,1,37
2013,1월,경기,3613,91,5746
2013,1월,강원,591,20,1043
2013,1월,충북,639,26,1122
2013,1월,충남,511,28,829
2013,1월,전북,625,29,1013
2013,1월,전남,658,26,1094
2013,1월,경북,1078,40,1667
2013,1월,경남,1049,26,1629
2013,1월,제주,320,10,474
2013,2월,서울,2562,19,3840
2013,2월,부산,797,14,1117
2013,2월,대구,909,13,1353
2013,2월,인천,629,9,966
2013,2월,광주,606,9,1043
2013,2월,대전,336,10,488
2013,2월,울산,372,8,568
2013,2월,세종,27,2,51
2013,2월,경기,3081,80,4991
2013,2월,강원,507,21,880
2013,2월,충북,505,15,871
