시점,월별,시도별,사고건수,사망자수,부상자수
2013,2월,충남,461,24,761
2013,2월,전북,561,16,899
2013,2월,전남,681,22,1136
2013,2월,경북,999,35,1622
2013,2월,경남,853,24,1267
2013,2월,제주,301,14,402
2013,3월,서울,3311,40,4708
2013,3월,부산,1103,21,1542
2013,3월,대구,1060,11,1497
2013,3월,인천,720,20,1078
2013,3월,광주,667,7,1039
2013,3월,대전,508,5,761
2013,3월,울산,448,7,672
2013,3월,세종,35,3,67
2013,3월,경기,3423,78,5344
2013,3월,강원,622,19,995
2013,3월,충북,655,24,1078
2013,3월,충남,576,24,917
2013,3월,전북,777,25,1323
2013,3월,전남,777,31,1295
2013,3월,경북,1257,44,1919
2013,3월,경남,1192,42,1696
2013,3월,제주,334,8,530
2013,4월,서울,3361,28,4979
2013,4월,부산,1070,8,1504
2013,4월,대구,1162,12,1712
2013,4월,인천,762,7,1189
2013,4월,광주,699,9,1181
2013,4월,대전,481,10,757
2013,4월,울산,443,8,649
2013,4월,세종,36,2,52
2013,4월,경기,3621,63,5727
2013,4월,강원,671,19,1069
2013,4월,충북,666,26,1086
2013,4월,충남,699,30,1136
2013,4월,전북,767,23,1208
2013,4월,전남,815,42,1372
2013,4월,경북,1229,42,1813
2013,4월,경남,1222,40,1829
2013,4월,제주,327,11,532
2013,5월,서울,3643,29,5224
2013,5월,부산,1172,16,1591
2013,5월,대구,1274,10,1797
2013,5월,인천,816,12,1219
2013,5월,광주,698,9,1121
2013,5월,대전,569,6,878
2013,5월,울산,466,8,667
2013,5월,세종,48,3,71
2013,5월,경기,3946,81,6075
2013,5월,강원,736,14,1186
2013,5월,충북,757,26,1277
2013,5월,충남,761,50,1186
2013,5월,전북,835,26,1334
2013,5월,전남,938,46,1597
2013,5월,경북,1369,45,2081
2013,5월,경남,1325,33,1910
2013,5월,제주,333,6,462
2013,6월,서울,3540,35,5040
2013,6월,부산,1079,16,1480
2013,6월,대구,1182,16,1721
2013,6월,인천,770,17,1147
2013,6월,광주,640,8,1070
2013,6월,대전,465,8,674
2013,6월,울산,410,10,599
2013,6월,세종,33,0,65
2013,6월,경기,3580,72,5534
2013,6월,강원,745,15,1250
2013,6월,충북,708,31,1164
2013,6월,충남,760,31,1208
2013,6월,전북,824,29,1260
2013,6월,전남,825,35,1400
2013,6월,경북,1279,53,1895
2013,6월,경남,1139,50,1659
2013,6월,제주,350,10,507
2013,7월,서울,3304,32,4870
2013,7월,부산,1129,22,1593
2013,7월,대구,1253,17,1814
2013,7월,인천,791,13,1214
2013,7월,광주,599,12,924
2013,7월,대전,440,5,676
2013,7월,울산,452,10,671
2013,7월,세종,36,2,59
2013,7월,경기,3680,77,5810
2013,7월,강원,769,16,1395
2013,7월,충북,706,25,1155
2013,7월,충남,692,37,1106
2013,7월,전북,828,32,1286
2013,7월,전남,867,48,1411
2013,7월,경북,1305,41,2051
2013,7월,경남,1186,48,1731
2013,7월,제주,404,7,621
2013,8월,서울,3274,24,4616
2013,8월,부산,1106,18,1599
2013,8월,대구,1172,11,1646
2013,8월,인천,747,12,1112
2013,8월,광주,709,8,1172
2013,8월,대전,468,7,727
2013,8월,울산,409,6,607
2013,8월,세종,34,3,58
2013,8월,경기,3721,85,5915
2013,8월,강원,849,16,1637
2013,8월,충북,801,23,1394
2013,8월,충남,679,39,1117
2013,8월,전북,815,27,1374
2013,8월,전남,924,41,1577
2013,8월,경북,1395,47,2183
2013,8월,경남,1180,41,1835
2013,8월,제주,408,4,621
2013,9월,서울,3265,32,4483
2013,9월,부산,993,22,1388
2013,9월,대구,1091,7,1602
2013,9월,인천,742,12,1181
2013,9월,광주,677,5,1063
2013,9월,대전,422,6,600
2013,9월,울산,381,10,550
2013,9월,세종,51,0,97
2013,9월,경기,3582,81,5435
2013,9월,강원,678,28,1110
2013,9월,충북,732,28,1242
2013,9월,충남,674,30,1144
2013,9월,전북,835,41,1297
2013,9월,전남,916,47,1522
2013,9월,경북,1283,46,1993
2013,9월,경남,1132,26,1711
2013,9월,제주,352,9,520
2013,10월,서울,3586,38,5081
2013,10월,부산,1074,17,1480
2013,10월,대구,1274,16,1789
2013,10월,인천,828,16,1187
2013,10월,광주,724,11,1141
2013,10월,대전,455,9,664
2013,10월,울산,440,11,625
2013,10월,세종,36,2,62
2013,10월,경기,4099,89,6291
2013,10월,강원,824,24,1383
2013,10월,충북,827,33,1351
2013,10월,충남,739,38,1221
2013,10월,전북,890,44,1348
2013,10월,전남,974,40,1507
2013,10월,경북,1469,48,2124
2013,10월,경남,1184,53,1672
2013,10월,제주,374,10,581
2013,11월,서울,3472,35,4836
2013,11월,부산,1088,23,1465
2013,11월,대구,1246,16,1797
2013,11월,인천,789,17,1134
2013,11월,광주,712,16,1210
2013,11월,대전,494,7,700
2013,11월,울산,404,23,517
2013,11월,세종,36,3,51
2013,11월,경기,3900,68,5842
2013,11월,강원,819,19,1322
2013,11월,충북,810,19,1344
2013,11월,충남,755,48,1194
2013,11월,전북,901,38,1426
2013,11월,전남,932,41,1585
2013,11월,경북,1432,51,2228
2013,11월,경남,1204,47,1757
2013,11월,제주,402,8,578
2013,12월,서울,3116,41,4541
2013,12월,부산,1085,21,1520
2013,12월,대구,1128,25,1612
2013,12월,인천,707,13,1071
2013,12월,광주,706,11,1154
2013,12월,대전,422,5,659
2013,12월,울산,420,15,636
2013,12월,세종,52,0,77
2013,12월,경기,3654,81,5720
2013,12월,강원,718,29,1235
2013,12월,충북,695,10,1138
2013,12월,충남,592,39,917
2013,12월,전북,790,30,1249
2013,12월,전남,770,41,1312
2013,12월,경북,1174,42,1743
2013,12월,경남,1083,46,1578
2013,12월,제주,397,10,587
2014,전체,서울,40792,400,57345
2014,전체,부산,12693,168,18030
2014,전체,대구,14519,185,20814
2014,전체,인천,8846,149,13420
2014,전체,광주,8194,101,13289
2014,전체,대전,5899,100,8893
2014,전체,울산,5180,108,7587
2014,전체,세종,482,20,850
2014,전체,경기,48112,910,73844
2014,전체,강원,8605,223,14322
2014,전체,충북,8937,253,14759
2014,전체,충남,8360,405,12901
2014,전체,전북,9569,335,15127
2014,전체,전남,10100,417,16593
2014,전체,경북,15346,480,23496
2014,전체,경남,13434,416,19571
2014,전체,제주,4484,92,6656
2014,1월,서울,2687,30,3880
2014,1월,부산,959,21,1333
2014,1월,대구,1026,11,1504
2014,1월,인천,643,10,973
2014,1월,광주,597,8,955
2014,1월,대전,372,11,568
2014,1월,울산,335,12,484
2014,1월,세종,24,1,37
2014,1월,경기,3487,75,5415
2014,1월,강원,670,19,1183
2014,1월,충북,645,24,1064
2014,1월,충남,542,21,854
2014,1월,전북,665,21,1081
2014,1월,전남,700,35,1172
2014,1월,경북,1184,50,1859
2014,1월,경남,994,32,1414
2014,1월,제주,375,8,552
2014,2월,서울,2566,27,3624
2014,2월,부산,926,11,1308
2014,2월,대구,937,10,1368
2014,2월,인천,576,7,908
2014,2월,광주,536,9,881
2014,2월,대전,313,9,477
2014,2월,울산,324,4,489
2014,2월,세종,29,3,67
2014,2월,경기,3033,72,4738
2014,2월,강원,521,11,937
2014,2월,충북,503,13,854
2014,2월,충남,446,26,707
2014,2월,전북,579,21,896
2014,2월,전남,575,30,964
2014,2월,경북,1018,37,1548
2014,2월,경남,880,24,1266
2014,2월,제주,299,11,469
2014,3월,서울,3335,32,4624
2014,3월,부산,1161,14,1732
2014,3월,대구,1274,18,1815
2014,3월,인천,738,12,1148
2014,3월,광주,725,8,1175
2014,3월,대전,454,7,705
2014,3월,울산,391,12,578
2014,3월,세종,37,1,68
2014,3월,경기,3839,64,5860
2014,3월,강원,624,17,933
2014,3월,충북,691,16,1112
2014,3월,충남,645,35,1044
2014,3월,전북,789,20,1302
2014,3월,전남,866,30,1369
2014,3월,경북,1308,37,1967
2014,3월,경남,1198,28,1749
2014,3월,제주,345,7,533
2014,4월,서울,3316,39,4583
2014,4월,부산,1088,11,1556
2014,4월,대구,1265,15,1720
2014,4월,인천,790,10,1156
2014,4월,광주,714,4,1127
2014,4월,대전,436,7,654
2014,4월,울산,452,7,634
2014,4월,세종,46,1,91
2014,4월,경기,3924,65,6103
2014,4월,강원,670,18,990
2014,4월,충북,729,22,1103
2014,4월,충남,664,27,989
2014,4월,전북,785,20,1243
2014,4월,전남,822,28,1253
2014,4월,경북,1309,23,1966
2014,4월,경남,1074,37,1608
2014,4월,제주,359,7,547
2014,5월,서울,3628,42,5066
2014,5월,부산,1149,8,1626
2014,5월,대구,1327,15,1919
2014,5월,인천,804,12,1235
2014,5월,광주,724,6,1174
2014,5월,대전,516,8,783
2014,5월,울산,442,3,672
2014,5월,세종,44,1,82
2014,5월,경기,4234,78,6499
2014,5월,강원,824,15,1366
2014,5월,충북,852,20,1367
2014,5월,충남,867,36,1324
2014,5월,전북,947,38,1514
2014,5월,전남,964,35,1611
2014,5월,경북,1431,42,2198
2014,5월,경남,1198,34,1713
2014,5월,제주,363,5,535
2014,6월,서울,3576,33,5124
2014,6월,부산,1035,10,1458
2014,6월,대구,1119,12,1625
2014,6월,인천,718,14,1130
2014,6월,광주,637,5,979
2014,6월,대전,487,9,750
2014,6월,울산,434,9,620
2014,6월,세종,37,1,55
2014,6월,경기,3891,57,5808
2014,6월,강원,710,23,1235
2014,6월,충북,764,20,1266
2014,6월,충남,674,30,961
2014,6월,전북,775,29,1199
2014,6월,전남,874,40,1378
2014,6월,경북,1283,38,1881
2014,6월,경남,1126,34,1684
2014,6월,제주,390,3,587
2014,7월,서울,3752,32,5158
2014,7월,부산,1147,17,1566
2014,7월,대구,1289,13,1808
2014,7월,인천,733,11,1105
2014,7월,광주,713,15,1126
2014,7월,대전,520,7,792
2014,7월,울산,479,5,696
2014,7월,세종,40,3,62
2014,7월,경기,4272,100,6521
2014,7월,강원,781,21,1333
2014,7월,충북,779,20,1275
2014,7월,충남,756,31,1275
2014,7월,전북,792,22,1238
2014,7월,전남,877,29,1438
2014,7월,경북,1253,46,1969
2014,7월,경남,1121,26,1712
2014,7월,제주,345,9,522
2014,8월,서울,3544,27,4996
2014,8월,부산,1096,12,1594
2014,8월,대구,1282,14,1926
2014,8월,인천,751,9,1165
2014,8월,광주,697,8,1170
2014,8월,대전,552,8,788
2014,8월,울산,433,10,662
2014,8월,세종,54,1,102
2014,8월,경기,4200,67,6747
2014,8월,강원,870,14,1573
2014,8월,충북,790,24,1377
2014,8월,충남,786,32,1237
2014,8월,전북,819,21,1341
2014,8월,전남,866,34,1492
2014,8월,경북,1316,34,2101
2014,8월,경남,1156,33,1766
2014,8월,제주,391,11,596
2014,9월,서울,3482,35,4827
2014,9월,부산,985,15,1443
2014,9월,대구,1208,17,1741
2014,9월,인천,754,18,1093
2014,9월,광주,704,8,1183
2014,9월,대전,581,8,875
2014,9월,울산,422,10,630
2014,9월,세종,36,1,57
2014,9월,경기,4167,67,6359
2014,9월,강원,728,21,1190
2014,9월,충북,815,30,1346
2014,9월,충남,775,44,1180
2014,9월,전북,911,34,1465
2014,9월,전남,872,40,1501
2014,9월,경북,1298,46,2046
2014,9월,경남,1143,46,1629
2014,9월,제주,362,5,487
2014,10월,서울,3698,40,5260
2014,10월,부산,1109,17,1546
2014,10월,대구,1337,15,1874
2014,10월,인천,778,17,1171
2014,10월,광주,752,11,1257
2014,10월,대전,604,8,926
2014,10월,울산,530,10,752
2014,10월,세종,49,4,86
2014,10월,경기,4423,78,6710
2014,10월,강원,842,23,1420
2014,10월,충북,828,18,1465
2014,10월,충남,797,43,1228
2014,10월,전북,939,46,1430
2014,10월,전남,938,37,1475
2014,10월,경북,1420,56,2155
2014,10월,경남,1274,36,1823
2014,10월,제주,442,11,621
2014,11월,서울,3656,28,5091
2014,11월,부산,1027,20,1433
2014,11월,대구,1276,21,1837
2014,11월,인천,774,18,1162
2014,11월,광주,698,11,1129
2014,11월,대전,583,10,875
2014,11월,울산,488,11,728
2014,11월,세종,47,2,64
2014,11월,경기,4341,97,6450
2014,11월,강원,712,24,1157
2014,11월,충북,817,26,1355
2014,11월,충남,791,45,1184
2014,11월,전북,867,28,1313
2014,11월,전남,912,39,1489
2014,11월,경북,1341,41,2034
2014,11월,경남,1139,44,1624
2014,11월,제주,403,11,600
2014,12월,서울,3552,35,5112
2014,12월,부산,1011,12,1435
2014,12월,대구,1179,24,1677
2014,12월,인천,787,11,1174
2014,12월,광주,697,8,1133
2014,12월,대전,481,8,700
2014,12월,울산,450,15,642
2014,12월,세종,39,1,79
2014,12월,경기,4301,90,6634
2014,12월,강원,653,17,1005
2014,12월,충북,724,20,1175
2014,12월,충남,617,35,918
2014,12월,전북,701,35,1105
2014,12월,전남,834,40,1451
2014,12월,경북,1185,30,1772
2014,12월,경남,1131,42,1583
2014,12월,제주,410,4,607
2015,전체,서울,41665,376,58656
2015,전체,부산,12757,178,17884
2015,전체,대구,14228,161,20433
2015,전체,인천,8727,136,13124
2015,전체,광주,7864,97,12596
2015,전체,대전,6901,97,10413
2015,전체,울산,5368,94,7943
2015,전체,세종,536,19,887
2015,전체,경기,52954,880,81763
2015,전체,강원,8912,239,14987
2015,전체,충북,9335,238,14927
2015,전체,충남,9421,382,14515
2015,전체,전북,8873,308,14089
2015,전체,전남,10420,410,17020
2015,전체,경북,15752,507,23880
2015,전체,경남,13677,406,20141
2015,전체,제주,4645,93,7142
2015,1월,서울,2967,38,4378
2015,1월,부산,1014,8,1506
2015,1월,대구,1106,17,1571
2015,1월,인천,631,12,995
2015,1월,광주,627,11,932
2015,1월,대전,469,12,707
2015,1월,울산,438,11,622
2015,1월,세종,33,3,59
2015,1월,경기,3737,73,5815
2015,1월,강원,620,21,1106
2015,1월,충북,633,20,1003
2015,1월,충남,628,29,1027
2015,1월,전북,648,15,1024
2015,1월,전남,773,40,1269
2015,1월,경북,1121,40,1745
2015,1월,경남,1069,23,1561
2015,1월,제주,388,8,567
2015,2월,서울,2682,26,3884
2015,2월,부산,853,12,1191
2015,2월,대구,986,11,1452
2015,2월,인천,601,12,1048
2015,2월,광주,520,6,894
2015,2월,대전,356,9,505
2015,2월,울산,354,8,543
2015,2월,세종,31,0,56
2015,2월,경기,3297,41,5105
2015,2월,강원,531,14,881
2015,2월,충북,595,16,978
2015,2월,충남,611,34,986
2015,2월,전북,574,16,932
2015,2월,전남,718,24,1203
2015,2월,경북,995,36,1491
2015,2월,경남,946,22,1373
2015,2월,제주,289,9,477
2015,3월,서울,3384,29,4803
2015,3월,부산,1064,10,1500
2015,3월,대구,1148,18,1622
2015,3월,인천,728,12,1078
2015,3월,광주,668,7,1181
2015,3월,대전,517,7,770
2015,3월,울산,400,6,575
2015,3월,세종,37,1,65
2015,3월,경기,4148,80,6364
2015,3월,강원,634,16,1007
2015,3월,충북,711,11,1099
2015,3월,충남,782,33,1129
2015,3월,전북,737,31,1172
2015,3월,전남,820,34,1291
2015,3월,경북,1291,44,1940
2015,3월,경남,1195,33,1780
2015,3월,제주,352,6,545
2015,4월,서울,3506,27,4956
2015,4월,부산,1110,17,1596
2015,4월,대구,1169,15,1707
2015,4월,인천,695,9,1013
2015,4월,광주,676,7,1051
2015,4월,대전,566,3,849
2015,4월,울산,441,9,678
2015,4월,세종,47,1,94
2015,4월,경기,4415,70,6935
2015,4월,강원,707,29,1205
2015,4월,충북,778,19,1237
2015,4월,충남,763,31,1217
2015,4월,전북,767,27,1183
2015,4월,전남,907,34,1462
2015,4월,경북,1298,33,1921
2015,4월,경남,1149,19,1727
2015,4월,제주,392,4,600
2015,5월,서울,3669,31,5085
2015,5월,부산,1133,16,1613
2015,5월,대구,1306,13,1872
2015,5월,인천,826,5,1269
2015,5월,광주,693,9,1118
2015,5월,대전,586,10,905
2015,5월,울산,442,9,662
2015,5월,세종,61,1,95
2015,5월,경기,4577,83,7086
2015,5월,강원,790,15,1383
2015,5월,충북,827,14,1389
2015,5월,충남,876,31,1378
2015,5월,전북,826,28,1318
2015,5월,전남,916,37,1518
2015,5월,경북,1435,39,2180
2015,5월,경남,1189,41,1806
2015,5월,제주,391,7,587
2015,6월,서울,3390,27,4742
2015,6월,부산,1019,19,1385
2015,6월,대구,1129,7,1627
2015,6월,인천,713,13,995
2015,6월,광주,591,3,913
2015,6월,대전,519,10,776
2015,6월,울산,459,9,675
2015,6월,세종,55,2,89
2015,6월,경기,4141,74,6251
2015,6월,강원,687,17,1143
2015,6월,충북,739,14,1146
2015,6월,충남,815,38,1173
2015,6월,전북,727,27,1117
2015,6월,전남,914,36,1396
2015,6월,경북,1244,44,1859
2015,6월,경남,1128,43,1604
2015,6월,제주,379,7,578
2015,7월,서울,3647,26,5080
2015,7월,부산,1082,18,1519
2015,7월,대구,1298,18,1898
2015,7월,인천,737,10,1129
2015,7월,광주,692,7,1112
2015,7월,대전,652,5,984
2015,7월,울산,502,8,695
2015,7월,세종,55,3,96
2015,7월,경기,4583,58,6898
2015,7월,강원,821,17,1356
2015,7월,충북,824,23,1244
2015,7월,충남,820,33,1244
2015,7월,전북,772,28,1246
2015,7월,전남,857,27,1427
2015,7월,경북,1353,50,2035
2015,7월,경남,1183,21,1812
2015,7월,제주,400,7,634
2015,8월,서울,3567,23,4957
2015,8월,부산,1089,20,1529
2015,8월,대구,1141,9,1615
2015,8월,인천,746,13,1136
2015,8월,광주,595,6,944
2015,8월,대전,606,6,886
2015,8월,울산,450,4,689
2015,8월,세종,41,5,61
2015,8월,경기,4586,92,7373
2015,8월,강원,881,24,1546
2015,8월,충북,796,17,1291
2015,8월,충남,783,33,1226
2015,8월,전북,733,35,1186
2015,8월,전남,908,33,1575
2015,8월,경북,1418,36,2224
2015,8월,경남,1099,39,1680
2015,8월,제주,425,10,700
2015,9월,서울,3711,35,5203
2015,9월,부산,1080,16,1507
2015,9월,대구,1223,11,1707
2015,9월,인천,687,11,1028
2015,9월,광주,696,12,1105
2015,9월,대전,647,6,1005
2015,9월,울산,458,10,637
2015,9월,세종,42,0,68
2015,9월,경기,4898,67,7449
2015,9월,강원,815,22,1380
2015,9월,충북,832,32,1311
2015,9월,충남,883,21,1386
2015,9월,전북,812,26,1301
2015,9월,전남,978,22,1628
2015,9월,경북,1427,35,2181
2015,9월,경남,1238,51,1794
2015,9월,제주,384,10,566
2015,10월,서울,3820,36,5382
2015,10월,부산,1140,9,1592
2015,10월,대구,1276,16,1783
2015,10월,인천,810,15,1143
2015,10월,광주,707,10,1132
2015,10월,대전,659,10,961
2015,10월,울산,486,7,753
2015,10월,세종,46,2,63
2015,10월,경기,5000,83,7783
2015,10월,강원,824,25,1378
2015,10월,충북,909,32,1440
2015,10월,충남,910,36,1414
2015,10월,전북,806,26,1236
2015,10월,전남,943,47,1537
2015,10월,경북,1567,62,2373
2015,10월,경남,1233,48,1747
2015,10월,제주,451,6,719
2015,11월,서울,3794,41,5315
2015,11월,부산,1132,19,1564
2015,11월,대구,1280,12,1865
2015,11월,인천,814,9,1180
2015,11월,광주,732,10,1150
2015,11월,대전,689,15,1052
2015,11월,울산,497,5,755
2015,11월,세종,50,0,74
2015,11월,경기,5117,74,7842
2015,11월,강원,861,23,1347
2015,11월,충북,905,17,1532
2015,11월,충남,800,30,1244
2015,11월,전북,787,26,1229
2015,11월,전남,842,37,1367
2015,11월,경북,1327,51,2024
2015,11월,경남,1150,33,1655
2015,11월,제주,393,8,578
2015,12월,서울,3528,37,4871
2015,12월,부산,1041,14,1382
2015,12월,대구,1166,14,1714
2015,12월,인천,739,15,1110
2015,12월,광주,667,9,1064
2015,12월,대전,635,4,1013
2015,12월,울산,441,8,659
2015,12월,세종,38,1,67
2015,12월,경기,4455,85,6862
2015,12월,강원,741,16,1255
2015,12월,충북,786,23,1257
2015,12월,충남,750,33,1091
2015,12월,전북,684,23,1145
2015,12월,전남,844,39,1347
2015,12월,경북,1276,37,1907
2015,12월,경남,1098,33,1602
2015,12월,제주,401,11,591
2016,전체,서울,40039,348,55669
2016,전체,부산,12192,159,16738
2016,전체,대구,13098,164,18779
2016,전체,인천,8535,144,12635
2016,전체,광주,7354,85,11966
2016,전체,대전,7535,99,11315
2016,전체,울산,4496,81,6740
2016,전체,세종,521,25,792
2016,전체,경기,51013,780,78504
2016,전체,강원,8841,219,14859
2016,전체,충북,9392,231,15144
2016,전체,충남,8962,388,13298
2016,전체,전북,7850,284,12261
2016,전체,전남,9504,337,15511
2016,전체,경북,14629,495,22367
2016,전체,경남,12522,373,18257
2016,전체,제주,4434,80,6885
2016,1월,서울,3060,29,4323
2016,1월,부산,1006,10,1416
2016,1월,대구,1074,16,1519
2016,1월,인천,744,14,1149
2016,1월,광주,552,7,916
2016,1월,대전,584,7,904
2016,1월,울산,373,4,571
2016,1월,세종,43,2,87
2016,1월,경기,4264,55,6896
2016,1월,강원,662,20,1101
2016,1월,충북,656,16,1027
2016,1월,충남,592,32,870
2016,1월,전북,529,22,926
2016,1월,전남,622,30,1116
2016,1월,경북,1039,43,1619
2016,1월,경남,998,26,1445
2016,1월,제주,269,3,438
2016,2월,서울,2710,34,3776
2016,2월,부산,917,10,1247
2016,2월,대구,882,8,1330
2016,2월,인천,632,10,952
2016,2월,광주,566,4,976
2016,2월,대전,535,7,806
2016,2월,울산,356,3,501
2016,2월,세종,34,2,48
2016,2월,경기,3768,57,6052
2016,2월,강원,612,14,1075
2016,2월,충북,650,11,1088
2016,2월,충남,599,18,877
2016,2월,전북,533,17,825
2016,2월,전남,630,20,1046
2016,2월,경북,973,34,1580
2016,2월,경남,938,37,1343
2016,2월,제주,329,6,499
2016,3월,서울,3355,28,4593
2016,3월,부산,1006,8,1330
2016,3월,대구,1147,18,1618
2016,3월,인천,694,9,975
2016,3월,광주,615,6,1011
2016,3월,대전,598,7,913
2016,3월,울산,390,5,562
2016,3월,세종,46,3,70
2016,3월,경기,4015,48,6185
2016,3월,강원,663,13,1037
2016,3월,충북,730,13,1141
2016,3월,충남,699,27,997
2016,3월,전북,616,18,959
2016,3월,전남,747,35,1191
2016,3월,경북,1188,43,1851
2016,3월,경남,1074,25,1588
2016,3월,제주,363,4,588
2016,4월,서울,3498,30,4902
2016,4월,부산,1046,11,1423
2016,4월,대구,1134,9,1573
2016,4월,인천,766,8,1220
2016,4월,광주,660,6,1051
2016,4월,대전,648,5,1009
2016,4월,울산,437,9,647
2016,4월,세종,43,0,52
2016,4월,경기,4405,78,6741
2016,4월,강원,734,12,1221
2016,4월,충북,838,26,1291
2016,4월,충남,832,37,1261
2016,4월,전북,700,28,1069
2016,4월,전남,797,27,1341
2016,4월,경북,1340,36,2037
2016,4월,경남,1185,22,1758
2016,4월,제주,389,9,620
2016,5월,서울,3604,29,4854
2016,5월,부산,1066,12,1450
2016,5월,대구,1193,13,1719
2016,5월,인천,754,21,1140
2016,5월,광주,610,4,964
2016,5월,대전,638,5,974
2016,5월,울산,386,4,588
2016,5월,세종,44,3,62
2016,5월,경기,4489,71,6845
2016,5월,강원,754,14,1276
2016,5월,충북,824,21,1278
2016,5월,충남,823,36,1246
2016,5월,전북,746,25,1200
2016,5월,전남,898,26,1434
2016,5월,경북,1327,30,2094
2016,5월,경남,1059,30,1539
2016,5월,제주,339,3,509
2016,6월,서울,3315,21,4564
2016,6월,부산,989,8,1370
2016,6월,대구,1051,12,1517
2016,6월,인천,650,9,937
2016,6월,광주,597,9,987
2016,6월,대전,623,9,872
2016,6월,울산,365,7,558
2016,6월,세종,46,2,77
2016,6월,경기,4082,66,6186
2016,6월,강원,707,23,1186
2016,6월,충북,782,16,1262
2016,6월,충남,732,28,1062
2016,6월,전북,641,21,1008
2016,6월,전남,778,22,1210
2016,6월,경북,1217,35,1807
2016,6월,경남,1047,29,1493
2016,6월,제주,355,4,572
2016,7월,서울,3467,29,4796
2016,7월,부산,1040,17,1448
2016,7월,대구,1092,11,1573
2016,7월,인천,708,10,1061
2016,7월,광주,627,5,1016
2016,7월,대전,615,9,930
2016,7월,울산,389,4,555
2016,7월,세종,41,1,63
2016,7월,경기,4303,63,6505
2016,7월,강원,799,35,1405
2016,7월,충북,808,26,1312
2016,7월,충남,768,27,1199
2016,7월,전북,705,20,1128
2016,7월,전남,847,26,1387
2016,7월,경북,1261,47,1959
2016,7월,경남,1048,25,1580
2016,7월,제주,437,3,669
2016,8월,서울,3268,18,4619
2016,8월,부산,974,19,1366
2016,8월,대구,1030,8,1521
2016,8월,인천,690,8,1031
2016,8월,광주,620,3,1034
2016,8월,대전,631,7,878
2016,8월,울산,364,6,552
2016,8월,세종,46,3,66
2016,8월,경기,4128,51,6431
2016,8월,강원,845,19,1476
2016,8월,충북,819,16,1379
2016,8월,충남,734,38,1098
2016,8월,전북,693,28,1014
2016,8월,전남,845,29,1402
2016,8월,경북,1259,38,1932
2016,8월,경남,1055,35,1592
2016,8월,제주,397,10,626
2016,9월,서울,3328,31,4596
2016,9월,부산,1010,15,1384
2016,9월,대구,1095,20,1568
2016,9월,인천,648,15,931
2016,9월,광주,567,13,988
2016,9월,대전,619,11,922
2016,9월,울산,350,8,549
2016,9월,세종,45,2,67
2016,9월,경기,3991,64,6038
2016,9월,강원,701,15,1165
2016,9월,충북,775,22,1259
2016,9월,충남,711,38,1058
2016,9월,전북,665,25,1028
2016,9월,전남,827,28,1359
2016,9월,경북,1234,38,1875
2016,9월,경남,982,25,1431
2016,9월,제주,335,5,543
2016,10월,서울,3652,39,5114
2016,10월,부산,985,16,1354
2016,10월,대구,1147,15,1603
2016,10월,인천,811,19,1148
2016,10월,광주,651,9,1029
2016,10월,대전,684,5,1058
2016,10월,울산,358,13,549
2016,10월,세종,37,2,64
2016,10월,경기,4640,73,7050
2016,10월,강원,829,21,1380
2016,10월,충북,907,28,1435
2016,10월,충남,853,33,1259
2016,10월,전북,700,25,1100
2016,10월,전남,877,42,1386
2016,10월,경북,1319,50,1960
2016,10월,경남,1065,36,1551
2016,10월,제주,403,14,595
2016,11월,서울,3331,32,4538
2016,11월,부산,1078,19,1491
2016,11월,대구,1108,14,1606
2016,11월,인천,732,10,1043
2016,11월,광주,656,8,1035
2016,11월,대전,699,18,1078
2016,11월,울산,368,8,576
2016,11월,세종,49,1,71
2016,11월,경기,4440,72,6718
2016,11월,강원,795,11,1271
2016,11월,충북,872,21,1464
2016,11월,충남,842,37,1240
2016,11월,전북,685,29,1019
2016,11월,전남,855,30,1375
2016,11월,경북,1289,57,1909
2016,11월,경남,1040,42,1498
2016,11월,제주,395,7,588
2016,12월,서울,3451,28,4994
2016,12월,부산,1075,14,1459
2016,12월,대구,1145,20,1632
2016,12월,인천,706,11,1048
2016,12월,광주,633,11,959
2016,12월,대전,661,9,971
2016,12월,울산,360,10,532
2016,12월,세종,47,4,65
2016,12월,경기,4488,82,6857
2016,12월,강원,740,22,1266
2016,12월,충북,731,15,1208
2016,12월,충남,777,37,1131
2016,12월,전북,637,26,985
2016,12월,전남,781,22,1264
2016,12월,경북,1183,44,1744
2016,12월,경남,1031,41,1439
2016,12월,제주,423,12,638
2017,전체,서울,38625,343,53810
2017,전체,부산,11753,164,16157
2017,전체,대구,12970,148,18553
2017,전체,인천,7719,105,11257
2017,전체,광주,7499,120,11876
2017,전체,대전,7767,86,11798
2017,전체,울산,4265,64,6127
2017,전체,세종,746,18,1107
2017,전체,경기,50627,784,77551
2017,전체,강원,8316,236,13532
2017,전체,충북,9273,230,15136
2017,전체,충남,9241,351,14158
2017,전체,전북,7748,307,11948
2017,전체,전남,9770,387,15672
2017,전체,경북,13896,425,20707
2017,전체,경남,11742,337,16838
2017,전체,제주,4378,80,6602
2017,1월,서울,3166,33,4692
2017,1월,부산,927,14,1287
2017,1월,대구,933,10,1350
2017,1월,인천,655,9,1019
2017,1월,광주,586,10,974
2017,1월,대전,628,5,951
2017,1월,울산,329,6,497
2017,1월,세종,35,2,56
2017,1월,경기,4172,74,6438
2017,1월,강원,718,26,1237
2017,1월,충북,630,13,1026
2017,1월,충남,678,30,1070
