시점,월별,사고유형별1,사고유형별2,사고건수,사망자수,부상자수
2009,2월,차량단독,추락,40,13,48
2009,2월,차량단독,기타이탈,27,3,34
2009,2월,차량단독,기타/불명,200,5,224
2009,2월,철길건널목,경보기 무시,1,1,0
2009,2월,철길건널목,기타/불명,1,0,11
2009,3월,차대사람,횡단중,2028,94,2072
2009,3월,차대사람,차도통행중,623,34,609
2009,3월,차대사람,길가장자리구역통행중,461,14,476
2009,3월,차대사람,보도통행중,241,7,262
2009,3월,차대사람,기타/불명,845,25,895
2009,3월,차대차,충돌,8085,127,13212
2009,3월,차대차,기타/불명,938,16,1360
2009,3월,차대차,진행중 추돌,2305,38,4336
2009,3월,차대차,주정차중 추돌,1947,19,3792
2009,3월,차량단독,전도/전복,86,16,101
2009,3월,차량단독,충돌,364,55,447
2009,3월,차량단독,추락,57,13,79
2009,3월,차량단독,기타이탈,28,4,39
2009,3월,차량단독,기타/불명,216,6,287
2009,4월,차대사람,횡단중,1886,75,1931
2009,4월,차대사람,차도통행중,632,28,624
2009,4월,차대사람,길가장자리구역통행중,450,12,465
2009,4월,차대사람,보도통행중,295,5,311
2009,4월,차대사람,기타/불명,937,22,970
2009,4월,차대차,충돌,8478,119,13849
2009,4월,차대차,기타/불명,1063,8,1573
2009,4월,차대차,진행중 추돌,2504,49,4684
2009,4월,차대차,주정차중 추돌,2068,31,4064
2009,4월,차량단독,전도/전복,113,14,139
2009,4월,차량단독,충돌,369,56,459
2009,4월,차량단독,추락,51,12,74
2009,4월,차량단독,기타이탈,43,3,64
2009,4월,차량단독,기타/불명,264,5,314
2009,5월,차대사람,횡단중,2007,93,2048
2009,5월,차대사람,차도통행중,614,29,630
2009,5월,차대사람,길가장자리구역통행중,501,14,522
2009,5월,차대사람,보도통행중,277,2,306
2009,5월,차대사람,기타/불명,1037,22,1069
2009,5월,차대차,충돌,8767,154,14645
2009,5월,차대차,기타/불명,1251,28,1883
2009,5월,차대차,진행중 추돌,2603,51,4834
2009,5월,차대차,주정차중 추돌,2274,17,4654
2009,5월,차량단독,전도/전복,137,18,186
2009,5월,차량단독,충돌,391,65,510
2009,5월,차량단독,추락,46,8,54
2009,5월,차량단독,기타이탈,54,6,89
2009,5월,차량단독,기타/불명,278,12,313
2009,6월,차대사람,횡단중,1874,74,1930
2009,6월,차대사람,차도통행중,538,21,548
2009,6월,차대사람,길가장자리구역통행중,414,7,435
2009,6월,차대사람,보도통행중,285,6,317
2009,6월,차대사람,기타/불명,1028,27,1102
2009,6월,차대차,충돌,8474,106,13452
2009,6월,차대차,기타/불명,1178,20,1726
2009,6월,차대차,진행중 추돌,2424,44,4413
2009,6월,차대차,주정차중 추돌,2059,21,3954
2009,6월,차량단독,전도/전복,155,19,201
2009,6월,차량단독,충돌,444,59,554
2009,6월,차량단독,추락,47,11,48
2009,6월,차량단독,기타이탈,55,7,90
2009,6월,차량단독,기타/불명,274,11,314
2009,7월,차대사람,횡단중,1911,84,1968
2009,7월,차대사람,차도통행중,614,17,637
2009,7월,차대사람,길가장자리구역통행중,460,13,483
2009,7월,차대사람,보도통행중,287,4,310
2009,7월,차대사람,기타/불명,1024,27,1089
2009,7월,차대차,충돌,8909,127,14763
2009,7월,차대차,기타/불명,1233,25,1767
2009,7월,차대차,진행중 추돌,2604,32,4840
2009,7월,차대차,주정차중 추돌,2231,25,4367
2009,7월,차량단독,전도/전복,147,17,219
2009,7월,차량단독,충돌,485,53,677
2009,7월,차량단독,추락,50,14,55
2009,7월,차량단독,기타이탈,51,4,68
2009,7월,차량단독,기타/불명,273,10,302
2009,7월,철길건널목,차단기돌파,1,1,0
2009,7월,철길건널목,직전진행,1,1,0
2009,8월,차대사람,횡단중,1802,79,1823
2009,8월,차대사람,차도통행중,541,26,552
2009,8월,차대사람,길가장자리구역통행중,437,16,461
2009,8월,차대사람,보도통행중,261,6,276
2009,8월,차대사람,기타/불명,1041,29,1087
2009,8월,차대차,충돌,8941,137,15120
2009,8월,차대차,기타/불명,1302,24,1957
2009,8월,차대차,진행중 추돌,2571,45,5207
2009,8월,차대차,주정차중 추돌,2114,29,4382
2009,8월,차량단독,전도/전복,145,18,203
2009,8월,차량단독,충돌,438,76,637
2009,8월,차량단독,추락,55,13,64
2009,8월,차량단독,기타이탈,51,7,73
2009,8월,차량단독,기타/불명,293,9,356
2009,8월,철길건널목,직전진행,1,0,2
2009,9월,차대사람,횡단중,2058,102,2089
2009,9월,차대사람,차도통행중,545,22,546
2009,9월,차대사람,길가장자리구역통행중,452,11,458
2009,9월,차대사람,보도통행중,320,7,349
2009,9월,차대사람,기타/불명,1094,25,1147
2009,9월,차대차,충돌,9241,134,14652
2009,9월,차대차,기타/불명,1470,30,2077
2009,9월,차대차,진행중 추돌,2693,41,4891
2009,9월,차대차,주정차중 추돌,2213,23,4343
2009,9월,차량단독,전도/전복,113,11,173
2009,9월,차량단독,충돌,376,58,495
2009,9월,차량단독,추락,53,18,45
2009,9월,차량단독,기타이탈,46,3,61
2009,9월,차량단독,기타/불명,330,15,374
2009,10월,차대사람,횡단중,2084,132,2098
2009,10월,차대사람,차도통행중,610,34,614
2009,10월,차대사람,길가장자리구역통행중,473,14,483
2009,10월,차대사람,보도통행중,299,7,318
2009,10월,차대사람,기타/불명,1160,47,1195
2009,10월,차대차,충돌,9394,149,15236
2009,10월,차대차,기타/불명,1401,14,2062
2009,10월,차대차,진행중 추돌,2847,62,5472
2009,10월,차대차,주정차중 추돌,2213,26,4603
2009,10월,차량단독,전도/전복,115,16,160
2009,10월,차량단독,충돌,430,55,540
2009,10월,차량단독,추락,48,13,56
2009,10월,차량단독,기타이탈,38,3,55
2009,10월,차량단독,기타/불명,326,19,362
2009,10월,철길건널목,차단기돌파,1,0,1
2009,10월,철길건널목,경보기 무시,1,1,0
2009,11월,차대사람,횡단중,1953,108,1984
2009,11월,차대사람,차도통행중,568,29,571
2009,11월,차대사람,길가장자리구역통행중,471,14,494
2009,11월,차대사람,보도통행중,274,7,290
2009,11월,차대사람,기타/불명,976,35,1000
2009,11월,차대차,충돌,8842,136,14420
2009,11월,차대차,기타/불명,1282,18,1818
2009,11월,차대차,진행중 추돌,2688,51,4999
2009,11월,차대차,주정차중 추돌,2221,31,4356
2009,11월,차량단독,전도/전복,116,15,175
2009,11월,차량단독,충돌,407,54,495
2009,11월,차량단독,추락,47,15,69
2009,11월,차량단독,기타이탈,29,3,70
2009,11월,차량단독,기타/불명,279,5,318
2009,11월,철길건널목,차단기돌파,1,1,0
2009,11월,철길건널목,직전진행,1,0,2
2009,11월,철길건널목,기타/불명,1,0,1
2009,12월,차대사람,횡단중,2018,117,2027
2009,12월,차대사람,차도통행중,573,24,584
2009,12월,차대사람,길가장자리구역통행중,427,16,432
2009,12월,차대사람,보도통행중,283,5,314
2009,12월,차대사람,기타/불명,994,33,1017
2009,12월,차대차,충돌,8841,119,14843
2009,12월,차대차,기타/불명,1313,33,1915
2009,12월,차대차,진행중 추돌,2554,37,4903
2009,12월,차대차,주정차중 추돌,2332,30,4800
2009,12월,차량단독,전도/전복,90,18,146
2009,12월,차량단독,충돌,437,39,572
2009,12월,차량단독,추락,50,28,82
2009,12월,차량단독,기타이탈,43,6,52
2009,12월,차량단독,기타/불명,263,12,308
2009,12월,철길건널목,차단기돌파,1,0,1
2010,전체,차대사람,횡단중,21788,1063,22082
2010,전체,차대사람,차도통행중,5591,263,5590
2010,전체,차대사람,길가장자리구역통행중,4237,145,4365
2010,전체,차대사람,보도통행중,2913,83,3069
2010,전체,차대사람,기타/불명,14824,456,15290
2010,전체,차대차,충돌,96270,1417,160523
2010,전체,차대차,기타/불명,19171,294,28659
2010,전체,차대차,진행중 추돌,27581,417,51655
2010,전체,차대차,주정차중 추돌,24013,274,47565
2010,전체,차량단독,전도/전복,1131,142,1519
2010,전체,차량단독,충돌,4725,635,6521
2010,전체,차량단독,추락,488,114,770
2010,전체,차량단독,기타이탈,391,56,585
2010,전체,차량단독,기타/불명,3747,143,4253
2010,전체,철길건널목,차단기돌파,4,1,9
2010,전체,철길건널목,경보기 무시,3,2,2
2010,전체,철길건널목,기타/불명,1,0,1
2010,1월,차대사람,횡단중,1609,94,1603
2010,1월,차대사람,차도통행중,441,36,428
2010,1월,차대사람,길가장자리구역통행중,318,17,323
2010,1월,차대사람,보도통행중,201,13,210
2010,1월,차대사람,기타/불명,993,39,1015
2010,1월,차대차,충돌,7322,84,12960
2010,1월,차대차,기타/불명,1270,17,2011
2010,1월,차대차,진행중 추돌,2140,27,4057
2010,1월,차대차,주정차중 추돌,1971,16,3861
2010,1월,차량단독,전도/전복,75,15,146
2010,1월,차량단독,충돌,405,55,577
2010,1월,차량단독,추락,45,15,56
2010,1월,차량단독,기타이탈,37,5,58
2010,1월,차량단독,기타/불명,295,5,344
2010,1월,철길건널목,차단기돌파,1,0,4
2010,1월,철길건널목,경보기 무시,1,0,2
2010,2월,차대사람,횡단중,1611,90,1621
2010,2월,차대사람,차도통행중,426,26,419
2010,2월,차대사람,길가장자리구역통행중,341,15,357
2010,2월,차대사람,보도통행중,205,4,223
2010,2월,차대사람,기타/불명,826,26,847
2010,2월,차대차,충돌,6903,106,11880
2010,2월,차대차,기타/불명,1002,14,1519
2010,2월,차대차,진행중 추돌,1949,18,3598
2010,2월,차대차,주정차중 추돌,1780,25,3477
2010,2월,차량단독,전도/전복,75,6,105
2010,2월,차량단독,충돌,375,55,562
2010,2월,차량단독,추락,40,8,56
2010,2월,차량단독,기타이탈,25,4,34
2010,2월,차량단독,기타/불명,243,7,270
2010,2월,철길건널목,차단기돌파,1,1,0
2010,2월,철길건널목,경보기 무시,1,1,0
2010,3월,차대사람,횡단중,1826,73,1868
2010,3월,차대사람,차도통행중,540,28,547
2010,3월,차대사람,길가장자리구역통행중,373,10,379
2010,3월,차대사람,보도통행중,249,8,264
2010,3월,차대사람,기타/불명,955,30,987
2010,3월,차대차,충돌,7734,99,12874
2010,3월,차대차,기타/불명,1208,17,1832
2010,3월,차대차,진행중 추돌,2160,33,3814
2010,3월,차대차,주정차중 추돌,1923,9,3705
2010,3월,차량단독,전도/전복,89,12,148
2010,3월,차량단독,충돌,391,55,499
2010,3월,차량단독,추락,36,12,63
2010,3월,차량단독,기타이탈,36,4,51
2010,3월,차량단독,기타/불명,280,6,318
2010,3월,철길건널목,차단기돌파,1,0,1
2010,4월,차대사람,횡단중,1814,74,1837
2010,4월,차대사람,차도통행중,513,14,515
2010,4월,차대사람,길가장자리구역통행중,397,11,407
2010,4월,차대사람,보도통행중,249,8,257
2010,4월,차대사람,기타/불명,1095,21,1119
2010,4월,차대차,충돌,8093,128,13234
2010,4월,차대차,기타/불명,1324,20,1921
2010,4월,차대차,진행중 추돌,2171,38,4083
2010,4월,차대차,주정차중 추돌,1957,19,3821
2010,4월,차량단독,전도/전복,83,11,101
2010,4월,차량단독,충돌,338,35,462
2010,4월,차량단독,추락,33,6,47
2010,4월,차량단독,기타이탈,20,5,54
2010,4월,차량단독,기타/불명,299,5,333
2010,5월,차대사람,횡단중,1986,84,2025
2010,5월,차대사람,차도통행중,563,23,570
2010,5월,차대사람,길가장자리구역통행중,417,8,432
2010,5월,차대사람,보도통행중,292,4,305
2010,5월,차대사람,기타/불명,1332,27,1377
2010,5월,차대차,충돌,8698,135,14330
2010,5월,차대차,기타/불명,1673,27,2433
2010,5월,차대차,진행중 추돌,2470,26,4886
2010,5월,차대차,주정차중 추돌,2034,15,4022
2010,5월,차량단독,전도/전복,99,8,133
2010,5월,차량단독,충돌,389,61,511
2010,5월,차량단독,추락,37,9,52
2010,5월,차량단독,기타이탈,39,4,64
2010,5월,차량단독,기타/불명,343,16,381
2010,6월,차대사람,횡단중,1826,75,1862
2010,6월,차대사람,차도통행중,483,15,496
2010,6월,차대사람,길가장자리구역통행중,367,12,385
2010,6월,차대사람,보도통행중,243,4,274
2010,6월,차대사람,기타/불명,1319,33,1377
2010,6월,차대차,충돌,8026,139,12736
2010,6월,차대차,기타/불명,1681,31,2453
2010,6월,차대차,진행중 추돌,2237,37,4098
2010,6월,차대차,주정차중 추돌,1822,29,3520
2010,6월,차량단독,전도/전복,106,15,113
2010,6월,차량단독,충돌,404,53,541
2010,6월,차량단독,추락,39,6,55
2010,6월,차량단독,기타이탈,31,2,40
2010,6월,차량단독,기타/불명,325,23,360
2010,6월,철길건널목,기타/불명,1,0,1
2010,7월,차대사람,횡단중,1759,73,1818
2010,7월,차대사람,차도통행중,403,9,413
2010,7월,차대사람,길가장자리구역통행중,291,2,301
2010,7월,차대사람,보도통행중,230,6,238
2010,7월,차대사람,기타/불명,1381,50,1416
2010,7월,차대차,충돌,8098,101,13508
2010,7월,차대차,기타/불명,1737,35,2541
2010,7월,차대차,진행중 추돌,2192,26,4160
2010,7월,차대차,주정차중 추돌,1960,41,3989
2010,7월,차량단독,전도/전복,97,19,126
2010,7월,차량단독,충돌,407,64,564
2010,7월,차량단독,추락,49,11,77
2010,7월,차량단독,기타이탈,47,2,64
2010,7월,차량단독,기타/불명,314,14,362
2010,8월,차대사람,횡단중,1661,73,1673
2010,8월,차대사람,차도통행중,405,17,408
2010,8월,차대사람,길가장자리구역통행중,304,9,308
2010,8월,차대사람,보도통행중,249,7,255
2010,8월,차대사람,기타/불명,1230,33,1284
2010,8월,차대차,충돌,8417,103,14429
2010,8월,차대차,기타/불명,1739,17,2652
2010,8월,차대차,진행중 추돌,2302,36,4495
2010,8월,차대차,주정차중 추돌,2095,22,4176
2010,8월,차량단독,전도/전복,137,15,164
2010,8월,차량단독,충돌,461,56,692
2010,8월,차량단독,추락,48,4,92
2010,8월,차량단독,기타이탈,29,8,47
2010,8월,차량단독,기타/불명,306,10,357
2010,9월,차대사람,횡단중,1806,98,1819
2010,9월,차대사람,차도통행중,422,22,424
2010,9월,차대사람,길가장자리구역통행중,361,16,366
2010,9월,차대사람,보도통행중,257,6,272
2010,9월,차대사람,기타/불명,1369,33,1427
2010,9월,차대차,충돌,8004,106,13493
2010,9월,차대차,기타/불명,1852,24,2781
2010,9월,차대차,진행중 추돌,2423,28,4600
2010,9월,차대차,주정차중 추돌,2039,18,4153
2010,9월,차량단독,전도/전복,103,12,118
2010,9월,차량단독,충돌,414,46,555
2010,9월,차량단독,추락,35,8,83
2010,9월,차량단독,기타이탈,23,2,29
2010,9월,차량단독,기타/불명,331,17,350
2010,10월,차대사람,횡단중,2063,117,2088
2010,10월,차대사람,차도통행중,493,29,480
2010,10월,차대사람,길가장자리구역통행중,362,14,379
2010,10월,차대사람,보도통행중,260,6,275
2010,10월,차대사람,기타/불명,1535,48,1594
2010,10월,차대차,충돌,9050,164,14880
2010,10월,차대차,기타/불명,2027,38,2969
2010,10월,차대차,진행중 추돌,2621,69,4896
2010,10월,차대차,주정차중 추돌,2230,33,4498
2010,10월,차량단독,전도/전복,91,12,105
2010,10월,차량단독,충돌,385,47,561
2010,10월,차량단독,추락,46,18,69
2010,10월,차량단독,기타이탈,37,8,47
2010,10월,차량단독,기타/불명,375,16,441
2010,11월,차대사람,횡단중,1948,109,1975
2010,11월,차대사람,차도통행중,470,27,462
2010,11월,차대사람,길가장자리구역통행중,367,16,377
2010,11월,차대사람,보도통행중,241,9,249
2010,11월,차대사람,기타/불명,1423,62,1451
2010,11월,차대차,충돌,8359,136,13452
2010,11월,차대차,기타/불명,1927,32,2830
2010,11월,차대차,진행중 추돌,2532,37,4684
2010,11월,차대차,주정차중 추돌,2153,24,4350
2010,11월,차량단독,전도/전복,90,9,142
2010,11월,차량단독,충돌,348,54,459
2010,11월,차량단독,추락,43,8,61
2010,11월,차량단독,기타이탈,31,4,46
2010,11월,차량단독,기타/불명,338,14,365
2010,11월,철길건널목,차단기돌파,1,0,4
2010,12월,차대사람,횡단중,1879,103,1893
2010,12월,차대사람,차도통행중,432,17,428
2010,12월,차대사람,길가장자리구역통행중,339,15,351
2010,12월,차대사람,보도통행중,237,8,247
2010,12월,차대사람,기타/불명,1366,54,1396
2010,12월,차대차,충돌,7566,116,12747
2010,12월,차대차,기타/불명,1731,22,2717
2010,12월,차대차,진행중 추돌,2384,42,4284
2010,12월,차대차,주정차중 추돌,2049,23,3993
2010,12월,차량단독,전도/전복,86,8,118
2010,12월,차량단독,충돌,408,54,538
2010,12월,차량단독,추락,37,9,59
2010,12월,차량단독,기타이탈,36,8,51
2010,12월,차량단독,기타/불명,298,10,372
2010,12월,철길건널목,경보기 무시,1,1,0
2011,전체,차대사람,횡단중,20205,1028,20502
2011,전체,차대사람,차도통행중,4585,212,4617
2011,전체,차대사람,길가장자리구역통행중,4093,121,4197
2011,전체,차대사람,보도통행중,2579,66,2750
2011,전체,차대사람,기타/불명,18239,571,18841
2011,전체,차대차,충돌,84822,1199,141141
2011,전체,차대차,기타/불명,28338,347,42783
2011,전체,차대차,진행중 추돌,25924,335,48703
2011,전체,차대차,주정차중 추돌,22597,216,44563
2011,전체,차량단독,전도/전복,878,128,1176
2011,전체,차량단독,충돌,4646,634,6322
2011,전체,차량단독,추락,584,145,911
2011,전체,차량단독,기타이탈,304,51,405
2011,전체,차량단독,기타/불명,3907,170,4475
2011,전체,철길건널목,차단기돌파,5,4,1
2011,전체,철길건널목,경보기 무시,1,0,2
2011,전체,철길건널목,직전진행,1,0,1
2011,전체,철길건널목,기타/불명,3,2,1
2011,1월,차대사람,횡단중,1672,98,1680
2011,1월,차대사람,차도통행중,419,30,411
2011,1월,차대사람,길가장자리구역통행중,307,8,319
2011,1월,차대사람,보도통행중,200,8,218
2011,1월,차대사람,기타/불명,1143,44,1184
2011,1월,차대차,충돌,6622,84,11223
2011,1월,차대차,기타/불명,1459,11,2237
2011,1월,차대차,진행중 추돌,1998,10,3729
2011,1월,차대차,주정차중 추돌,1865,20,3558
2011,1월,차량단독,전도/전복,61,12,98
2011,1월,차량단독,충돌,395,48,561
2011,1월,차량단독,추락,40,11,56
2011,1월,차량단독,기타이탈,25,3,31
2011,1월,차량단독,기타/불명,247,7,306
2011,1월,철길건널목,차단기돌파,1,1,0
2011,2월,차대사람,횡단중,1351,69,1378
2011,2월,차대사람,차도통행중,346,17,352
2011,2월,차대사람,길가장자리구역통행중,262,12,268
2011,2월,차대사람,보도통행중,206,5,217
2011,2월,차대사람,기타/불명,998,29,1064
2011,2월,차대차,충돌,5822,78,10137
2011,2월,차대차,기타/불명,1206,23,1760
2011,2월,차대차,진행중 추돌,1678,19,3235
2011,2월,차대차,주정차중 추돌,1530,4,3055
2011,2월,차량단독,전도/전복,71,8,101
2011,2월,차량단독,충돌,391,44,538
2011,2월,차량단독,추락,39,14,49
2011,2월,차량단독,기타이탈,28,6,40
2011,2월,차량단독,기타/불명,278,10,298
2011,2월,철길건널목,차단기돌파,1,1,0
2011,2월,철길건널목,기타/불명,1,0,1
2011,3월,차대사람,횡단중,1642,69,1692
2011,3월,차대사람,차도통행중,426,22,429
2011,3월,차대사람,길가장자리구역통행중,298,4,309
2011,3월,차대사람,보도통행중,215,3,231
2011,3월,차대사람,기타/불명,1232,32,1269
2011,3월,차대차,충돌,7045,87,11409
2011,3월,차대차,기타/불명,1585,20,2316
2011,3월,차대차,진행중 추돌,1896,25,3447
2011,3월,차대차,주정차중 추돌,1748,18,3327
2011,3월,차량단독,전도/전복,82,7,107
2011,3월,차량단독,충돌,297,29,394
2011,3월,차량단독,추락,35,8,62
2011,3월,차량단독,기타이탈,24,2,26
2011,3월,차량단독,기타/불명,306,11,353
2011,3월,철길건널목,차단기돌파,1,1,0
2011,4월,차대사람,횡단중,1771,87,1795
2011,4월,차대사람,차도통행중,456,17,465
2011,4월,차대사람,길가장자리구역통행중,350,3,365
2011,4월,차대사람,보도통행중,210,11,228
2011,4월,차대사람,기타/불명,1385,36,1465
2011,4월,차대차,충돌,7310,100,12095
2011,4월,차대차,기타/불명,2066,26,3067
2011,4월,차대차,진행중 추돌,2144,24,4088
2011,4월,차대차,주정차중 추돌,2003,26,3885
2011,4월,차량단독,전도/전복,83,11,92
2011,4월,차량단독,충돌,389,66,465
2011,4월,차량단독,추락,35,11,85
2011,4월,차량단독,기타이탈,30,5,52
2011,4월,차량단독,기타/불명,338,6,387
2011,5월,차대사람,횡단중,1856,75,1923
2011,5월,차대사람,차도통행중,409,12,413
2011,5월,차대사람,길가장자리구역통행중,419,9,435
2011,5월,차대사람,보도통행중,244,3,270
2011,5월,차대사람,기타/불명,1635,29,1701
2011,5월,차대차,충돌,7681,105,12904
2011,5월,차대차,기타/불명,2262,32,3281
2011,5월,차대차,진행중 추돌,2105,27,4079
2011,5월,차대차,주정차중 추돌,1882,11,3721
2011,5월,차량단독,전도/전복,79,10,105
2011,5월,차량단독,충돌,415,55,554
2011,5월,차량단독,추락,53,11,80
2011,5월,차량단독,기타이탈,17,3,17
2011,5월,차량단독,기타/불명,355,11,420
2011,5월,철길건널목,경보기 무시,1,0,2
2011,5월,철길건널목,직전진행,1,0,1
2011,6월,차대사람,횡단중,1639,65,1664
2011,6월,차대사람,차도통행중,368,14,370
2011,6월,차대사람,길가장자리구역통행중,349,9,364
2011,6월,차대사람,보도통행중,204,1,214
2011,6월,차대사람,기타/불명,1571,45,1627
2011,6월,차대차,충돌,7055,102,11814
2011,6월,차대차,기타/불명,2436,29,3587
2011,6월,차대차,진행중 추돌,2115,32,3935
2011,6월,차대차,주정차중 추돌,1843,17,3729
2011,6월,차량단독,전도/전복,70,8,106
2011,6월,차량단독,충돌,406,61,511
2011,6월,차량단독,추락,64,5,102
2011,6월,차량단독,기타이탈,28,7,34
2011,6월,차량단독,기타/불명,356,19,412
2011,6월,철길건널목,기타/불명,1,1,0
2011,7월,차대사람,횡단중,1637,66,1680
2011,7월,차대사람,차도통행중,359,12,361
2011,7월,차대사람,길가장자리구역통행중,352,17,350
2011,7월,차대사람,보도통행중,218,8,224
2011,7월,차대사람,기타/불명,1600,42,1633
2011,7월,차대차,충돌,7287,115,12031
2011,7월,차대차,기타/불명,2528,31,3880
2011,7월,차대차,진행중 추돌,2299,29,4208
2011,7월,차대차,주정차중 추돌,2006,20,3941
2011,7월,차량단독,전도/전복,91,16,114
2011,7월,차량단독,충돌,431,65,624
2011,7월,차량단독,추락,61,18,96
2011,7월,차량단독,기타이탈,35,7,39
2011,7월,차량단독,기타/불명,347,14,395
2011,7월,철길건널목,차단기돌파,1,1,0
2011,7월,철길건널목,기타/불명,1,1,0
2011,8월,차대사람,횡단중,1415,83,1416
2011,8월,차대사람,차도통행중,324,16,322
2011,8월,차대사람,길가장자리구역통행중,317,8,335
2011,8월,차대사람,보도통행중,228,7,241
2011,8월,차대사람,기타/불명,1528,58,1586
2011,8월,차대차,충돌,7380,103,12539
2011,8월,차대차,기타/불명,2720,30,4332
2011,8월,차대차,진행중 추돌,2223,27,4275
2011,8월,차대차,주정차중 추돌,1860,24,3747
2011,8월,차량단독,전도/전복,74,17,120
2011,8월,차량단독,충돌,398,65,597
2011,8월,차량단독,추락,56,13,106
2011,8월,차량단독,기타이탈,22,5,21
2011,8월,차량단독,기타/불명,351,16,397
2011,9월,차대사람,횡단중,1675,87,1685
2011,9월,차대사람,차도통행중,345,12,344
2011,9월,차대사람,길가장자리구역통행중,357,8,360
2011,9월,차대사람,보도통행중,209,4,220
2011,9월,차대사람,기타/불명,1694,65,1727
2011,9월,차대차,충돌,7021,116,11537
2011,9월,차대차,기타/불명,2784,26,4166
2011,9월,차대차,진행중 추돌,2241,35,4263
2011,9월,차대차,주정차중 추돌,1874,19,3663
2011,9월,차량단독,전도/전복,89,21,88
2011,9월,차량단독,충돌,340,50,480
2011,9월,차량단독,추락,48,13,59
2011,9월,차량단독,기타이탈,24,4,34
2011,9월,차량단독,기타/불명,364,14,429
2011,10월,차대사람,횡단중,1817,104,1846
2011,10월,차대사람,차도통행중,382,23,392
2011,10월,차대사람,길가장자리구역통행중,381,14,391
2011,10월,차대사람,보도통행중,225,4,241
2011,10월,차대사람,기타/불명,1846,69,1891
2011,10월,차대차,충돌,7524,102,12382
2011,10월,차대차,기타/불명,3261,38,4970
2011,10월,차대차,진행중 추돌,2591,38,4827
2011,10월,차대차,주정차중 추돌,2031,18,4045
2011,10월,차량단독,전도/전복,77,9,118
2011,10월,차량단독,충돌,388,58,510
2011,10월,차량단독,추락,60,14,92
2011,10월,차량단독,기타이탈,23,6,48
2011,10월,차량단독,기타/불명,346,23,380
2011,11월,차대사람,횡단중,1886,114,1898
2011,11월,차대사람,차도통행중,399,21,402
2011,11월,차대사람,길가장자리구역통행중,329,12,332
2011,11월,차대사람,보도통행중,223,5,236
2011,11월,차대사람,기타/불명,1845,60,1895
2011,11월,차대차,충돌,7213,97,11830
2011,11월,차대차,기타/불명,3117,44,4717
2011,11월,차대차,진행중 추돌,2411,45,4536
2011,11월,차대차,주정차중 추돌,1986,23,3966
2011,11월,차량단독,전도/전복,59,6,68
2011,11월,차량단독,충돌,403,47,560
2011,11월,차량단독,추락,48,13,54
2011,11월,차량단독,기타이탈,26,3,29
2011,11월,차량단독,기타/불명,337,24,393
2011,11월,철길건널목,차단기돌파,1,0,1
2011,12월,차대사람,횡단중,1844,111,1845
2011,12월,차대사람,차도통행중,352,16,356
2011,12월,차대사람,길가장자리구역통행중,372,17,369
2011,12월,차대사람,보도통행중,197,7,210
2011,12월,차대사람,기타/불명,1762,62,1799
2011,12월,차대차,충돌,6862,110,11240
2011,12월,차대차,기타/불명,2914,37,4470
2011,12월,차대차,진행중 추돌,2223,24,4081
2011,12월,차대차,주정차중 추돌,1969,16,3926
2011,12월,차량단독,전도/전복,42,3,59
2011,12월,차량단독,충돌,393,46,528
2011,12월,차량단독,추락,45,14,70
2011,12월,차량단독,기타이탈,22,0,34
2011,12월,차량단독,기타/불명,282,15,305
2012,전체,차대사람,횡단중,19537,1003,19873
2012,전체,차대사람,차도통행중,3904,174,3964
2012,전체,차대사람,길가장자리구역통행중,3577,94,3699
2012,전체,차대사람,보도통행중,2399,83,2539
2012,전체,차대사람,기타/불명,20694,623,21387
2012,전체,차대차,충돌,75305,1108,126159
2012,전체,차대차,기타/불명,38582,455,59603
2012,전체,차대차,진행중 추돌,26841,358,50078
2012,전체,차대차,주정차중 추돌,21727,235,43011
2012,전체,차량단독,전도/전복,1477,271,1888
2012,전체,차량단독,충돌,4665,624,6338
2012,전체,차량단독,추락,508,126,878
2012,전체,차량단독,기타이탈,375,63,514
2012,전체,차량단독,기타/불명,4056,172,4622
2012,전체,철길건널목,차단기돌파,1,2,1
2012,전체,철길건널목,경보기 무시,3,1,4
2012,전체,철길건널목,기타/불명,5,0,7
2012,1월,차대사람,횡단중,1553,107,1542
2012,1월,차대사람,차도통행중,369,14,373
2012,1월,차대사람,길가장자리구역통행중,308,11,319
2012,1월,차대사람,보도통행중,185,7,198
2012,1월,차대사람,기타/불명,1385,37,1448
2012,1월,차대차,충돌,6037,73,10403
2012,1월,차대차,기타/불명,2410,24,3756
2012,1월,차대차,진행중 추돌,2021,26,3816
2012,1월,차대차,주정차중 추돌,1707,17,3363
2012,1월,차량단독,전도/전복,48,9,69
2012,1월,차량단독,충돌,422,60,509
2012,1월,차량단독,추락,65,16,111
2012,1월,차량단독,기타이탈,23,3,27
2012,1월,차량단독,기타/불명,284,13,347
2012,1월,철길건널목,경보기 무시,1,1,0
2012,2월,차대사람,횡단중,1489,84,1503
2012,2월,차대사람,차도통행중,293,11,301
2012,2월,차대사람,길가장자리구역통행중,327,9,330
2012,2월,차대사람,보도통행중,183,6,193
2012,2월,차대사람,기타/불명,1298,43,1336
2012,2월,차대차,충돌,5911,75,10031
2012,2월,차대차,기타/불명,2412,33,3743
2012,2월,차대차,진행중 추돌,2136,26,4040
2012,2월,차대차,주정차중 추돌,1783,12,3477
2012,2월,차량단독,전도/전복,67,14,77
2012,2월,차량단독,충돌,414,55,541
