시점,월별,요일별,도로종류별,사고건수,사망자수,부상자수
2009,전체,화,고속국도,471,54,1011
2009,전체,화,기타/불명,511,5,670
2009,전체,수,일반국도,4944,235,8305
2009,전체,수,지방도,2900,152,4449
2009,전체,수,특별광역시도,14781,190,20960
2009,전체,수,시도,8281,164,12111
2009,전체,수,군도,1099,33,1564
2009,전체,수,고속국도,459,49,1236
2009,전체,수,기타/불명,499,7,697
2009,전체,목,일반국도,5231,248,8828
2009,전체,목,지방도,2938,128,4624
2009,전체,목,특별광역시도,15181,243,21884
2009,전체,목,시도,8648,136,12818
2009,전체,목,군도,1152,49,1609
2009,전체,목,고속국도,470,56,1079
2009,전체,목,기타/불명,458,4,589
2009,전체,금,일반국도,5375,254,9088
2009,전체,금,지방도,3029,124,4728
2009,전체,금,특별광역시도,15994,206,23157
2009,전체,금,시도,8969,154,13448
2009,전체,금,군도,1141,44,1617
2009,전체,금,고속국도,557,65,1238
2009,전체,금,기타/불명,471,9,639
2009,전체,토,일반국도,5723,256,11008
2009,전체,토,지방도,3231,140,5491
2009,전체,토,특별광역시도,15997,220,24763
2009,전체,토,시도,8820,182,13868
2009,전체,토,군도,1019,41,1582
2009,전체,토,고속국도,712,66,2124
2009,전체,토,기타/불명,492,5,712
2009,1월,일,일반국도,360,13,775
2009,1월,일,지방도,158,12,314
2009,1월,일,특별광역시도,741,15,1237
2009,1월,일,시도,421,8,720
2009,1월,일,군도,57,1,118
2009,1월,일,고속국도,59,7,192
2009,1월,일,기타/불명,15,0,28
2009,1월,월,일반국도,316,18,540
2009,1월,월,지방도,178,9,327
2009,1월,월,특별광역시도,876,17,1324
2009,1월,월,시도,428,13,697
2009,1월,월,군도,53,1,99
2009,1월,월,고속국도,29,0,53
2009,1월,월,기타/불명,32,0,49
2009,1월,화,일반국도,325,30,577
2009,1월,화,지방도,187,13,394
2009,1월,화,특별광역시도,833,9,1290
2009,1월,화,시도,481,9,767
2009,1월,화,군도,52,0,81
2009,1월,화,고속국도,24,0,61
2009,1월,화,기타/불명,17,0,22
2009,1월,수,일반국도,340,19,574
2009,1월,수,지방도,162,9,251
2009,1월,수,특별광역시도,1001,11,1527
2009,1월,수,시도,543,12,805
2009,1월,수,군도,65,4,92
2009,1월,수,고속국도,39,4,92
2009,1월,수,기타/불명,24,1,33
2009,1월,목,일반국도,481,21,860
2009,1월,목,지방도,249,13,409
2009,1월,목,특별광역시도,1184,24,1877
2009,1월,목,시도,655,19,1010
2009,1월,목,군도,95,4,141
2009,1월,목,고속국도,42,1,127
2009,1월,목,기타/불명,29,1,53
2009,1월,금,일반국도,536,23,944
2009,1월,금,지방도,256,13,399
2009,1월,금,특별광역시도,1327,23,1951
2009,1월,금,시도,782,11,1208
2009,1월,금,군도,77,0,157
2009,1월,금,고속국도,55,8,107
2009,1월,금,기타/불명,19,0,25
2009,1월,토,일반국도,456,21,963
2009,1월,토,지방도,246,7,485
2009,1월,토,특별광역시도,1346,19,2131
2009,1월,토,시도,714,21,1135
2009,1월,토,군도,74,3,134
2009,1월,토,고속국도,67,7,188
2009,1월,토,기타/불명,26,1,30
2009,2월,일,일반국도,282,16,636
2009,2월,일,지방도,147,8,314
2009,2월,일,특별광역시도,887,14,1457
2009,2월,일,시도,454,10,726
2009,2월,일,군도,53,2,68
2009,2월,일,고속국도,36,6,96
2009,2월,일,기타/불명,17,1,23
2009,2월,월,일반국도,337,11,577
2009,2월,월,지방도,179,6,280
2009,2월,월,특별광역시도,950,23,1335
2009,2월,월,시도,548,7,851
2009,2월,월,군도,65,3,89
2009,2월,월,고속국도,28,4,44
2009,2월,월,기타/불명,17,1,24
2009,2월,화,일반국도,353,17,624
2009,2월,화,지방도,174,6,258
2009,2월,화,특별광역시도,1030,20,1496
2009,2월,화,시도,544,7,843
2009,2월,화,군도,65,3,93
2009,2월,화,고속국도,33,3,101
2009,2월,화,기타/불명,18,1,32
2009,2월,수,일반국도,316,14,512
2009,2월,수,지방도,191,8,304
2009,2월,수,특별광역시도,1021,20,1452
2009,2월,수,시도,543,6,814
2009,2월,수,군도,65,3,96
2009,2월,수,고속국도,34,5,51
2009,2월,수,기타/불명,23,0,31
2009,2월,목,일반국도,340,16,560
2009,2월,목,지방도,171,11,234
2009,2월,목,특별광역시도,978,18,1469
2009,2월,목,시도,533,9,860
2009,2월,목,군도,70,3,109
2009,2월,목,고속국도,33,5,70
2009,2월,목,기타/불명,12,0,15
2009,2월,금,일반국도,359,17,609
2009,2월,금,지방도,194,7,295
2009,2월,금,특별광역시도,1199,17,1797
2009,2월,금,시도,632,13,973
2009,2월,금,군도,64,0,94
2009,2월,금,고속국도,25,2,59
2009,2월,금,기타/불명,20,1,26
2009,2월,토,일반국도,384,12,761
2009,2월,토,지방도,218,11,344
2009,2월,토,특별광역시도,1146,22,1769
2009,2월,토,시도,581,6,918
2009,2월,토,군도,59,3,78
2009,2월,토,고속국도,51,7,120
2009,2월,토,기타/불명,23,0,42
2009,3월,일,일반국도,418,25,792
2009,3월,일,지방도,218,12,358
2009,3월,일,특별광역시도,1161,16,1923
2009,3월,일,시도,619,10,1035
2009,3월,일,군도,73,1,105
2009,3월,일,고속국도,40,4,83
2009,3월,일,기타/불명,13,0,22
2009,3월,월,일반국도,401,19,627
2009,3월,월,지방도,253,11,390
2009,3월,월,특별광역시도,1244,14,1751
2009,3월,월,시도,677,15,950
2009,3월,월,군도,101,7,145
2009,3월,월,고속국도,22,1,50
2009,3월,월,기타/불명,27,1,32
2009,3월,화,일반국도,439,22,777
2009,3월,화,지방도,231,6,363
2009,3월,화,특별광역시도,1330,13,1965
2009,3월,화,시도,747,15,1036
2009,3월,화,군도,81,1,121
2009,3월,화,고속국도,41,6,63
2009,3월,화,기타/불명,29,0,37
2009,3월,수,일반국도,336,20,528
2009,3월,수,지방도,191,8,269
2009,3월,수,특별광역시도,1011,11,1442
2009,3월,수,시도,574,13,824
2009,3월,수,군도,87,3,145
2009,3월,수,고속국도,25,1,287
2009,3월,수,기타/불명,27,0,33
2009,3월,목,일반국도,412,20,721
2009,3월,목,지방도,192,8,325
2009,3월,목,특별광역시도,1091,19,1554
2009,3월,목,시도,654,13,949
2009,3월,목,군도,76,2,97
2009,3월,목,고속국도,37,8,64
2009,3월,목,기타/불명,10,0,10
2009,3월,금,일반국도,365,20,594
2009,3월,금,지방도,229,8,364
2009,3월,금,특별광역시도,1237,20,1727
2009,3월,금,시도,693,9,1013
2009,3월,금,군도,74,7,105
2009,3월,금,고속국도,29,7,45
2009,3월,금,기타/불명,25,0,34
2009,3월,토,일반국도,392,17,712
2009,3월,토,지방도,217,16,322
2009,3월,토,특별광역시도,1277,16,1955
2009,3월,토,시도,673,19,1015
2009,3월,토,군도,67,2,91
2009,3월,토,고속국도,36,2,81
2009,3월,토,기타/불명,22,0,36
2009,4월,일,일반국도,418,10,879
2009,4월,일,지방도,211,11,384
2009,4월,일,특별광역시도,928,10,1474
2009,4월,일,시도,555,17,928
2009,4월,일,군도,76,4,103
2009,4월,일,고속국도,55,2,179
2009,4월,일,기타/불명,16,0,28
2009,4월,월,일반국도,459,13,736
2009,4월,월,지방도,230,15,387
2009,4월,월,특별광역시도,1162,19,1681
2009,4월,월,시도,669,6,1051
2009,4월,월,군도,87,6,123
2009,4월,월,고속국도,21,3,31
2009,4월,월,기타/불명,22,0,32
2009,4월,화,일반국도,381,18,604
2009,4월,화,지방도,214,5,317
2009,4월,화,특별광역시도,1180,14,1652
2009,4월,화,시도,648,16,937
2009,4월,화,군도,73,5,100
2009,4월,화,고속국도,31,5,53
2009,4월,화,기타/불명,25,0,39
2009,4월,수,일반국도,464,19,791
2009,4월,수,지방도,274,12,433
2009,4월,수,특별광역시도,1382,19,1926
2009,4월,수,시도,761,15,1136
2009,4월,수,군도,97,2,133
2009,4월,수,고속국도,39,1,86
2009,4월,수,기타/불명,19,1,27
2009,4월,목,일반국도,460,19,809
2009,4월,목,지방도,231,10,349
2009,4월,목,특별광역시도,1421,34,1904
2009,4월,목,시도,790,9,1156
2009,4월,목,군도,115,2,158
2009,4월,목,고속국도,36,6,99
2009,4월,목,기타/불명,21,0,28
2009,4월,금,일반국도,425,23,695
2009,4월,금,지방도,235,9,333
2009,4월,금,특별광역시도,1252,11,1858
2009,4월,금,시도,697,11,1028
2009,4월,금,군도,88,1,121
2009,4월,금,고속국도,34,5,123
2009,4월,금,기타/불명,23,0,41
2009,4월,토,일반국도,446,14,835
2009,4월,토,지방도,269,9,476
2009,4월,토,특별광역시도,1251,12,1886
2009,4월,토,시도,720,15,1114
2009,4월,토,군도,76,1,111
2009,4월,토,고속국도,41,0,104
2009,4월,토,기타/불명,25,0,43
2009,5월,일,일반국도,477,18,1009
2009,5월,일,지방도,290,16,518
2009,5월,일,특별광역시도,1229,21,1974
2009,5월,일,시도,702,16,1186
2009,5월,일,군도,102,6,156
2009,5월,일,고속국도,71,4,206
2009,5월,일,기타/불명,27,2,50
2009,5월,월,일반국도,413,20,720
2009,5월,월,지방도,243,9,371
2009,5월,월,특별광역시도,1190,15,1679
2009,5월,월,시도,669,16,986
2009,5월,월,군도,96,2,134
2009,5월,월,고속국도,34,4,95
2009,5월,월,기타/불명,15,0,17
2009,5월,화,일반국도,432,21,805
2009,5월,화,지방도,215,8,338
2009,5월,화,특별광역시도,1187,23,1734
2009,5월,화,시도,583,10,841
2009,5월,화,군도,93,2,135
2009,5월,화,고속국도,42,5,74
2009,5월,화,기타/불명,32,0,46
2009,5월,수,일반국도,398,19,685
2009,5월,수,지방도,232,15,370
2009,5월,수,특별광역시도,1165,10,1685
2009,5월,수,시도,589,8,899
2009,5월,수,군도,78,1,99
2009,5월,수,고속국도,29,3,48
2009,5월,수,기타/불명,27,0,47
2009,5월,목,일반국도,395,24,606
2009,5월,목,지방도,242,11,374
2009,5월,목,특별광역시도,1263,22,1813
2009,5월,목,시도,632,11,939
2009,5월,목,군도,88,2,114
2009,5월,목,고속국도,42,8,65
2009,5월,목,기타/불명,27,0,36
2009,5월,금,일반국도,573,21,916
2009,5월,금,지방도,309,11,487
2009,5월,금,특별광역시도,1456,18,2102
2009,5월,금,시도,842,17,1280
2009,5월,금,군도,142,6,190
2009,5월,금,고속국도,55,5,125
2009,5월,금,기타/불명,41,0,56
2009,5월,토,일반국도,567,26,1099
2009,5월,토,지방도,320,7,543
2009,5월,토,특별광역시도,1486,25,2260
2009,5월,토,시도,877,18,1410
2009,5월,토,군도,118,4,163
2009,5월,토,고속국도,76,8,229
2009,5월,토,기타/불명,26,1,29
2009,6월,일,일반국도,361,11,734
2009,6월,일,지방도,215,7,350
2009,6월,일,특별광역시도,919,15,1457
2009,6월,일,시도,545,7,889
2009,6월,일,군도,74,3,126
2009,6월,일,고속국도,48,3,135
2009,6월,일,기타/불명,21,0,33
2009,6월,월,일반국도,475,14,728
2009,6월,월,지방도,243,12,344
2009,6월,월,특별광역시도,1405,17,1927
2009,6월,월,시도,786,10,1186
2009,6월,월,군도,127,3,170
2009,6월,월,고속국도,56,7,105
2009,6월,월,기타/불명,31,2,34
2009,6월,화,일반국도,507,19,880
2009,6월,화,지방도,298,9,493
2009,6월,화,특별광역시도,1414,21,1966
2009,6월,화,시도,864,18,1251
2009,6월,화,군도,117,3,178
2009,6월,화,고속국도,51,5,87
2009,6월,화,기타/불명,35,0,48
2009,6월,수,일반국도,390,9,628
2009,6월,수,지방도,230,12,328
2009,6월,수,특별광역시도,1113,18,1545
2009,6월,수,시도,654,12,953
2009,6월,수,군도,110,2,155
2009,6월,수,고속국도,41,6,112
2009,6월,수,기타/불명,28,0,34
2009,6월,목,일반국도,352,22,537
2009,6월,목,지방도,227,9,338
2009,6월,목,특별광역시도,1142,16,1579
2009,6월,목,시도,626,7,859
2009,6월,목,군도,95,6,115
2009,6월,목,고속국도,31,5,72
2009,6월,목,기타/불명,16,1,19
2009,6월,금,일반국도,423,15,672
2009,6월,금,지방도,260,7,380
2009,6월,금,특별광역시도,1279,15,1763
2009,6월,금,시도,663,11,948
2009,6월,금,군도,81,2,110
2009,6월,금,고속국도,34,7,77
2009,6월,금,기타/불명,29,2,44
2009,6월,토,일반국도,460,19,863
2009,6월,토,지방도,258,12,454
2009,6월,토,특별광역시도,1275,10,1948
2009,6월,토,시도,664,12,1024
2009,6월,토,군도,84,5,115
2009,6월,토,고속국도,58,5,244
2009,6월,토,기타/불명,34,0,47
2009,7월,일,일반국도,360,11,743
2009,7월,일,지방도,193,5,369
2009,7월,일,특별광역시도,1017,10,1664
2009,7월,일,시도,545,15,886
2009,7월,일,군도,73,0,106
2009,7월,일,고속국도,54,3,147
2009,7월,일,기타/불명,27,1,41
2009,7월,월,일반국도,362,21,604
2009,7월,월,지방도,224,10,322
2009,7월,월,특별광역시도,1146,8,1622
2009,7월,월,시도,637,15,882
2009,7월,월,군도,77,4,102
2009,7월,월,고속국도,36,3,66
2009,7월,월,기타/불명,29,0,42
2009,7월,화,일반국도,418,23,747
2009,7월,화,지방도,234,12,369
2009,7월,화,특별광역시도,1206,13,1746
2009,7월,화,시도,701,10,1090
2009,7월,화,군도,79,4,109
2009,7월,화,고속국도,48,8,110
2009,7월,화,기타/불명,43,0,64
2009,7월,수,일반국도,470,17,839
2009,7월,수,지방도,269,4,401
2009,7월,수,특별광역시도,1497,23,2070
2009,7월,수,시도,797,15,1133
2009,7월,수,군도,106,1,159
2009,7월,수,고속국도,47,6,102
2009,7월,수,기타/불명,38,0,49
2009,7월,목,일반국도,516,18,887
2009,7월,목,지방도,294,15,466
2009,7월,목,특별광역시도,1435,23,2047
2009,7월,목,시도,817,12,1224
2009,7월,목,군도,125,3,176
2009,7월,목,고속국도,53,7,123
2009,7월,목,기타/불명,34,0,40
2009,7월,금,일반국도,512,19,885
2009,7월,금,지방도,264,11,426
2009,7월,금,특별광역시도,1511,16,2214
2009,7월,금,시도,911,15,1337
2009,7월,금,군도,125,4,173
2009,7월,금,고속국도,72,5,151
2009,7월,금,기타/불명,38,1,47
2009,7월,토,일반국도,429,23,823
2009,7월,토,지방도,236,6,412
2009,7월,토,특별광역시도,1299,10,2017
2009,7월,토,시도,701,12,1183
2009,7월,토,군도,95,7,145
2009,7월,토,고속국도,54,5,146
2009,7월,토,기타/불명,27,0,39
2009,8월,일,일반국도,524,20,1144
2009,8월,일,지방도,294,12,605
2009,8월,일,특별광역시도,1129,16,1832
2009,8월,일,시도,622,14,1102
2009,8월,일,군도,108,3,200
2009,8월,일,고속국도,71,16,232
2009,8월,일,기타/불명,33,0,58
2009,8월,월,일반국도,482,19,874
2009,8월,월,지방도,276,15,431
2009,8월,월,특별광역시도,1288,16,1802
2009,8월,월,시도,791,14,1194
2009,8월,월,군도,105,8,153
2009,8월,월,고속국도,51,7,125
2009,8월,월,기타/불명,58,0,85
2009,8월,화,일반국도,422,11,792
2009,8월,화,지방도,227,10,342
2009,8월,화,특별광역시도,1187,18,1743
2009,8월,화,시도,659,16,974
2009,8월,화,군도,84,3,140
2009,8월,화,고속국도,40,5,71
2009,8월,화,기타/불명,37,1,48
2009,8월,수,일반국도,402,14,741
2009,8월,수,지방도,227,7,391
2009,8월,수,특별광역시도,1162,14,1641
2009,8월,수,시도,703,22,1010
2009,8월,수,군도,87,3,142
2009,8월,수,고속국도,52,5,119
2009,8월,수,기타/불명,39,1,52
2009,8월,목,일반국도,427,21,718
2009,8월,목,지방도,223,4,366
2009,8월,목,특별광역시도,1164,14,1696
2009,8월,목,시도,729,10,1129
2009,8월,목,군도,118,8,163
2009,8월,목,고속국도,41,6,96
2009,8월,목,기타/불명,31,0,39
2009,8월,금,일반국도,407,19,754
2009,8월,금,지방도,269,7,432
2009,8월,금,특별광역시도,1247,17,1772
2009,8월,금,시도,716,7,1106
2009,8월,금,군도,96,3,142
2009,8월,금,고속국도,40,9,78
2009,8월,금,기타/불명,39,0,60
2009,8월,토,일반국도,575,28,1173
2009,8월,토,지방도,339,22,585
2009,8월,토,특별광역시도,1344,17,2109
2009,8월,토,시도,787,20,1264
2009,8월,토,군도,117,4,206
2009,8월,토,고속국도,69,8,195
2009,8월,토,기타/불명,55,0,74
2009,9월,일,일반국도,448,15,933
2009,9월,일,지방도,272,13,484
2009,9월,일,특별광역시도,989,13,1578
2009,9월,일,시도,617,18,946
2009,9월,일,군도,83,3,118
2009,9월,일,고속국도,64,5,195
2009,9월,일,기타/불명,44,0,70
2009,9월,월,일반국도,426,17,674
2009,9월,월,지방도,242,10,380
2009,9월,월,특별광역시도,1253,21,1707
2009,9월,월,시도,680,10,1014
2009,9월,월,군도,83,3,112
2009,9월,월,고속국도,30,2,53
2009,9월,월,기타/불명,60,0,79
2009,9월,화,일반국도,522,28,827
2009,9월,화,지방도,306,18,461
2009,9월,화,특별광역시도,1536,26,2127
2009,9월,화,시도,838,13,1235
2009,9월,화,군도,109,6,151
2009,9월,화,고속국도,52,7,109
2009,9월,화,기타/불명,75,1,90
2009,9월,수,일반국도,533,30,885
2009,9월,수,지방도,330,13,482
2009,9월,수,특별광역시도,1518,15,2068
2009,9월,수,시도,856,13,1210
2009,9월,수,군도,114,3,148
2009,9월,수,고속국도,36,3,72
2009,9월,수,기타/불명,77,3,106
2009,9월,목,일반국도,415,17,647
2009,9월,목,지방도,238,10,365
2009,9월,목,특별광역시도,1247,13,1853
2009,9월,목,시도,658,9,927
2009,9월,목,군도,76,5,101
2009,9월,목,고속국도,31,1,89
2009,9월,목,기타/불명,68,0,89
2009,9월,금,일반국도,417,14,662
2009,9월,금,지방도,256,11,394
2009,9월,금,특별광역시도,1373,15,2011
2009,9월,금,시도,754,15,1119
2009,9월,금,군도,88,2,111
2009,9월,금,고속국도,44,3,80
2009,9월,금,기타/불명,50,0,58
2009,9월,토,일반국도,490,20,879
2009,9월,토,지방도,299,12,457
2009,9월,토,특별광역시도,1370,21,2071
2009,9월,토,시도,747,19,1097
2009,9월,토,군도,92,2,141
2009,9월,토,고속국도,44,2,162
2009,9월,토,기타/불명,54,0,73
2009,10월,일,일반국도,361,15,776
2009,10월,일,지방도,222,8,380
2009,10월,일,특별광역시도,969,20,1518
2009,10월,일,시도,565,13,924
2009,10월,일,군도,86,2,127
2009,10월,일,고속국도,62,3,270
2009,10월,일,기타/불명,50,0,57
2009,10월,월,일반국도,379,23,576
2009,10월,월,지방도,227,9,337
2009,10월,월,특별광역시도,1196,21,1743
2009,10월,월,시도,719,17,1033
2009,10월,월,군도,71,3,109
2009,10월,월,고속국도,35,3,87
2009,10월,월,기타/불명,65,0,92
2009,10월,화,일반국도,404,16,689
2009,10월,화,지방도,249,16,389
2009,10월,화,특별광역시도,1231,23,1706
2009,10월,화,시도,724,15,1040
2009,10월,화,군도,101,3,136
2009,10월,화,고속국도,27,3,115
2009,10월,화,기타/불명,70,1,85
2009,10월,수,일반국도,400,25,625
2009,10월,수,지방도,233,13,347
2009,10월,수,특별광역시도,1227,22,1670
2009,10월,수,시도,700,12,982
2009,10월,수,군도,96,3,120
2009,10월,수,고속국도,41,7,84
2009,10월,수,기타/불명,57,1,91
2009,10월,목,일반국도,533,24,913
2009,10월,목,지방도,311,11,512
2009,10월,목,특별광역시도,1537,26,2062
2009,10월,목,시도,933,13,1336
2009,10월,목,군도,113,4,166
2009,10월,목,고속국도,40,1,82
2009,10월,목,기타/불명,87,1,119
2009,10월,금,일반국도,521,38,899
2009,10월,금,지방도,307,17,538
2009,10월,금,특별광역시도,1596,23,2274
2009,10월,금,시도,893,14,1295
2009,10월,금,군도,131,9,187
2009,10월,금,고속국도,65,4,163
2009,10월,금,기타/불명,70,4,81
2009,10월,토,일반국도,625,35,1279
2009,10월,토,지방도,342,14,639
2009,10월,토,특별광역시도,1572,26,2494
2009,10월,토,시도,929,19,1570
2009,10월,토,군도,102,4,173
2009,10월,토,고속국도,81,6,250
2009,10월,토,기타/불명,85,2,115
2009,11월,일,일반국도,516,30,1024
2009,11월,일,지방도,252,10,471
2009,11월,일,특별광역시도,1438,20,2355
2009,11월,일,시도,783,16,1285
2009,11월,일,군도,112,6,187
2009,11월,일,고속국도,60,11,221
2009,11월,일,기타/불명,59,0,84
2009,11월,월,일반국도,478,27,835
2009,11월,월,지방도,265,10,386
2009,11월,월,특별광역시도,1381,15,1966
2009,11월,월,시도,795,18,1130
2009,11월,월,군도,97,4,144
2009,11월,월,고속국도,43,4,97
2009,11월,월,기타/불명,69,2,83
2009,11월,화,일반국도,352,15,566
2009,11월,화,지방도,230,8,316
2009,11월,화,특별광역시도,1147,16,1600
2009,11월,화,시도,729,8,1118
2009,11월,화,군도,71,1,101
2009,11월,화,고속국도,35,2,65
2009,11월,화,기타/불명,52,0,71
2009,11월,수,일반국도,408,23,653
2009,11월,수,지방도,258,9,401
2009,11월,수,특별광역시도,1229,10,1774
2009,11월,수,시도,694,14,1026
2009,11월,수,군도,97,8,127
2009,11월,수,고속국도,31,2,84
2009,11월,수,기타/불명,59,0,84
2009,11월,목,일반국도,379,21,632
2009,11월,목,지방도,260,13,412
2009,11월,목,특별광역시도,1099,14,1641
2009,11월,목,시도,689,14,1000
2009,11월,목,군도,94,7,137
2009,11월,목,고속국도,34,5,75
2009,11월,목,기타/불명,51,1,58
2009,11월,금,일반국도,402,24,664
2009,11월,금,지방도,233,15,318
2009,11월,금,특별광역시도,1279,12,1792
2009,11월,금,시도,693,12,1064
2009,11월,금,군도,102,8,134
2009,11월,금,고속국도,53,6,94
2009,11월,금,기타/불명,59,0,88
2009,11월,토,일반국도,488,28,871
2009,11월,토,지방도,268,14,386
2009,11월,토,특별광역시도,1320,22,1983
2009,11월,토,시도,727,6,1098
2009,11월,토,군도,69,4,107
2009,11월,토,고속국도,74,7,192
2009,11월,토,기타/불명,43,0,62
2009,12월,일,일반국도,352,18,698
2009,12월,일,지방도,171,12,296
2009,12월,일,특별광역시도,982,10,1727
2009,12월,일,시도,555,2,971
2009,12월,일,군도,50,4,69
2009,12월,일,고속국도,51,2,139
2009,12월,일,기타/불명,34,0,57
2009,12월,월,일반국도,363,29,638
2009,12월,월,지방도,224,7,336
2009,12월,월,특별광역시도,1107,14,1560
2009,12월,월,시도,640,10,902
2009,12월,월,군도,83,4,122
2009,12월,월,고속국도,23,3,47
2009,12월,월,기타/불명,54,1,90
2009,12월,화,일반국도,460,20,745
2009,12월,화,지방도,218,7,330
2009,12월,화,특별광역시도,1324,14,1879
2009,12월,화,시도,780,18,1143
2009,12월,화,군도,101,5,135
2009,12월,화,고속국도,47,5,102
2009,12월,화,기타/불명,78,1,88
2009,12월,수,일반국도,487,26,844
2009,12월,수,지방도,303,42,472
2009,12월,수,특별광역시도,1455,17,2160
2009,12월,수,시도,867,22,1319
2009,12월,수,군도,97,0,148
2009,12월,수,고속국도,45,6,99
2009,12월,수,기타/불명,81,0,110
2009,12월,목,일반국도,521,25,938
2009,12월,목,지방도,300,13,474
2009,12월,목,특별광역시도,1620,20,2389
2009,12월,목,시도,932,10,1429
2009,12월,목,군도,87,3,132
2009,12월,목,고속국도,50,3,117
2009,12월,목,기타/불명,72,0,83
2009,12월,금,일반국도,435,21,794
2009,12월,금,지방도,217,8,362
2009,12월,금,특별광역시도,1238,19,1896
2009,12월,금,시도,693,19,1077
2009,12월,금,군도,73,2,93
2009,12월,금,고속국도,51,4,136
2009,12월,금,기타/불명,58,1,79
2009,12월,토,일반국도,411,13,750
2009,12월,토,지방도,219,10,388
2009,12월,토,특별광역시도,1311,20,2140
2009,12월,토,시도,700,15,1040
2009,12월,토,군도,66,2,118
2009,12월,토,고속국도,61,9,213
2009,12월,토,기타/불명,72,1,122
2010,전체,일,일반국도,4276,201,8564
2010,전체,일,지방도,2559,108,4666
2010,전체,일,특별광역시도,12127,163,19600
2010,전체,일,시도,7162,142,11672
2010,전체,일,군도,775,32,1241
2010,전체,일,고속국도,631,41,1922
2010,전체,일,기타/불명,899,15,1376
2010,전체,월,일반국도,4538,231,7762
2010,전체,월,지방도,2885,129,4412
2010,전체,월,특별광역시도,13391,192,19196
2010,전체,월,시도,8146,168,11935
2010,전체,월,군도,958,27,1385
2010,전체,월,고속국도,499,77,1172
2010,전체,월,기타/불명,1029,18,1370
2010,전체,화,일반국도,4481,211,7626
2010,전체,화,지방도,2706,114,4215
2010,전체,화,특별광역시도,13813,181,19607
2010,전체,화,시도,8048,132,11854
2010,전체,화,군도,907,27,1324
2010,전체,화,고속국도,489,49,1078
2010,전체,화,기타/불명,1020,15,1299
2010,전체,수,일반국도,4615,208,8048
2010,전체,수,지방도,2795,123,4280
2010,전체,수,특별광역시도,13913,219,19870
2010,전체,수,시도,8171,133,12116
2010,전체,수,군도,912,35,1330
2010,전체,수,고속국도,525,47,1115
2010,전체,수,기타/불명,1079,21,1433
2010,전체,목,일반국도,4508,183,7531
2010,전체,목,지방도,2898,121,4623
2010,전체,목,특별광역시도,14210,173,20553
2010,전체,목,시도,8420,154,12367
2010,전체,목,군도,951,42,1354
2010,전체,목,고속국도,519,60,1137
2010,전체,목,기타/불명,1080,18,1528
2010,전체,금,일반국도,4990,216,8542
2010,전체,금,지방도,3036,120,4848
2010,전체,금,특별광역시도,15670,229,22776
2010,전체,금,시도,9231,157,13932
2010,전체,금,군도,1003,45,1413
2010,전체,금,고속국도,548,48,1261
2010,전체,금,기타/불명,1122,29,1488
2010,전체,토,일반국도,5071,226,9712
2010,전체,토,지방도,3028,149,5063
2010,전체,토,특별광역시도,15393,188,23614
2010,전체,토,시도,8952,154,14060
2010,전체,토,군도,980,43,1529
2010,전체,토,고속국도,713,67,1984
2010,전체,토,기타/불명,1206,24,1675
2010,1월,일,일반국도,374,20,737
2010,1월,일,지방도,205,6,380
2010,1월,일,특별광역시도,1116,15,1836
2010,1월,일,시도,579,12,965
2010,1월,일,군도,53,3,89
2010,1월,일,고속국도,44,1,118
2010,1월,일,기타/불명,37,0,64
2010,1월,월,일반국도,314,20,579
2010,1월,월,지방도,176,7,257
2010,1월,월,특별광역시도,879,9,1322
2010,1월,월,시도,573,9,835
2010,1월,월,군도,64,0,99
2010,1월,월,고속국도,44,6,165
2010,1월,월,기타/불명,35,0,60
2010,1월,화,일반국도,286,19,487
2010,1월,화,지방도,207,8,340
2010,1월,화,특별광역시도,986,19,1494
2010,1월,화,시도,512,13,809
2010,1월,화,군도,49,1,69
2010,1월,화,고속국도,31,5,84
2010,1월,화,기타/불명,47,1,61
2010,1월,수,일반국도,347,16,579
2010,1월,수,지방도,195,10,309
2010,1월,수,특별광역시도,972,13,1439
2010,1월,수,시도,639,11,1003
2010,1월,수,군도,55,1,87
2010,1월,수,고속국도,38,9,83
2010,1월,수,기타/불명,53,2,78
2010,1월,목,일반국도,354,14,583
2010,1월,목,지방도,236,11,368
2010,1월,목,특별광역시도,997,12,1520
2010,1월,목,시도,617,10,911
2010,1월,목,군도,79,0,118
2010,1월,목,고속국도,37,6,69
2010,1월,목,기타/불명,53,1,84
2010,1월,금,일반국도,415,24,774
2010,1월,금,지방도,266,13,414
2010,1월,금,특별광역시도,1330,18,2058
2010,1월,금,시도,763,13,1269
2010,1월,금,군도,76,6,104
2010,1월,금,고속국도,50,4,103
2010,1월,금,기타/불명,58,1,88
2010,1월,토,일반국도,431,19,818
2010,1월,토,지방도,244,7,467
2010,1월,토,특별광역시도,1300,19,2061
2010,1월,토,시도,714,15,1074
2010,1월,토,군도,70,6,117
2010,1월,토,고속국도,51,2,118
2010,1월,토,기타/불명,73,1,109
2010,2월,일,일반국도,278,16,594
2010,2월,일,지방도,163,10,310
2010,2월,일,특별광역시도,796,16,1300
2010,2월,일,시도,433,5,756
2010,2월,일,군도,47,2,86
2010,2월,일,고속국도,30,5,109
2010,2월,일,기타/불명,31,0,60
2010,2월,월,일반국도,266,13,503
2010,2월,월,지방도,171,1,290
2010,2월,월,특별광역시도,834,16,1270
2010,2월,월,시도,497,13,785
