시점,월별,요일별,도로종류별,사고건수,사망자수,부상자수
2014,4월,수,고속국도,35,5,61
2014,4월,수,기타/불명,236,4,267
2014,4월,목,일반국도,181,8,328
2014,4월,목,지방도,212,7,321
2014,4월,목,특별광역시도,1042,12,1473
2014,4월,목,시도,818,12,1226
2014,4월,목,군도,92,0,124
2014,4월,목,고속국도,31,0,74
2014,4월,목,기타/불명,185,1,216
2014,4월,금,일반국도,184,10,292
2014,4월,금,지방도,213,7,323
2014,4월,금,특별광역시도,1065,11,1536
2014,4월,금,시도,787,17,1185
2014,4월,금,군도,82,4,106
2014,4월,금,고속국도,38,8,77
2014,4월,금,기타/불명,203,0,234
2014,4월,토,일반국도,163,1,322
2014,4월,토,지방도,216,8,310
2014,4월,토,특별광역시도,997,10,1484
2014,4월,토,시도,772,19,1207
2014,4월,토,군도,75,4,117
2014,4월,토,고속국도,44,1,114
2014,4월,토,기타/불명,184,2,229
2014,5월,일,일반국도,189,8,381
2014,5월,일,지방도,206,10,380
2014,5월,일,특별광역시도,891,7,1420
2014,5월,일,시도,724,12,1181
2014,5월,일,군도,105,2,156
2014,5월,일,고속국도,42,1,117
2014,5월,일,기타/불명,168,4,222
2014,5월,월,일반국도,209,7,374
2014,5월,월,지방도,200,4,316
2014,5월,월,특별광역시도,896,15,1296
2014,5월,월,시도,732,10,1096
2014,5월,월,군도,119,8,191
2014,5월,월,고속국도,26,3,118
2014,5월,월,기타/불명,223,3,282
2014,5월,화,일반국도,172,12,304
2014,5월,화,지방도,203,5,292
2014,5월,화,특별광역시도,951,13,1444
2014,5월,화,시도,716,9,1077
2014,5월,화,군도,113,3,174
2014,5월,화,고속국도,35,6,75
2014,5월,화,기타/불명,195,2,213
2014,5월,수,일반국도,204,14,306
2014,5월,수,지방도,193,6,303
2014,5월,수,특별광역시도,1067,15,1499
2014,5월,수,시도,845,12,1250
2014,5월,수,군도,106,3,141
2014,5월,수,고속국도,28,2,81
2014,5월,수,기타/불명,237,5,267
2014,5월,목,일반국도,281,19,476
2014,5월,목,지방도,255,6,382
2014,5월,목,특별광역시도,1404,13,1939
2014,5월,목,시도,1050,19,1519
2014,5월,목,군도,108,4,165
2014,5월,목,고속국도,47,3,93
2014,5월,목,기타/불명,253,3,296
2014,5월,금,일반국도,225,7,382
2014,5월,금,지방도,310,7,458
2014,5월,금,특별광역시도,1373,15,1912
2014,5월,금,시도,1118,23,1613
2014,5월,금,군도,157,3,207
2014,5월,금,고속국도,50,2,98
2014,5월,금,기타/불명,295,9,339
2014,5월,토,일반국도,264,8,505
2014,5월,토,지방도,305,10,509
2014,5월,토,특별광역시도,1466,10,2312
2014,5월,토,시도,1045,15,1705
2014,5월,토,군도,151,7,235
2014,5월,토,고속국도,71,10,241
2014,5월,토,기타/불명,291,4,342
2014,6월,일,일반국도,188,5,330
2014,6월,일,지방도,222,2,379
2014,6월,일,특별광역시도,1017,15,1731
2014,6월,일,시도,720,11,1234
2014,6월,일,군도,95,1,140
2014,6월,일,고속국도,60,4,142
2014,6월,일,기타/불명,217,4,270
2014,6월,월,일반국도,264,13,452
2014,6월,월,지방도,236,11,344
2014,6월,월,특별광역시도,1207,15,1705
2014,6월,월,시도,978,20,1438
2014,6월,월,군도,130,7,185
2014,6월,월,고속국도,31,0,67
2014,6월,월,기타/불명,273,1,340
2014,6월,화,일반국도,181,5,314
2014,6월,화,지방도,226,5,306
2014,6월,화,특별광역시도,1041,16,1481
2014,6월,화,시도,764,15,1105
2014,6월,화,군도,99,6,123
2014,6월,화,고속국도,34,2,68
2014,6월,화,기타/불명,208,3,251
2014,6월,수,일반국도,190,16,297
2014,6월,수,지방도,228,7,360
2014,6월,수,특별광역시도,1022,8,1463
2014,6월,수,시도,788,16,1126
2014,6월,수,군도,79,2,124
2014,6월,수,고속국도,33,3,65
2014,6월,수,기타/불명,224,2,277
2014,6월,목,일반국도,178,12,289
2014,6월,목,지방도,209,4,300
2014,6월,목,특별광역시도,998,6,1416
2014,6월,목,시도,745,15,1060
2014,6월,목,군도,93,4,147
2014,6월,목,고속국도,46,6,106
2014,6월,목,기타/불명,219,3,272
2014,6월,금,일반국도,171,4,282
2014,6월,금,지방도,200,3,292
2014,6월,금,특별광역시도,1061,15,1495
2014,6월,금,시도,805,12,1196
2014,6월,금,군도,85,0,117
2014,6월,금,고속국도,50,1,118
2014,6월,금,기타/불명,197,4,233
2014,6월,토,일반국도,208,15,385
2014,6월,토,지방도,207,6,313
2014,6월,토,특별광역시도,1132,13,1733
2014,6월,토,시도,829,18,1353
2014,6월,토,군도,78,4,110
2014,6월,토,고속국도,59,2,165
2014,6월,토,기타/불명,205,5,241
2014,7월,일,일반국도,173,11,414
2014,7월,일,지방도,176,8,326
2014,7월,일,특별광역시도,860,11,1351
2014,7월,일,시도,628,11,1040
2014,7월,일,군도,65,3,113
2014,7월,일,고속국도,41,5,115
2014,7월,일,기타/불명,173,2,215
2014,7월,월,일반국도,166,8,271
2014,7월,월,지방도,195,10,296
2014,7월,월,특별광역시도,990,12,1387
2014,7월,월,시도,679,18,998
2014,7월,월,군도,82,1,118
2014,7월,월,고속국도,44,6,92
2014,7월,월,기타/불명,200,3,227
2014,7월,화,일반국도,219,6,409
2014,7월,화,지방도,251,6,396
2014,7월,화,특별광역시도,1239,14,1713
2014,7월,화,시도,967,26,1434
2014,7월,화,군도,115,3,181
2014,7월,화,고속국도,44,3,93
2014,7월,화,기타/불명,248,8,301
2014,7월,수,일반국도,230,8,398
2014,7월,수,지방도,253,3,392
2014,7월,수,특별광역시도,1328,9,1781
2014,7월,수,시도,1042,11,1587
2014,7월,수,군도,105,1,142
2014,7월,수,고속국도,45,3,131
2014,7월,수,기타/불명,279,4,334
2014,7월,목,일반국도,244,8,418
2014,7월,목,지방도,271,17,417
2014,7월,목,특별광역시도,1407,15,1941
2014,7월,목,시도,1003,24,1503
2014,7월,목,군도,130,8,205
2014,7월,목,고속국도,53,2,155
2014,7월,목,기타/불명,247,7,299
2014,7월,금,일반국도,239,11,404
2014,7월,금,지방도,222,5,350
2014,7월,금,특별광역시도,1214,12,1754
2014,7월,금,시도,914,21,1378
2014,7월,금,군도,85,2,132
2014,7월,금,고속국도,55,1,108
2014,7월,금,기타/불명,230,5,290
2014,7월,토,일반국도,191,9,370
2014,7월,토,지방도,213,11,345
2014,7월,토,특별광역시도,1028,15,1570
2014,7월,토,시도,745,15,1188
2014,7월,토,군도,80,4,131
2014,7월,토,고속국도,44,0,120
2014,7월,토,기타/불명,197,1,263
2014,8월,일,일반국도,240,8,529
2014,8월,일,지방도,209,10,367
2014,8월,일,특별광역시도,1035,12,1684
2014,8월,일,시도,803,6,1378
2014,8월,일,군도,92,0,198
2014,8월,일,고속국도,77,5,193
2014,8월,일,기타/불명,204,1,298
2014,8월,월,일반국도,216,21,374
2014,8월,월,지방도,234,4,346
2014,8월,월,특별광역시도,1026,8,1481
2014,8월,월,시도,774,9,1225
2014,8월,월,군도,83,4,103
2014,8월,월,고속국도,39,4,69
2014,8월,월,기타/불명,193,0,244
2014,8월,화,일반국도,166,8,297
2014,8월,화,지방도,209,8,321
2014,8월,화,특별광역시도,1068,14,1506
2014,8월,화,시도,789,15,1161
2014,8월,화,군도,88,3,136
2014,8월,화,고속국도,43,0,103
2014,8월,화,기타/불명,206,3,254
2014,8월,수,일반국도,200,8,382
2014,8월,수,지방도,222,9,335
2014,8월,수,특별광역시도,965,13,1376
2014,8월,수,시도,799,13,1228
2014,8월,수,군도,87,6,132
2014,8월,수,고속국도,39,3,105
2014,8월,수,기타/불명,201,6,247
2014,8월,목,일반국도,181,2,328
2014,8월,목,지방도,230,5,338
2014,8월,목,특별광역시도,1088,10,1607
2014,8월,목,시도,790,17,1211
2014,8월,목,군도,94,5,143
2014,8월,목,고속국도,41,4,99
2014,8월,목,기타/불명,207,0,245
2014,8월,금,일반국도,227,8,473
2014,8월,금,지방도,278,10,449
2014,8월,금,특별광역시도,1381,11,1977
2014,8월,금,시도,996,18,1486
2014,8월,금,군도,105,3,143
2014,8월,금,고속국도,85,4,241
2014,8월,금,기타/불명,268,2,334
2014,8월,토,일반국도,252,11,530
2014,8월,토,지방도,309,10,525
2014,8월,토,특별광역시도,1286,14,1958
2014,8월,토,시도,1006,16,1562
2014,8월,토,군도,124,3,184
2014,8월,토,고속국도,89,3,367
2014,8월,토,기타/불명,259,2,361
2014,9월,일,일반국도,168,8,350
2014,9월,일,지방도,184,11,298
2014,9월,일,특별광역시도,765,15,1193
2014,9월,일,시도,630,18,1051
2014,9월,일,군도,66,3,109
2014,9월,일,고속국도,40,3,140
2014,9월,일,기타/불명,178,2,239
2014,9월,월,일반국도,227,12,463
2014,9월,월,지방도,289,11,486
2014,9월,월,특별광역시도,1090,17,1610
2014,9월,월,시도,926,19,1405
2014,9월,월,군도,117,7,187
2014,9월,월,고속국도,58,2,148
2014,9월,월,기타/불명,280,2,343
2014,9월,화,일반국도,238,10,437
2014,9월,화,지방도,277,12,414
2014,9월,화,특별광역시도,1335,17,1885
2014,9월,화,시도,1022,21,1535
2014,9월,화,군도,112,4,174
2014,9월,화,고속국도,41,4,80
2014,9월,화,기타/불명,294,5,381
2014,9월,수,일반국도,181,9,329
2014,9월,수,지방도,193,4,295
2014,9월,수,특별광역시도,1070,12,1527
2014,9월,수,시도,838,16,1269
2014,9월,수,군도,84,4,127
2014,9월,수,고속국도,48,8,116
2014,9월,수,기타/불명,213,6,258
2014,9월,목,일반국도,199,15,293
2014,9월,목,지방도,232,12,365
2014,9월,목,특별광역시도,998,8,1442
2014,9월,목,시도,809,14,1148
2014,9월,목,군도,91,8,111
2014,9월,목,고속국도,30,4,49
2014,9월,목,기타/불명,248,5,291
2014,9월,금,일반국도,213,10,349
2014,9월,금,지방도,230,11,323
2014,9월,금,특별광역시도,1206,17,1735
2014,9월,금,시도,890,15,1230
2014,9월,금,군도,86,6,117
2014,9월,금,고속국도,51,5,146
2014,9월,금,기타/불명,240,4,304
2014,9월,토,일반국도,215,8,413
2014,9월,토,지방도,214,3,352
2014,9월,토,특별광역시도,1091,17,1654
2014,9월,토,시도,844,10,1274
2014,9월,토,군도,92,2,158
2014,9월,토,고속국도,50,3,131
2014,9월,토,기타/불명,250,6,318
2014,10월,일,일반국도,177,10,384
2014,10월,일,지방도,216,15,374
2014,10월,일,특별광역시도,860,8,1403
2014,10월,일,시도,688,17,1106
2014,10월,일,군도,83,6,134
2014,10월,일,고속국도,38,1,79
2014,10월,일,기타/불명,198,3,253
2014,10월,월,일반국도,197,8,382
2014,10월,월,지방도,244,11,415
2014,10월,월,특별광역시도,1128,17,1614
2014,10월,월,시도,849,11,1221
2014,10월,월,군도,91,6,143
2014,10월,월,고속국도,30,2,54
2014,10월,월,기타/불명,222,2,291
2014,10월,화,일반국도,193,9,289
2014,10월,화,지방도,240,9,355
2014,10월,화,특별광역시도,1112,16,1624
2014,10월,화,시도,863,19,1273
2014,10월,화,군도,81,3,106
2014,10월,화,고속국도,26,7,38
2014,10월,화,기타/불명,214,4,246
2014,10월,수,일반국도,254,17,464
2014,10월,수,지방도,268,11,381
2014,10월,수,특별광역시도,1292,16,1855
2014,10월,수,시도,1039,25,1457
2014,10월,수,군도,107,5,145
2014,10월,수,고속국도,31,0,58
2014,10월,수,기타/불명,268,6,342
2014,10월,목,일반국도,238,10,423
2014,10월,목,지방도,304,9,455
2014,10월,목,특별광역시도,1399,17,1962
2014,10월,목,시도,1007,19,1531
2014,10월,목,군도,106,4,155
2014,10월,목,고속국도,43,4,133
2014,10월,목,기타/불명,242,5,273
2014,10월,금,일반국도,273,16,486
2014,10월,금,지방도,339,10,538
2014,10월,금,특별광역시도,1408,16,2016
2014,10월,금,시도,1198,30,1782
2014,10월,금,군도,114,2,171
2014,10월,금,고속국도,73,4,153
2014,10월,금,기타/불명,289,5,344
2014,10월,토,일반국도,223,11,450
2014,10월,토,지방도,216,6,358
2014,10월,토,특별광역시도,1069,19,1608
2014,10월,토,시도,839,11,1309
2014,10월,토,군도,98,0,154
2014,10월,토,고속국도,52,3,146
2014,10월,토,기타/불명,221,5,266
2014,11월,일,일반국도,231,23,491
2014,11월,일,지방도,246,11,406
2014,11월,일,특별광역시도,1077,14,1726
2014,11월,일,시도,835,15,1326
2014,11월,일,군도,66,1,124
2014,11월,일,고속국도,57,2,132
2014,11월,일,기타/불명,226,5,295
2014,11월,월,일반국도,185,10,327
2014,11월,월,지방도,232,8,331
2014,11월,월,특별광역시도,1076,11,1482
2014,11월,월,시도,904,20,1240
2014,11월,월,군도,97,7,140
2014,11월,월,고속국도,40,7,61
2014,11월,월,기타/불명,216,0,278
2014,11월,화,일반국도,177,17,301
2014,11월,화,지방도,251,11,383
2014,11월,화,특별광역시도,1059,13,1510
2014,11월,화,시도,811,18,1202
2014,11월,화,군도,83,3,118
2014,11월,화,고속국도,33,6,63
2014,11월,화,기타/불명,218,2,258
2014,11월,수,일반국도,207,13,342
2014,11월,수,지방도,242,9,359
2014,11월,수,특별광역시도,1140,9,1639
2014,11월,수,시도,875,18,1233
2014,11월,수,군도,77,4,102
2014,11월,수,고속국도,43,8,83
2014,11월,수,기타/불명,202,2,260
2014,11월,목,일반국도,194,10,372
2014,11월,목,지방도,246,8,356
2014,11월,목,특별광역시도,1036,14,1429
2014,11월,목,시도,839,19,1225
2014,11월,목,군도,99,8,133
2014,11월,목,고속국도,31,3,59
2014,11월,목,기타/불명,224,4,269
2014,11월,금,일반국도,216,15,386
2014,11월,금,지방도,253,6,371
2014,11월,금,특별광역시도,1171,24,1668
2014,11월,금,시도,933,14,1359
2014,11월,금,군도,81,1,119
2014,11월,금,고속국도,47,2,88
2014,11월,금,기타/불명,184,2,215
2014,11월,토,일반국도,267,14,472
2014,11월,토,지방도,268,8,437
2014,11월,토,특별광역시도,1413,24,2157
2014,11월,토,시도,1036,25,1540
2014,11월,토,군도,100,4,169
2014,11월,토,고속국도,79,1,178
2014,11월,토,기타/불명,249,3,311
2014,12월,일,일반국도,128,6,255
2014,12월,일,지방도,149,1,274
2014,12월,일,특별광역시도,749,16,1232
2014,12월,일,시도,601,14,973
2014,12월,일,군도,49,4,84
2014,12월,일,고속국도,38,5,98
2014,12월,일,기타/불명,117,1,154
2014,12월,월,일반국도,222,14,411
2014,12월,월,지방도,271,13,404
2014,12월,월,특별광역시도,1242,14,1750
2014,12월,월,시도,1000,17,1460
2014,12월,월,군도,93,4,126
2014,12월,월,고속국도,36,2,66
2014,12월,월,기타/불명,184,3,230
2014,12월,화,일반국도,210,9,365
2014,12월,화,지방도,242,8,395
2014,12월,화,특별광역시도,1238,16,1772
2014,12월,화,시도,989,17,1469
2014,12월,화,군도,91,4,129
2014,12월,화,고속국도,38,1,100
2014,12월,화,기타/불명,244,5,311
2014,12월,수,일반국도,195,9,316
2014,12월,수,지방도,313,10,489
2014,12월,수,특별광역시도,1284,24,1769
2014,12월,수,시도,1061,10,1585
2014,12월,수,군도,81,6,132
2014,12월,수,고속국도,47,9,114
2014,12월,수,기타/불명,212,5,242
2014,12월,목,일반국도,131,5,241
2014,12월,목,지방도,190,16,292
2014,12월,목,특별광역시도,956,10,1410
2014,12월,목,시도,753,20,1124
2014,12월,목,군도,68,1,106
2014,12월,목,고속국도,28,3,48
2014,12월,목,기타/불명,164,0,205
2014,12월,금,일반국도,161,11,271
2014,12월,금,지방도,204,12,258
2014,12월,금,특별광역시도,1119,17,1606
2014,12월,금,시도,905,18,1361
2014,12월,금,군도,74,3,98
2014,12월,금,고속국도,46,2,108
2014,12월,금,기타/불명,207,3,253
2014,12월,토,일반국도,181,15,301
2014,12월,토,지방도,226,10,356
2014,12월,토,특별광역시도,1094,11,1714
2014,12월,토,시도,830,12,1259
2014,12월,토,군도,55,4,84
2014,12월,토,고속국도,69,5,174
2014,12월,토,기타/불명,167,2,228
2015,전체,일,일반국도,2131,126,4323
2015,전체,일,지방도,2344,94,4151
2015,전체,일,특별광역시도,10644,132,17150
2015,전체,일,시도,8826,182,14699
2015,전체,일,군도,881,43,1451
2015,전체,일,고속국도,685,28,1977
2015,전체,일,기타/불명,1964,30,2559
2015,전체,월,일반국도,2436,141,4109
2015,전체,월,지방도,2852,95,4514
2015,전체,월,특별광역시도,12996,149,18197
2015,전체,월,시도,10790,162,15754
2015,전체,월,군도,1230,39,1771
2015,전체,월,고속국도,568,34,1300
2015,전체,월,기타/불명,2406,35,2882
2015,전체,화,일반국도,2321,106,3888
2015,전체,화,지방도,2811,94,4330
2015,전체,화,특별광역시도,13048,156,18268
2015,전체,화,시도,10786,212,15869
2015,전체,화,군도,1128,52,1685
2015,전체,화,고속국도,519,44,1163
2015,전체,화,기타/불명,2334,38,2843
2015,전체,수,일반국도,2408,140,3904
2015,전체,수,지방도,2798,85,4215
2015,전체,수,특별광역시도,13155,149,18436
2015,전체,수,시도,11073,195,15927
2015,전체,수,군도,1147,39,1586
2015,전체,수,고속국도,554,32,1255
2015,전체,수,기타/불명,2346,30,2826
2015,전체,목,일반국도,2429,107,4194
2015,전체,목,지방도,2872,83,4441
2015,전체,목,특별광역시도,13645,154,19432
2015,전체,목,시도,11252,168,16460
2015,전체,목,군도,1132,43,1627
2015,전체,목,고속국도,584,28,1196
2015,전체,목,기타/불명,2354,29,2804
2015,전체,금,일반국도,2563,105,4512
2015,전체,금,지방도,2997,102,4578
2015,전체,금,특별광역시도,14230,167,20408
2015,전체,금,시도,11727,193,17115
2015,전체,금,군도,1245,44,1805
2015,전체,금,고속국도,721,37,1771
2015,전체,금,기타/불명,2416,25,2949
2015,전체,토,일반국도,2592,135,5063
2015,전체,토,지방도,2760,95,4764
2015,전체,토,특별광역시도,13787,168,21208
2015,전체,토,시도,11243,177,17898
2015,전체,토,군도,1183,37,1882
2015,전체,토,고속국도,864,38,2352
2015,전체,토,기타/불명,2258,24,2909
2015,1월,일,일반국도,137,13,244
2015,1월,일,지방도,169,9,287
2015,1월,일,특별광역시도,722,12,1163
2015,1월,일,시도,616,9,1069
2015,1월,일,군도,48,4,71
2015,1월,일,고속국도,52,3,110
2015,1월,일,기타/불명,119,3,171
2015,1월,월,일반국도,147,15,213
2015,1월,월,지방도,221,8,300
2015,1월,월,특별광역시도,946,13,1396
2015,1월,월,시도,724,11,1060
2015,1월,월,군도,62,1,91
2015,1월,월,고속국도,26,0,71
2015,1월,월,기타/불명,156,4,182
2015,1월,화,일반국도,148,13,249
2015,1월,화,지방도,190,6,307
2015,1월,화,특별광역시도,869,13,1242
2015,1월,화,시도,716,18,1102
2015,1월,화,군도,78,3,110
2015,1월,화,고속국도,17,4,32
2015,1월,화,기타/불명,146,3,175
2015,1월,수,일반국도,139,6,221
2015,1월,수,지방도,159,3,237
2015,1월,수,특별광역시도,855,12,1218
2015,1월,수,시도,712,24,1023
2015,1월,수,군도,62,3,97
2015,1월,수,고속국도,32,1,68
2015,1월,수,기타/불명,144,1,184
2015,1월,목,일반국도,195,8,343
2015,1월,목,지방도,241,11,425
2015,1월,목,특별광역시도,1055,13,1519
2015,1월,목,시도,896,14,1349
2015,1월,목,군도,89,5,117
2015,1월,목,고속국도,28,3,66
2015,1월,목,기타/불명,167,2,201
2015,1월,금,일반국도,202,6,396
2015,1월,금,지방도,239,7,363
2015,1월,금,특별광역시도,1187,20,1707
2015,1월,금,시도,987,11,1431
2015,1월,금,군도,99,1,155
2015,1월,금,고속국도,42,1,117
2015,1월,금,기타/불명,184,1,237
2015,1월,토,일반국도,182,9,336
2015,1월,토,지방도,231,6,378
2015,1월,토,특별광역시도,1206,25,1926
2015,1월,토,시도,936,17,1538
2015,1월,토,군도,105,1,193
2015,1월,토,고속국도,56,4,186
2015,1월,토,기타/불명,163,1,211
2015,2월,일,일반국도,111,3,202
2015,2월,일,지방도,137,4,243
2015,2월,일,특별광역시도,726,11,1194
2015,2월,일,시도,576,14,915
2015,2월,일,군도,47,1,67
2015,2월,일,고속국도,23,2,67
2015,2월,일,기타/불명,108,1,134
2015,2월,월,일반국도,165,10,279
2015,2월,월,지방도,211,7,335
2015,2월,월,특별광역시도,907,9,1248
2015,2월,월,시도,784,9,1110
2015,2월,월,군도,83,2,136
2015,2월,월,고속국도,30,3,76
2015,2월,월,기타/불명,143,1,174
2015,2월,화,일반국도,147,4,242
2015,2월,화,지방도,190,10,285
2015,2월,화,특별광역시도,915,10,1268
2015,2월,화,시도,827,22,1176
2015,2월,화,군도,79,3,128
2015,2월,화,고속국도,31,2,61
2015,2월,화,기타/불명,133,2,171
2015,2월,수,일반국도,153,11,268
2015,2월,수,지방도,170,0,278
2015,2월,수,특별광역시도,827,13,1151
2015,2월,수,시도,712,13,1047
2015,2월,수,군도,67,2,82
2015,2월,수,고속국도,45,2,242
2015,2월,수,기타/불명,126,3,155
2015,2월,목,일반국도,153,10,316
2015,2월,목,지방도,176,4,281
2015,2월,목,특별광역시도,767,10,1204
2015,2월,목,시도,671,9,1036
2015,2월,목,군도,85,3,127
2015,2월,목,고속국도,41,3,91
2015,2월,목,기타/불명,129,1,156
2015,2월,금,일반국도,165,8,315
2015,2월,금,지방도,195,8,333
2015,2월,금,특별광역시도,907,9,1394
2015,2월,금,시도,682,14,1020
2015,2월,금,군도,99,2,146
2015,2월,금,고속국도,48,4,114
2015,2월,금,기타/불명,131,2,163
2015,2월,토,일반국도,160,7,342
2015,2월,토,지방도,195,6,351
2015,2월,토,특별광역시도,941,15,1443
2015,2월,토,시도,689,5,1070
2015,2월,토,군도,53,1,70
2015,2월,토,고속국도,38,0,95
2015,2월,토,기타/불명,141,1,198
2015,3월,일,일반국도,186,8,368
2015,3월,일,지방도,226,9,422
2015,3월,일,특별광역시도,929,16,1494
2015,3월,일,시도,838,9,1352
2015,3월,일,군도,82,5,126
2015,3월,일,고속국도,53,2,178
2015,3월,일,기타/불명,166,3,216
2015,3월,월,일반국도,223,15,334
2015,3월,월,지방도,247,9,427
2015,3월,월,특별광역시도,1135,15,1569
2015,3월,월,시도,928,18,1279
2015,3월,월,군도,118,5,167
2015,3월,월,고속국도,45,5,109
2015,3월,월,기타/불명,197,4,249
2015,3월,화,일반국도,171,8,302
2015,3월,화,지방도,278,10,406
2015,3월,화,특별광역시도,1204,12,1710
2015,3월,화,시도,986,31,1441
2015,3월,화,군도,87,2,128
2015,3월,화,고속국도,41,5,70
2015,3월,화,기타/불명,220,2,272
2015,3월,수,일반국도,179,8,278
2015,3월,수,지방도,185,4,294
2015,3월,수,특별광역시도,986,8,1400
2015,3월,수,시도,850,13,1234
2015,3월,수,군도,81,4,104
2015,3월,수,고속국도,39,0,88
2015,3월,수,기타/불명,175,0,224
2015,3월,목,일반국도,176,11,298
2015,3월,목,지방도,189,2,289
2015,3월,목,특별광역시도,1074,16,1517
2015,3월,목,시도,845,14,1233
2015,3월,목,군도,77,4,98
2015,3월,목,고속국도,34,0,62
2015,3월,목,기타/불명,168,1,202
2015,3월,금,일반국도,174,6,287
2015,3월,금,지방도,245,8,366
2015,3월,금,특별광역시도,1073,6,1564
2015,3월,금,시도,862,19,1240
2015,3월,금,군도,70,4,102
2015,3월,금,고속국도,37,5,81
2015,3월,금,기타/불명,168,1,197
2015,3월,토,일반국도,199,8,361
2015,3월,토,지방도,198,8,339
2015,3월,토,특별광역시도,1036,13,1666
2015,3월,토,시도,822,13,1263
2015,3월,토,군도,86,4,127
2015,3월,토,고속국도,67,3,177
2015,3월,토,기타/불명,161,2,211
2015,4월,일,일반국도,162,12,356
2015,4월,일,지방도,207,6,347
2015,4월,일,특별광역시도,864,5,1451
2015,4월,일,시도,763,24,1283
2015,4월,일,군도,76,3,130
2015,4월,일,고속국도,46,0,191
2015,4월,일,기타/불명,158,1,220
2015,4월,월,일반국도,162,13,270
2015,4월,월,지방도,229,2,350
2015,4월,월,특별광역시도,982,11,1367
2015,4월,월,시도,834,8,1246
2015,4월,월,군도,95,4,143
2015,4월,월,고속국도,41,3,90
2015,4월,월,기타/불명,191,4,240
2015,4월,화,일반국도,175,6,286
2015,4월,화,지방도,237,4,357
2015,4월,화,특별광역시도,1017,15,1449
2015,4월,화,시도,812,15,1193
2015,4월,화,군도,85,5,117
2015,4월,화,고속국도,49,4,103
2015,4월,화,기타/불명,164,1,199
2015,4월,수,일반국도,251,17,407
2015,4월,수,지방도,283,9,463
2015,4월,수,특별광역시도,1212,9,1748
2015,4월,수,시도,990,16,1399
2015,4월,수,군도,111,4,147
2015,4월,수,고속국도,44,0,93
2015,4월,수,기타/불명,227,2,276
2015,4월,목,일반국도,228,11,359
2015,4월,목,지방도,269,6,380
2015,4월,목,특별광역시도,1305,12,1831
2015,4월,목,시도,1080,17,1626
2015,4월,목,군도,103,4,152
2015,4월,목,고속국도,49,3,101
2015,4월,목,기타/불명,218,1,269
2015,4월,금,일반국도,189,1,298
2015,4월,금,지방도,217,8,320
2015,4월,금,특별광역시도,1133,14,1608
2015,4월,금,시도,926,12,1401
2015,4월,금,군도,90,3,125
2015,4월,금,고속국도,45,2,89
2015,4월,금,기타/불명,207,3,249
2015,4월,토,일반국도,202,12,411
2015,4월,토,지방도,260,9,495
2015,4월,토,특별광역시도,1140,13,1741
2015,4월,토,시도,941,11,1518
2015,4월,토,군도,86,3,145
2015,4월,토,고속국도,61,3,192
2015,4월,토,기타/불명,170,3,200
2015,5월,일,일반국도,226,11,473
2015,5월,일,지방도,245,10,398
2015,5월,일,특별광역시도,1088,13,1720
2015,5월,일,시도,911,18,1563
2015,5월,일,군도,102,4,169
2015,5월,일,고속국도,61,4,193
2015,5월,일,기타/불명,201,2,237
2015,5월,월,일반국도,205,10,350
2015,5월,월,지방도,233,4,362
2015,5월,월,특별광역시도,1130,10,1666
2015,5월,월,시도,864,9,1352
2015,5월,월,군도,93,2,132
2015,5월,월,고속국도,37,2,82
2015,5월,월,기타/불명,195,2,227
2015,5월,화,일반국도,181,5,313
2015,5월,화,지방도,260,14,409
2015,5월,화,특별광역시도,1011,12,1476
2015,5월,화,시도,836,12,1284
2015,5월,화,군도,94,2,146
2015,5월,화,고속국도,39,0,99
2015,5월,화,기타/불명,185,4,215
2015,5월,수,일반국도,197,13,280
2015,5월,수,지방도,243,15,370
2015,5월,수,특별광역시도,1056,10,1448
2015,5월,수,시도,831,15,1240
2015,5월,수,군도,87,2,137
2015,5월,수,고속국도,34,1,56
2015,5월,수,기타/불명,216,5,248
2015,5월,목,일반국도,145,2,253
2015,5월,목,지방도,204,5,329
2015,5월,목,특별광역시도,1028,18,1416
2015,5월,목,시도,881,12,1297
2015,5월,목,군도,88,3,146
2015,5월,목,고속국도,33,4,60
2015,5월,목,기타/불명,202,6,230
2015,5월,금,일반국도,252,6,442
2015,5월,금,지방도,301,14,455
2015,5월,금,특별광역시도,1399,9,1980
2015,5월,금,시도,1166,14,1662
2015,5월,금,군도,121,3,157
2015,5월,금,고속국도,81,4,223
2015,5월,금,기타/불명,227,4,261
2015,5월,토,일반국도,273,9,505
2015,5월,토,지방도,298,14,504
2015,5월,토,특별광역시도,1407,17,2146
2015,5월,토,시도,1148,26,1819
2015,5월,토,군도,131,4,217
2015,5월,토,고속국도,81,2,239
2015,5월,토,기타/불명,216,2,278
2015,6월,일,일반국도,173,12,359
2015,6월,일,지방도,170,6,299
2015,6월,일,특별광역시도,817,10,1360
2015,6월,일,시도,615,17,997
2015,6월,일,군도,46,1,73
2015,6월,일,고속국도,56,0,166
2015,6월,일,기타/불명,159,5,200
2015,6월,월,일반국도,200,16,326
2015,6월,월,지방도,260,12,412
2015,6월,월,특별광역시도,1204,14,1576
2015,6월,월,시도,1041,15,1529
2015,6월,월,군도,128,0,175
2015,6월,월,고속국도,42,2,70
2015,6월,월,기타/불명,255,4,288
2015,6월,화,일반국도,232,15,414
2015,6월,화,지방도,260,8,400
2015,6월,화,특별광역시도,1185,10,1645
